FE,N,Eval,p_target,Iteration,Alg
14103,2,Ellips100,0.9,14,cma-es-ppmf-dp-2-pt-0.9
12999,5,Ellips100,0.1,14,cma-es-ppmf-dp-2-pt-0.1
14299,5,Ellips100,0.2,14,cma-es-ppmf-dp-2-pt-0.2
16199,5,Ellips100,0.3,14,cma-es-ppmf-dp-2-pt-0.3
20639,5,Ellips100,0.4,14,cma-es-ppmf-dp-2-pt-0.4
29079,5,Ellips100,0.5,14,cma-es-ppmf-dp-2-pt-0.5
14739,5,Ellips100,0.6,14,cma-es-ppmf-dp-2-pt-0.6
24539,5,Ellips100,0.9,14,cma-es-ppmf-dp-2-pt-0.9
44759,10,Ellips100,0.1,14,cma-es-ppmf-dp-2-pt-0.1
57439,10,Ellips100,0.2,14,cma-es-ppmf-dp-2-pt-0.2
100039,10,Ellips100,0.3,14,cma-es-ppmf-dp-2-pt-0.3
69039,10,Ellips100,0.4,14,cma-es-ppmf-dp-2-pt-0.4
80599,10,Ellips100,0.5,14,cma-es-ppmf-dp-2-pt-0.5
42079,10,Ellips100,0.6,14,cma-es-ppmf-dp-2-pt-0.6
34479,10,Ellips100,0.9,14,cma-es-ppmf-dp-2-pt-0.9
300119,30,Ellips100,0.1,14,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.2,14,cma-es-ppmf-dp-2-pt-0.2
300119,30,Ellips100,0.3,14,cma-es-ppmf-dp-2-pt-0.3
300119,30,Ellips100,0.4,14,cma-es-ppmf-dp-2-pt-0.4
300119,30,Ellips100,0.5,14,cma-es-ppmf-dp-2-pt-0.5
300119,30,Ellips100,0.6,14,cma-es-ppmf-dp-2-pt-0.6
300119,30,Ellips100,0.9,14,cma-es-ppmf-dp-2-pt-0.9
500199,50,Ellips100,0.1,14,cma-es-ppmf-dp-2-pt-0.1
500199,50,Ellips100,0.2,14,cma-es-ppmf-dp-2-pt-0.2
500199,50,Ellips100,0.3,14,cma-es-ppmf-dp-2-pt-0.3
500199,50,Ellips100,0.4,14,cma-es-ppmf-dp-2-pt-0.4
500199,50,Ellips100,0.5,14,cma-es-ppmf-dp-2-pt-0.5
500199,50,Ellips100,0.6,14,cma-es-ppmf-dp-2-pt-0.6
500199,50,Ellips100,0.9,14,cma-es-ppmf-dp-2-pt-0.9
3583,2,Sphere,0.1,15,cma-es-ppmf-dp-2-pt-0.1
3495,2,Sphere,0.2,15,cma-es-ppmf-dp-2-pt-0.2
4295,2,Sphere,0.3,15,cma-es-ppmf-dp-2-pt-0.3
5079,2,Sphere,0.4,15,cma-es-ppmf-dp-2-pt-0.4
7623,2,Sphere,0.5,15,cma-es-ppmf-dp-2-pt-0.5
17335,2,Sphere,0.6,15,cma-es-ppmf-dp-2-pt-0.6
8719,2,Sphere,0.9,15,cma-es-ppmf-dp-2-pt-0.9
12379,5,Sphere,0.1,15,cma-es-ppmf-dp-2-pt-0.1
13359,5,Sphere,0.2,15,cma-es-ppmf-dp-2-pt-0.2
15959,5,Sphere,0.3,15,cma-es-ppmf-dp-2-pt-0.3
19339,5,Sphere,0.4,15,cma-es-ppmf-dp-2-pt-0.4
28559,5,Sphere,0.5,15,cma-es-ppmf-dp-2-pt-0.5
50019,5,Sphere,0.6,15,cma-es-ppmf-dp-2-pt-0.6
15519,5,Sphere,0.9,15,cma-es-ppmf-dp-2-pt-0.9
42439,10,Sphere,0.1,15,cma-es-ppmf-dp-2-pt-0.1
55359,10,Sphere,0.2,15,cma-es-ppmf-dp-2-pt-0.2
100039,10,Sphere,0.3,15,cma-es-ppmf-dp-2-pt-0.3
66839,10,Sphere,0.4,15,cma-es-ppmf-dp-2-pt-0.4
79079,10,Sphere,0.5,15,cma-es-ppmf-dp-2-pt-0.5
100039,10,Sphere,0.6,15,cma-es-ppmf-dp-2-pt-0.6
42399,10,Sphere,0.9,15,cma-es-ppmf-dp-2-pt-0.9
300119,30,Sphere,0.1,15,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.2,15,cma-es-ppmf-dp-2-pt-0.2
300119,30,Sphere,0.3,15,cma-es-ppmf-dp-2-pt-0.3
300119,30,Sphere,0.4,15,cma-es-ppmf-dp-2-pt-0.4
300119,30,Sphere,0.5,15,cma-es-ppmf-dp-2-pt-0.5
300119,30,Sphere,0.6,15,cma-es-ppmf-dp-2-pt-0.6
300119,30,Sphere,0.9,15,cma-es-ppmf-dp-2-pt-0.9
500199,50,Sphere,0.1,15,cma-es-ppmf-dp-2-pt-0.1
500199,50,Sphere,0.2,15,cma-es-ppmf-dp-2-pt-0.2
500199,50,Sphere,0.3,15,cma-es-ppmf-dp-2-pt-0.3
500199,50,Sphere,0.4,15,cma-es-ppmf-dp-2-pt-0.4
500199,50,Sphere,0.5,15,cma-es-ppmf-dp-2-pt-0.5
500199,50,Sphere,0.6,15,cma-es-ppmf-dp-2-pt-0.6
500199,50,Sphere,0.9,15,cma-es-ppmf-dp-2-pt-0.9
3535,2,Ellips10,0.1,15,cma-es-ppmf-dp-2-pt-0.1
3703,2,Ellips10,0.2,15,cma-es-ppmf-dp-2-pt-0.2
4271,2,Ellips10,0.3,15,cma-es-ppmf-dp-2-pt-0.3
5503,2,Ellips10,0.4,15,cma-es-ppmf-dp-2-pt-0.4
9127,2,Ellips10,0.5,15,cma-es-ppmf-dp-2-pt-0.5
15567,2,Ellips10,0.6,15,cma-es-ppmf-dp-2-pt-0.6
10847,2,Ellips10,0.9,15,cma-es-ppmf-dp-2-pt-0.9
12679,5,Ellips10,0.1,15,cma-es-ppmf-dp-2-pt-0.1
13839,5,Ellips10,0.2,15,cma-es-ppmf-dp-2-pt-0.2
16319,5,Ellips10,0.3,15,cma-es-ppmf-dp-2-pt-0.3
20179,5,Ellips10,0.4,15,cma-es-ppmf-dp-2-pt-0.4
28019,5,Ellips10,0.5,15,cma-es-ppmf-dp-2-pt-0.5
11599,5,Ellips10,0.6,15,cma-es-ppmf-dp-2-pt-0.6
15199,5,Ellips10,0.9,15,cma-es-ppmf-dp-2-pt-0.9
43199,10,Ellips10,0.1,15,cma-es-ppmf-dp-2-pt-0.1
55919,10,Ellips10,0.2,15,cma-es-ppmf-dp-2-pt-0.2
90999,10,Ellips10,0.3,15,cma-es-ppmf-dp-2-pt-0.3
66679,10,Ellips10,0.4,15,cma-es-ppmf-dp-2-pt-0.4
80359,10,Ellips10,0.5,15,cma-es-ppmf-dp-2-pt-0.5
41919,10,Ellips10,0.6,15,cma-es-ppmf-dp-2-pt-0.6
70799,10,Ellips10,0.9,15,cma-es-ppmf-dp-2-pt-0.9
300119,30,Ellips10,0.1,15,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.2,15,cma-es-ppmf-dp-2-pt-0.2
300119,30,Ellips10,0.3,15,cma-es-ppmf-dp-2-pt-0.3
300119,30,Ellips10,0.4,15,cma-es-ppmf-dp-2-pt-0.4
300119,30,Ellips10,0.5,15,cma-es-ppmf-dp-2-pt-0.5
300119,30,Ellips10,0.6,15,cma-es-ppmf-dp-2-pt-0.6
300119,30,Ellips10,0.9,15,cma-es-ppmf-dp-2-pt-0.9
500199,50,Ellips10,0.1,15,cma-es-ppmf-dp-2-pt-0.1
500199,50,Ellips10,0.2,15,cma-es-ppmf-dp-2-pt-0.2
500199,50,Ellips10,0.3,15,cma-es-ppmf-dp-2-pt-0.3
500199,50,Ellips10,0.4,15,cma-es-ppmf-dp-2-pt-0.4
500199,50,Ellips10,0.5,15,cma-es-ppmf-dp-2-pt-0.5
500199,50,Ellips10,0.6,15,cma-es-ppmf-dp-2-pt-0.6
500199,50,Ellips10,0.9,15,cma-es-ppmf-dp-2-pt-0.9
3767,2,Ellips100,0.1,15,cma-es-ppmf-dp-2-pt-0.1
4031,2,Ellips100,0.2,15,cma-es-ppmf-dp-2-pt-0.2
4607,2,Ellips100,0.3,15,cma-es-ppmf-dp-2-pt-0.3
5679,2,Ellips100,0.4,15,cma-es-ppmf-dp-2-pt-0.4
8431,2,Ellips100,0.5,15,cma-es-ppmf-dp-2-pt-0.5
17759,2,Ellips100,0.6,15,cma-es-ppmf-dp-2-pt-0.6
13847,2,Ellips100,0.9,15,cma-es-ppmf-dp-2-pt-0.9
13039,5,Ellips100,0.1,15,cma-es-ppmf-dp-2-pt-0.1
14579,5,Ellips100,0.2,15,cma-es-ppmf-dp-2-pt-0.2
16939,5,Ellips100,0.3,15,cma-es-ppmf-dp-2-pt-0.3
20919,5,Ellips100,0.4,15,cma-es-ppmf-dp-2-pt-0.4
28699,5,Ellips100,0.5,15,cma-es-ppmf-dp-2-pt-0.5
50019,5,Ellips100,0.6,15,cma-es-ppmf-dp-2-pt-0.6
13799,5,Ellips100,0.9,15,cma-es-ppmf-dp-2-pt-0.9
44559,10,Ellips100,0.1,15,cma-es-ppmf-dp-2-pt-0.1
56079,10,Ellips100,0.2,15,cma-es-ppmf-dp-2-pt-0.2
92639,10,Ellips100,0.3,15,cma-es-ppmf-dp-2-pt-0.3
69079,10,Ellips100,0.4,15,cma-es-ppmf-dp-2-pt-0.4
81679,10,Ellips100,0.5,15,cma-es-ppmf-dp-2-pt-0.5
100039,10,Ellips100,0.6,15,cma-es-ppmf-dp-2-pt-0.6
46119,10,Ellips100,0.9,15,cma-es-ppmf-dp-2-pt-0.9
300119,30,Ellips100,0.1,15,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.2,15,cma-es-ppmf-dp-2-pt-0.2
300119,30,Ellips100,0.3,15,cma-es-ppmf-dp-2-pt-0.3
300119,30,Ellips100,0.4,15,cma-es-ppmf-dp-2-pt-0.4
300119,30,Ellips100,0.5,15,cma-es-ppmf-dp-2-pt-0.5
300119,30,Ellips100,0.6,15,cma-es-ppmf-dp-2-pt-0.6
300119,30,Ellips100,0.9,15,cma-es-ppmf-dp-2-pt-0.9
500199,50,Ellips100,0.1,15,cma-es-ppmf-dp-2-pt-0.1
500199,50,Ellips100,0.2,15,cma-es-ppmf-dp-2-pt-0.2
500199,50,Ellips100,0.3,15,cma-es-ppmf-dp-2-pt-0.3
500199,50,Ellips100,0.4,15,cma-es-ppmf-dp-2-pt-0.4
500199,50,Ellips100,0.5,15,cma-es-ppmf-dp-2-pt-0.5
500199,50,Ellips100,0.6,15,cma-es-ppmf-dp-2-pt-0.6
500199,50,Ellips100,0.9,15,cma-es-ppmf-dp-2-pt-0.9
3471,2,Sphere,0.1,16,cma-es-ppmf-dp-2-pt-0.1
3743,2,Sphere,0.2,16,cma-es-ppmf-dp-2-pt-0.2
4215,2,Sphere,0.3,16,cma-es-ppmf-dp-2-pt-0.3
5055,2,Sphere,0.4,16,cma-es-ppmf-dp-2-pt-0.4
7679,2,Sphere,0.5,16,cma-es-ppmf-dp-2-pt-0.5
15007,2,Sphere,0.6,16,cma-es-ppmf-dp-2-pt-0.6
6679,2,Sphere,0.9,16,cma-es-ppmf-dp-2-pt-0.9
12279,5,Sphere,0.1,16,cma-es-ppmf-dp-2-pt-0.1
13639,5,Sphere,0.2,16,cma-es-ppmf-dp-2-pt-0.2
15839,5,Sphere,0.3,16,cma-es-ppmf-dp-2-pt-0.3
20419,5,Sphere,0.4,16,cma-es-ppmf-dp-2-pt-0.4
28939,5,Sphere,0.5,16,cma-es-ppmf-dp-2-pt-0.5
46579,5,Sphere,0.6,16,cma-es-ppmf-dp-2-pt-0.6
17359,5,Sphere,0.9,16,cma-es-ppmf-dp-2-pt-0.9
42519,10,Sphere,0.1,16,cma-es-ppmf-dp-2-pt-0.1
55719,10,Sphere,0.2,16,cma-es-ppmf-dp-2-pt-0.2
99479,10,Sphere,0.3,16,cma-es-ppmf-dp-2-pt-0.3
66999,10,Sphere,0.4,16,cma-es-ppmf-dp-2-pt-0.4
79279,10,Sphere,0.5,16,cma-es-ppmf-dp-2-pt-0.5
100039,10,Sphere,0.6,16,cma-es-ppmf-dp-2-pt-0.6
52319,10,Sphere,0.9,16,cma-es-ppmf-dp-2-pt-0.9
300119,30,Sphere,0.1,16,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.2,16,cma-es-ppmf-dp-2-pt-0.2
300119,30,Sphere,0.3,16,cma-es-ppmf-dp-2-pt-0.3
300119,30,Sphere,0.4,16,cma-es-ppmf-dp-2-pt-0.4
300119,30,Sphere,0.5,16,cma-es-ppmf-dp-2-pt-0.5
300119,30,Sphere,0.6,16,cma-es-ppmf-dp-2-pt-0.6
300119,30,Sphere,0.9,16,cma-es-ppmf-dp-2-pt-0.9
500199,50,Sphere,0.1,16,cma-es-ppmf-dp-2-pt-0.1
500199,50,Sphere,0.2,16,cma-es-ppmf-dp-2-pt-0.2
500199,50,Sphere,0.3,16,cma-es-ppmf-dp-2-pt-0.3
500199,50,Sphere,0.4,16,cma-es-ppmf-dp-2-pt-0.4
500199,50,Sphere,0.5,16,cma-es-ppmf-dp-2-pt-0.5
500199,50,Sphere,0.6,16,cma-es-ppmf-dp-2-pt-0.6
500199,50,Sphere,0.9,16,cma-es-ppmf-dp-2-pt-0.9
3575,2,Ellips10,0.1,16,cma-es-ppmf-dp-2-pt-0.1
3799,2,Ellips10,0.2,16,cma-es-ppmf-dp-2-pt-0.2
4031,2,Ellips10,0.3,16,cma-es-ppmf-dp-2-pt-0.3
5455,2,Ellips10,0.4,16,cma-es-ppmf-dp-2-pt-0.4
8151,2,Ellips10,0.5,16,cma-es-ppmf-dp-2-pt-0.5
15095,2,Ellips10,0.6,16,cma-es-ppmf-dp-2-pt-0.6
9895,2,Ellips10,0.9,16,cma-es-ppmf-dp-2-pt-0.9
12759,5,Ellips10,0.1,16,cma-es-ppmf-dp-2-pt-0.1
13919,5,Ellips10,0.2,16,cma-es-ppmf-dp-2-pt-0.2
17039,5,Ellips10,0.3,16,cma-es-ppmf-dp-2-pt-0.3
20339,5,Ellips10,0.4,16,cma-es-ppmf-dp-2-pt-0.4
27879,5,Ellips10,0.5,16,cma-es-ppmf-dp-2-pt-0.5
50019,5,Ellips10,0.6,16,cma-es-ppmf-dp-2-pt-0.6
22119,5,Ellips10,0.9,16,cma-es-ppmf-dp-2-pt-0.9
43079,10,Ellips10,0.1,16,cma-es-ppmf-dp-2-pt-0.1
55159,10,Ellips10,0.2,16,cma-es-ppmf-dp-2-pt-0.2
100039,10,Ellips10,0.3,16,cma-es-ppmf-dp-2-pt-0.3
68079,10,Ellips10,0.4,16,cma-es-ppmf-dp-2-pt-0.4
79759,10,Ellips10,0.5,16,cma-es-ppmf-dp-2-pt-0.5
100039,10,Ellips10,0.6,16,cma-es-ppmf-dp-2-pt-0.6
42039,10,Ellips10,0.9,16,cma-es-ppmf-dp-2-pt-0.9
300119,30,Ellips10,0.1,16,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.2,16,cma-es-ppmf-dp-2-pt-0.2
300119,30,Ellips10,0.3,16,cma-es-ppmf-dp-2-pt-0.3
300119,30,Ellips10,0.4,16,cma-es-ppmf-dp-2-pt-0.4
300119,30,Ellips10,0.5,16,cma-es-ppmf-dp-2-pt-0.5
300119,30,Ellips10,0.6,16,cma-es-ppmf-dp-2-pt-0.6
300119,30,Ellips10,0.9,16,cma-es-ppmf-dp-2-pt-0.9
500199,50,Ellips10,0.1,16,cma-es-ppmf-dp-2-pt-0.1
500199,50,Ellips10,0.2,16,cma-es-ppmf-dp-2-pt-0.2
500199,50,Ellips10,0.3,16,cma-es-ppmf-dp-2-pt-0.3
500199,50,Ellips10,0.4,16,cma-es-ppmf-dp-2-pt-0.4
500199,50,Ellips10,0.5,16,cma-es-ppmf-dp-2-pt-0.5
500199,50,Ellips10,0.6,16,cma-es-ppmf-dp-2-pt-0.6
500199,50,Ellips10,0.9,16,cma-es-ppmf-dp-2-pt-0.9
3671,2,Ellips100,0.1,16,cma-es-ppmf-dp-2-pt-0.1
4039,2,Ellips100,0.2,16,cma-es-ppmf-dp-2-pt-0.2
4455,2,Ellips100,0.3,16,cma-es-ppmf-dp-2-pt-0.3
12191,2,Ellips100,0.4,16,cma-es-ppmf-dp-2-pt-0.4
7631,2,Ellips100,0.5,16,cma-es-ppmf-dp-2-pt-0.5
20007,2,Ellips100,0.6,16,cma-es-ppmf-dp-2-pt-0.6
8383,2,Ellips100,0.9,16,cma-es-ppmf-dp-2-pt-0.9
12999,5,Ellips100,0.1,16,cma-es-ppmf-dp-2-pt-0.1
14339,5,Ellips100,0.2,16,cma-es-ppmf-dp-2-pt-0.2
17019,5,Ellips100,0.3,16,cma-es-ppmf-dp-2-pt-0.3
21799,5,Ellips100,0.4,16,cma-es-ppmf-dp-2-pt-0.4
29219,5,Ellips100,0.5,16,cma-es-ppmf-dp-2-pt-0.5
50019,5,Ellips100,0.6,16,cma-es-ppmf-dp-2-pt-0.6
14679,5,Ellips100,0.9,16,cma-es-ppmf-dp-2-pt-0.9
44159,10,Ellips100,0.1,16,cma-es-ppmf-dp-2-pt-0.1
56839,10,Ellips100,0.2,16,cma-es-ppmf-dp-2-pt-0.2
97159,10,Ellips100,0.3,16,cma-es-ppmf-dp-2-pt-0.3
69359,10,Ellips100,0.4,16,cma-es-ppmf-dp-2-pt-0.4
83079,10,Ellips100,0.5,16,cma-es-ppmf-dp-2-pt-0.5
41319,10,Ellips100,0.6,16,cma-es-ppmf-dp-2-pt-0.6
40719,10,Ellips100,0.9,16,cma-es-ppmf-dp-2-pt-0.9
300119,30,Ellips100,0.1,16,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.2,16,cma-es-ppmf-dp-2-pt-0.2
300119,30,Ellips100,0.3,16,cma-es-ppmf-dp-2-pt-0.3
300119,30,Ellips100,0.4,16,cma-es-ppmf-dp-2-pt-0.4
300119,30,Ellips100,0.5,16,cma-es-ppmf-dp-2-pt-0.5
300119,30,Ellips100,0.6,16,cma-es-ppmf-dp-2-pt-0.6
300119,30,Ellips100,0.9,16,cma-es-ppmf-dp-2-pt-0.9
500199,50,Ellips100,0.1,16,cma-es-ppmf-dp-2-pt-0.1
500199,50,Ellips100,0.2,16,cma-es-ppmf-dp-2-pt-0.2
500199,50,Ellips100,0.3,16,cma-es-ppmf-dp-2-pt-0.3
500199,50,Ellips100,0.4,16,cma-es-ppmf-dp-2-pt-0.4
500199,50,Ellips100,0.5,16,cma-es-ppmf-dp-2-pt-0.5
500199,50,Ellips100,0.6,16,cma-es-ppmf-dp-2-pt-0.6
500199,50,Ellips100,0.9,16,cma-es-ppmf-dp-2-pt-0.9
3615,2,Sphere,0.1,17,cma-es-ppmf-dp-2-pt-0.1
3607,2,Sphere,0.2,17,cma-es-ppmf-dp-2-pt-0.2
4071,2,Sphere,0.3,17,cma-es-ppmf-dp-2-pt-0.3
5351,2,Sphere,0.4,17,cma-es-ppmf-dp-2-pt-0.4
7543,2,Sphere,0.5,17,cma-es-ppmf-dp-2-pt-0.5
17943,2,Sphere,0.6,17,cma-es-ppmf-dp-2-pt-0.6
13575,2,Sphere,0.9,17,cma-es-ppmf-dp-2-pt-0.9
12659,5,Sphere,0.1,17,cma-es-ppmf-dp-2-pt-0.1
13499,5,Sphere,0.2,17,cma-es-ppmf-dp-2-pt-0.2
15659,5,Sphere,0.3,17,cma-es-ppmf-dp-2-pt-0.3
19979,5,Sphere,0.4,17,cma-es-ppmf-dp-2-pt-0.4
29619,5,Sphere,0.5,17,cma-es-ppmf-dp-2-pt-0.5
50019,5,Sphere,0.6,17,cma-es-ppmf-dp-2-pt-0.6
26139,5,Sphere,0.9,17,cma-es-ppmf-dp-2-pt-0.9
42799,10,Sphere,0.1,17,cma-es-ppmf-dp-2-pt-0.1
55519,10,Sphere,0.2,17,cma-es-ppmf-dp-2-pt-0.2
96799,10,Sphere,0.3,17,cma-es-ppmf-dp-2-pt-0.3
66279,10,Sphere,0.4,17,cma-es-ppmf-dp-2-pt-0.4
76959,10,Sphere,0.5,17,cma-es-ppmf-dp-2-pt-0.5
100039,10,Sphere,0.6,17,cma-es-ppmf-dp-2-pt-0.6
38639,10,Sphere,0.9,17,cma-es-ppmf-dp-2-pt-0.9
300119,30,Sphere,0.1,17,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.2,17,cma-es-ppmf-dp-2-pt-0.2
300119,30,Sphere,0.3,17,cma-es-ppmf-dp-2-pt-0.3
300119,30,Sphere,0.4,17,cma-es-ppmf-dp-2-pt-0.4
300119,30,Sphere,0.5,17,cma-es-ppmf-dp-2-pt-0.5
300119,30,Sphere,0.6,17,cma-es-ppmf-dp-2-pt-0.6
300119,30,Sphere,0.9,17,cma-es-ppmf-dp-2-pt-0.9
500199,50,Sphere,0.1,17,cma-es-ppmf-dp-2-pt-0.1
500199,50,Sphere,0.2,17,cma-es-ppmf-dp-2-pt-0.2
500199,50,Sphere,0.3,17,cma-es-ppmf-dp-2-pt-0.3
500199,50,Sphere,0.4,17,cma-es-ppmf-dp-2-pt-0.4
500199,50,Sphere,0.5,17,cma-es-ppmf-dp-2-pt-0.5
500199,50,Sphere,0.6,17,cma-es-ppmf-dp-2-pt-0.6
500199,50,Sphere,0.9,17,cma-es-ppmf-dp-2-pt-0.9
3559,2,Ellips10,0.1,17,cma-es-ppmf-dp-2-pt-0.1
3855,2,Ellips10,0.2,17,cma-es-ppmf-dp-2-pt-0.2
4311,2,Ellips10,0.3,17,cma-es-ppmf-dp-2-pt-0.3
5471,2,Ellips10,0.4,17,cma-es-ppmf-dp-2-pt-0.4
8071,2,Ellips10,0.5,17,cma-es-ppmf-dp-2-pt-0.5
15887,2,Ellips10,0.6,17,cma-es-ppmf-dp-2-pt-0.6
6055,2,Ellips10,0.9,17,cma-es-ppmf-dp-2-pt-0.9
12839,5,Ellips10,0.1,17,cma-es-ppmf-dp-2-pt-0.1
14059,5,Ellips10,0.2,17,cma-es-ppmf-dp-2-pt-0.2
16199,5,Ellips10,0.3,17,cma-es-ppmf-dp-2-pt-0.3
20299,5,Ellips10,0.4,17,cma-es-ppmf-dp-2-pt-0.4
29259,5,Ellips10,0.5,17,cma-es-ppmf-dp-2-pt-0.5
43459,5,Ellips10,0.6,17,cma-es-ppmf-dp-2-pt-0.6
17119,5,Ellips10,0.9,17,cma-es-ppmf-dp-2-pt-0.9
43679,10,Ellips10,0.1,17,cma-es-ppmf-dp-2-pt-0.1
56519,10,Ellips10,0.2,17,cma-es-ppmf-dp-2-pt-0.2
95639,10,Ellips10,0.3,17,cma-es-ppmf-dp-2-pt-0.3
68039,10,Ellips10,0.4,17,cma-es-ppmf-dp-2-pt-0.4
78799,10,Ellips10,0.5,17,cma-es-ppmf-dp-2-pt-0.5
100039,10,Ellips10,0.6,17,cma-es-ppmf-dp-2-pt-0.6
41919,10,Ellips10,0.9,17,cma-es-ppmf-dp-2-pt-0.9
300119,30,Ellips10,0.1,17,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.2,17,cma-es-ppmf-dp-2-pt-0.2
300119,30,Ellips10,0.3,17,cma-es-ppmf-dp-2-pt-0.3
300119,30,Ellips10,0.4,17,cma-es-ppmf-dp-2-pt-0.4
300119,30,Ellips10,0.5,17,cma-es-ppmf-dp-2-pt-0.5
300119,30,Ellips10,0.6,17,cma-es-ppmf-dp-2-pt-0.6
300119,30,Ellips10,0.9,17,cma-es-ppmf-dp-2-pt-0.9
500199,50,Ellips10,0.1,17,cma-es-ppmf-dp-2-pt-0.1
500199,50,Ellips10,0.2,17,cma-es-ppmf-dp-2-pt-0.2
500199,50,Ellips10,0.3,17,cma-es-ppmf-dp-2-pt-0.3
500199,50,Ellips10,0.4,17,cma-es-ppmf-dp-2-pt-0.4
500199,50,Ellips10,0.5,17,cma-es-ppmf-dp-2-pt-0.5
500199,50,Ellips10,0.6,17,cma-es-ppmf-dp-2-pt-0.6
500199,50,Ellips10,0.9,17,cma-es-ppmf-dp-2-pt-0.9
3679,2,Ellips100,0.1,17,cma-es-ppmf-dp-2-pt-0.1
4031,2,Ellips100,0.2,17,cma-es-ppmf-dp-2-pt-0.2
4207,2,Ellips100,0.3,17,cma-es-ppmf-dp-2-pt-0.3
5831,2,Ellips100,0.4,17,cma-es-ppmf-dp-2-pt-0.4
7431,2,Ellips100,0.5,17,cma-es-ppmf-dp-2-pt-0.5
15711,2,Ellips100,0.6,17,cma-es-ppmf-dp-2-pt-0.6
3159,2,Ellips100,0.9,17,cma-es-ppmf-dp-2-pt-0.9
12939,5,Ellips100,0.1,17,cma-es-ppmf-dp-2-pt-0.1
14159,5,Ellips100,0.2,17,cma-es-ppmf-dp-2-pt-0.2
16899,5,Ellips100,0.3,17,cma-es-ppmf-dp-2-pt-0.3
20859,5,Ellips100,0.4,17,cma-es-ppmf-dp-2-pt-0.4
17039,5,Ellips100,0.5,17,cma-es-ppmf-dp-2-pt-0.5
50019,5,Ellips100,0.6,17,cma-es-ppmf-dp-2-pt-0.6
29559,5,Ellips100,0.9,17,cma-es-ppmf-dp-2-pt-0.9
44199,10,Ellips100,0.1,17,cma-es-ppmf-dp-2-pt-0.1
56599,10,Ellips100,0.2,17,cma-es-ppmf-dp-2-pt-0.2
92239,10,Ellips100,0.3,17,cma-es-ppmf-dp-2-pt-0.3
68639,10,Ellips100,0.4,17,cma-es-ppmf-dp-2-pt-0.4
82719,10,Ellips100,0.5,17,cma-es-ppmf-dp-2-pt-0.5
39359,10,Ellips100,0.6,17,cma-es-ppmf-dp-2-pt-0.6
44559,10,Ellips100,0.9,17,cma-es-ppmf-dp-2-pt-0.9
300119,30,Ellips100,0.1,17,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.2,17,cma-es-ppmf-dp-2-pt-0.2
300119,30,Ellips100,0.3,17,cma-es-ppmf-dp-2-pt-0.3
300119,30,Ellips100,0.4,17,cma-es-ppmf-dp-2-pt-0.4
300119,30,Ellips100,0.5,17,cma-es-ppmf-dp-2-pt-0.5
300119,30,Ellips100,0.6,17,cma-es-ppmf-dp-2-pt-0.6
300119,30,Ellips100,0.9,17,cma-es-ppmf-dp-2-pt-0.9
500199,50,Ellips100,0.1,17,cma-es-ppmf-dp-2-pt-0.1
500199,50,Ellips100,0.2,17,cma-es-ppmf-dp-2-pt-0.2
500199,50,Ellips100,0.3,17,cma-es-ppmf-dp-2-pt-0.3
500199,50,Ellips100,0.4,17,cma-es-ppmf-dp-2-pt-0.4
500199,50,Ellips100,0.5,17,cma-es-ppmf-dp-2-pt-0.5
500199,50,Ellips100,0.6,17,cma-es-ppmf-dp-2-pt-0.6
500199,50,Ellips100,0.9,17,cma-es-ppmf-dp-2-pt-0.9
3583,2,Sphere,0.1,18,cma-es-ppmf-dp-2-pt-0.1
3895,2,Sphere,0.2,18,cma-es-ppmf-dp-2-pt-0.2
4215,2,Sphere,0.3,18,cma-es-ppmf-dp-2-pt-0.3
5271,2,Sphere,0.4,18,cma-es-ppmf-dp-2-pt-0.4
7871,2,Sphere,0.5,18,cma-es-ppmf-dp-2-pt-0.5
12943,2,Sphere,0.6,18,cma-es-ppmf-dp-2-pt-0.6
12671,2,Sphere,0.9,18,cma-es-ppmf-dp-2-pt-0.9
12399,5,Sphere,0.1,18,cma-es-ppmf-dp-2-pt-0.1
13599,5,Sphere,0.2,18,cma-es-ppmf-dp-2-pt-0.2
15979,5,Sphere,0.3,18,cma-es-ppmf-dp-2-pt-0.3
20779,5,Sphere,0.4,18,cma-es-ppmf-dp-2-pt-0.4
20479,5,Sphere,0.5,18,cma-es-ppmf-dp-2-pt-0.5
50019,5,Sphere,0.6,18,cma-es-ppmf-dp-2-pt-0.6
20859,5,Sphere,0.9,18,cma-es-ppmf-dp-2-pt-0.9
42519,10,Sphere,0.1,18,cma-es-ppmf-dp-2-pt-0.1
55879,10,Sphere,0.2,18,cma-es-ppmf-dp-2-pt-0.2
100039,10,Sphere,0.3,18,cma-es-ppmf-dp-2-pt-0.3
