FE,N,Eval,sigma,Iteration,Alg
2559,2,Ellips10,1000,5,cma-es-ppmf-dp-2-pt-0.1
15999,5,Ellips10,0.001,5,cma-es-ppmf-dp-2-pt-0.1
14779,5,Ellips10,0.01,5,cma-es-ppmf-dp-2-pt-0.1
13879,5,Ellips10,0.1,5,cma-es-ppmf-dp-2-pt-0.1
12859,5,Ellips10,1,5,cma-es-ppmf-dp-2-pt-0.1
11659,5,Ellips10,10,5,cma-es-ppmf-dp-2-pt-0.1
10439,5,Ellips10,100,5,cma-es-ppmf-dp-2-pt-0.1
9579,5,Ellips10,1000,5,cma-es-ppmf-dp-2-pt-0.1
54719,10,Ellips10,0.001,5,cma-es-ppmf-dp-2-pt-0.1
51359,10,Ellips10,0.01,5,cma-es-ppmf-dp-2-pt-0.1
47239,10,Ellips10,0.1,5,cma-es-ppmf-dp-2-pt-0.1
43479,10,Ellips10,1,5,cma-es-ppmf-dp-2-pt-0.1
39439,10,Ellips10,10,5,cma-es-ppmf-dp-2-pt-0.1
35999,10,Ellips10,100,5,cma-es-ppmf-dp-2-pt-0.1
32639,10,Ellips10,1000,5,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.001,5,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.01,5,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.1,5,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,1,5,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,10,5,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,100,5,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,1000,5,cma-es-ppmf-dp-2-pt-0.1
4695,2,Ellips100,0.001,5,cma-es-ppmf-dp-2-pt-0.1
4495,2,Ellips100,0.01,5,cma-es-ppmf-dp-2-pt-0.1
3919,2,Ellips100,0.1,5,cma-es-ppmf-dp-2-pt-0.1
3583,2,Ellips100,1,5,cma-es-ppmf-dp-2-pt-0.1
3487,2,Ellips100,10,5,cma-es-ppmf-dp-2-pt-0.1
3055,2,Ellips100,100,5,cma-es-ppmf-dp-2-pt-0.1
2855,2,Ellips100,1000,5,cma-es-ppmf-dp-2-pt-0.1
16279,5,Ellips100,0.001,5,cma-es-ppmf-dp-2-pt-0.1
15179,5,Ellips100,0.01,5,cma-es-ppmf-dp-2-pt-0.1
14159,5,Ellips100,0.1,5,cma-es-ppmf-dp-2-pt-0.1
13019,5,Ellips100,1,5,cma-es-ppmf-dp-2-pt-0.1
12159,5,Ellips100,10,5,cma-es-ppmf-dp-2-pt-0.1
10979,5,Ellips100,100,5,cma-es-ppmf-dp-2-pt-0.1
9759,5,Ellips100,1000,5,cma-es-ppmf-dp-2-pt-0.1
56199,10,Ellips100,0.001,5,cma-es-ppmf-dp-2-pt-0.1
51999,10,Ellips100,0.01,5,cma-es-ppmf-dp-2-pt-0.1
48559,10,Ellips100,0.1,5,cma-es-ppmf-dp-2-pt-0.1
44759,10,Ellips100,1,5,cma-es-ppmf-dp-2-pt-0.1
41239,10,Ellips100,10,5,cma-es-ppmf-dp-2-pt-0.1
37559,10,Ellips100,100,5,cma-es-ppmf-dp-2-pt-0.1
33799,10,Ellips100,1000,5,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.001,5,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.01,5,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.1,5,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,1,5,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,10,5,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,100,5,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,1000,5,cma-es-ppmf-dp-2-pt-0.1
4487,2,Sphere,0.001,6,cma-es-ppmf-dp-2-pt-0.1
4255,2,Sphere,0.01,6,cma-es-ppmf-dp-2-pt-0.1
3679,2,Sphere,0.1,6,cma-es-ppmf-dp-2-pt-0.1
3567,2,Sphere,1,6,cma-es-ppmf-dp-2-pt-0.1
3191,2,Sphere,10,6,cma-es-ppmf-dp-2-pt-0.1
3023,2,Sphere,100,6,cma-es-ppmf-dp-2-pt-0.1
2703,2,Sphere,1000,6,cma-es-ppmf-dp-2-pt-0.1
15739,5,Sphere,0.001,6,cma-es-ppmf-dp-2-pt-0.1
14599,5,Sphere,0.01,6,cma-es-ppmf-dp-2-pt-0.1
13659,5,Sphere,0.1,6,cma-es-ppmf-dp-2-pt-0.1
12419,5,Sphere,1,6,cma-es-ppmf-dp-2-pt-0.1
11219,5,Sphere,10,6,cma-es-ppmf-dp-2-pt-0.1
10319,5,Sphere,100,6,cma-es-ppmf-dp-2-pt-0.1
9219,5,Sphere,1000,6,cma-es-ppmf-dp-2-pt-0.1
53079,10,Sphere,0.001,6,cma-es-ppmf-dp-2-pt-0.1
50239,10,Sphere,0.01,6,cma-es-ppmf-dp-2-pt-0.1
46959,10,Sphere,0.1,6,cma-es-ppmf-dp-2-pt-0.1
42879,10,Sphere,1,6,cma-es-ppmf-dp-2-pt-0.1
38799,10,Sphere,10,6,cma-es-ppmf-dp-2-pt-0.1
35239,10,Sphere,100,6,cma-es-ppmf-dp-2-pt-0.1
31599,10,Sphere,1000,6,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.001,6,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.01,6,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.1,6,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,1,6,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,10,6,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,100,6,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,1000,6,cma-es-ppmf-dp-2-pt-0.1
4671,2,Ellips10,0.001,6,cma-es-ppmf-dp-2-pt-0.1
4215,2,Ellips10,0.01,6,cma-es-ppmf-dp-2-pt-0.1
3887,2,Ellips10,0.1,6,cma-es-ppmf-dp-2-pt-0.1
3663,2,Ellips10,1,6,cma-es-ppmf-dp-2-pt-0.1
3447,2,Ellips10,10,6,cma-es-ppmf-dp-2-pt-0.1
2943,2,Ellips10,100,6,cma-es-ppmf-dp-2-pt-0.1
2719,2,Ellips10,1000,6,cma-es-ppmf-dp-2-pt-0.1
16139,5,Ellips10,0.001,6,cma-es-ppmf-dp-2-pt-0.1
15299,5,Ellips10,0.01,6,cma-es-ppmf-dp-2-pt-0.1
14079,5,Ellips10,0.1,6,cma-es-ppmf-dp-2-pt-0.1
12799,5,Ellips10,1,6,cma-es-ppmf-dp-2-pt-0.1
11799,5,Ellips10,10,6,cma-es-ppmf-dp-2-pt-0.1
10459,5,Ellips10,100,6,cma-es-ppmf-dp-2-pt-0.1
9459,5,Ellips10,1000,6,cma-es-ppmf-dp-2-pt-0.1
55079,10,Ellips10,0.001,6,cma-es-ppmf-dp-2-pt-0.1
50959,10,Ellips10,0.01,6,cma-es-ppmf-dp-2-pt-0.1
46799,10,Ellips10,0.1,6,cma-es-ppmf-dp-2-pt-0.1
43039,10,Ellips10,1,6,cma-es-ppmf-dp-2-pt-0.1
39599,10,Ellips10,10,6,cma-es-ppmf-dp-2-pt-0.1
36279,10,Ellips10,100,6,cma-es-ppmf-dp-2-pt-0.1
32799,10,Ellips10,1000,6,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.001,6,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.01,6,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.1,6,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,1,6,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,10,6,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,100,6,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,1000,6,cma-es-ppmf-dp-2-pt-0.1
4743,2,Ellips100,0.001,6,cma-es-ppmf-dp-2-pt-0.1
4359,2,Ellips100,0.01,6,cma-es-ppmf-dp-2-pt-0.1
4087,2,Ellips100,0.1,6,cma-es-ppmf-dp-2-pt-0.1
3839,2,Ellips100,1,6,cma-es-ppmf-dp-2-pt-0.1
3455,2,Ellips100,10,6,cma-es-ppmf-dp-2-pt-0.1
3047,2,Ellips100,100,6,cma-es-ppmf-dp-2-pt-0.1
2919,2,Ellips100,1000,6,cma-es-ppmf-dp-2-pt-0.1
16199,5,Ellips100,0.001,6,cma-es-ppmf-dp-2-pt-0.1
15319,5,Ellips100,0.01,6,cma-es-ppmf-dp-2-pt-0.1
14199,5,Ellips100,0.1,6,cma-es-ppmf-dp-2-pt-0.1
12979,5,Ellips100,1,6,cma-es-ppmf-dp-2-pt-0.1
12039,5,Ellips100,10,6,cma-es-ppmf-dp-2-pt-0.1
10799,5,Ellips100,100,6,cma-es-ppmf-dp-2-pt-0.1
9839,5,Ellips100,1000,6,cma-es-ppmf-dp-2-pt-0.1
55559,10,Ellips100,0.001,6,cma-es-ppmf-dp-2-pt-0.1
51479,10,Ellips100,0.01,6,cma-es-ppmf-dp-2-pt-0.1
48999,10,Ellips100,0.1,6,cma-es-ppmf-dp-2-pt-0.1
44799,10,Ellips100,1,6,cma-es-ppmf-dp-2-pt-0.1
40639,10,Ellips100,10,6,cma-es-ppmf-dp-2-pt-0.1
37079,10,Ellips100,100,6,cma-es-ppmf-dp-2-pt-0.1
33519,10,Ellips100,1000,6,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.001,6,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.01,6,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.1,6,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,1,6,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,10,6,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,100,6,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,1000,6,cma-es-ppmf-dp-2-pt-0.1
4439,2,Sphere,0.001,7,cma-es-ppmf-dp-2-pt-0.1
4047,2,Sphere,0.01,7,cma-es-ppmf-dp-2-pt-0.1
3863,2,Sphere,0.1,7,cma-es-ppmf-dp-2-pt-0.1
3711,2,Sphere,1,7,cma-es-ppmf-dp-2-pt-0.1
3191,2,Sphere,10,7,cma-es-ppmf-dp-2-pt-0.1
2919,2,Sphere,100,7,cma-es-ppmf-dp-2-pt-0.1
2711,2,Sphere,1000,7,cma-es-ppmf-dp-2-pt-0.1
15819,5,Sphere,0.001,7,cma-es-ppmf-dp-2-pt-0.1
14719,5,Sphere,0.01,7,cma-es-ppmf-dp-2-pt-0.1
13619,5,Sphere,0.1,7,cma-es-ppmf-dp-2-pt-0.1
12539,5,Sphere,1,7,cma-es-ppmf-dp-2-pt-0.1
11459,5,Sphere,10,7,cma-es-ppmf-dp-2-pt-0.1
10339,5,Sphere,100,7,cma-es-ppmf-dp-2-pt-0.1
9319,5,Sphere,1000,7,cma-es-ppmf-dp-2-pt-0.1
53559,10,Sphere,0.001,7,cma-es-ppmf-dp-2-pt-0.1
49759,10,Sphere,0.01,7,cma-es-ppmf-dp-2-pt-0.1
46559,10,Sphere,0.1,7,cma-es-ppmf-dp-2-pt-0.1
42119,10,Sphere,1,7,cma-es-ppmf-dp-2-pt-0.1
38999,10,Sphere,10,7,cma-es-ppmf-dp-2-pt-0.1
35119,10,Sphere,100,7,cma-es-ppmf-dp-2-pt-0.1
31479,10,Sphere,1000,7,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.001,7,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.01,7,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.1,7,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,1,7,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,10,7,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,100,7,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,1000,7,cma-es-ppmf-dp-2-pt-0.1
4655,2,Ellips10,0.001,7,cma-es-ppmf-dp-2-pt-0.1
4311,2,Ellips10,0.01,7,cma-es-ppmf-dp-2-pt-0.1
4103,2,Ellips10,0.1,7,cma-es-ppmf-dp-2-pt-0.1
3543,2,Ellips10,1,7,cma-es-ppmf-dp-2-pt-0.1
3279,2,Ellips10,10,7,cma-es-ppmf-dp-2-pt-0.1
2999,2,Ellips10,100,7,cma-es-ppmf-dp-2-pt-0.1
2695,2,Ellips10,1000,7,cma-es-ppmf-dp-2-pt-0.1
15939,5,Ellips10,0.001,7,cma-es-ppmf-dp-2-pt-0.1
14959,5,Ellips10,0.01,7,cma-es-ppmf-dp-2-pt-0.1
13579,5,Ellips10,0.1,7,cma-es-ppmf-dp-2-pt-0.1
12459,5,Ellips10,1,7,cma-es-ppmf-dp-2-pt-0.1
11559,5,Ellips10,10,7,cma-es-ppmf-dp-2-pt-0.1
10619,5,Ellips10,100,7,cma-es-ppmf-dp-2-pt-0.1
9639,5,Ellips10,1000,7,cma-es-ppmf-dp-2-pt-0.1
53919,10,Ellips10,0.001,7,cma-es-ppmf-dp-2-pt-0.1
50519,10,Ellips10,0.01,7,cma-es-ppmf-dp-2-pt-0.1
46959,10,Ellips10,0.1,7,cma-es-ppmf-dp-2-pt-0.1
43839,10,Ellips10,1,7,cma-es-ppmf-dp-2-pt-0.1
39359,10,Ellips10,10,7,cma-es-ppmf-dp-2-pt-0.1
36519,10,Ellips10,100,7,cma-es-ppmf-dp-2-pt-0.1
32399,10,Ellips10,1000,7,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.001,7,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.01,7,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.1,7,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,1,7,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,10,7,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,100,7,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,1000,7,cma-es-ppmf-dp-2-pt-0.1
3999,2,Ellips100,0.001,7,cma-es-ppmf-dp-2-pt-0.1
4239,2,Ellips100,0.01,7,cma-es-ppmf-dp-2-pt-0.1
4063,2,Ellips100,0.1,7,cma-es-ppmf-dp-2-pt-0.1
3719,2,Ellips100,1,7,cma-es-ppmf-dp-2-pt-0.1
3511,2,Ellips100,10,7,cma-es-ppmf-dp-2-pt-0.1
3071,2,Ellips100,100,7,cma-es-ppmf-dp-2-pt-0.1
2863,2,Ellips100,1000,7,cma-es-ppmf-dp-2-pt-0.1
16139,5,Ellips100,0.001,7,cma-es-ppmf-dp-2-pt-0.1
15279,5,Ellips100,0.01,7,cma-es-ppmf-dp-2-pt-0.1
14339,5,Ellips100,0.1,7,cma-es-ppmf-dp-2-pt-0.1
12939,5,Ellips100,1,7,cma-es-ppmf-dp-2-pt-0.1
11759,5,Ellips100,10,7,cma-es-ppmf-dp-2-pt-0.1
10839,5,Ellips100,100,7,cma-es-ppmf-dp-2-pt-0.1
9859,5,Ellips100,1000,7,cma-es-ppmf-dp-2-pt-0.1
55079,10,Ellips100,0.001,7,cma-es-ppmf-dp-2-pt-0.1
51479,10,Ellips100,0.01,7,cma-es-ppmf-dp-2-pt-0.1
48119,10,Ellips100,0.1,7,cma-es-ppmf-dp-2-pt-0.1
44559,10,Ellips100,1,7,cma-es-ppmf-dp-2-pt-0.1
40199,10,Ellips100,10,7,cma-es-ppmf-dp-2-pt-0.1
36999,10,Ellips100,100,7,cma-es-ppmf-dp-2-pt-0.1
33679,10,Ellips100,1000,7,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.001,7,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.01,7,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.1,7,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,1,7,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,10,7,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,100,7,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,1000,7,cma-es-ppmf-dp-2-pt-0.1
4527,2,Sphere,0.001,8,cma-es-ppmf-dp-2-pt-0.1
4279,2,Sphere,0.01,8,cma-es-ppmf-dp-2-pt-0.1
3855,2,Sphere,0.1,8,cma-es-ppmf-dp-2-pt-0.1
3567,2,Sphere,1,8,cma-es-ppmf-dp-2-pt-0.1
3327,2,Sphere,10,8,cma-es-ppmf-dp-2-pt-0.1
2975,2,Sphere,100,8,cma-es-ppmf-dp-2-pt-0.1
2543,2,Sphere,1000,8,cma-es-ppmf-dp-2-pt-0.1
15779,5,Sphere,0.001,8,cma-es-ppmf-dp-2-pt-0.1
14579,5,Sphere,0.01,8,cma-es-ppmf-dp-2-pt-0.1
13559,5,Sphere,0.1,8,cma-es-ppmf-dp-2-pt-0.1
12419,5,Sphere,1,8,cma-es-ppmf-dp-2-pt-0.1
11219,5,Sphere,10,8,cma-es-ppmf-dp-2-pt-0.1
10259,5,Sphere,100,8,cma-es-ppmf-dp-2-pt-0.1
9379,5,Sphere,1000,8,cma-es-ppmf-dp-2-pt-0.1
53599,10,Sphere,0.001,8,cma-es-ppmf-dp-2-pt-0.1
49439,10,Sphere,0.01,8,cma-es-ppmf-dp-2-pt-0.1
46519,10,Sphere,0.1,8,cma-es-ppmf-dp-2-pt-0.1
42239,10,Sphere,1,8,cma-es-ppmf-dp-2-pt-0.1
38479,10,Sphere,10,8,cma-es-ppmf-dp-2-pt-0.1
35039,10,Sphere,100,8,cma-es-ppmf-dp-2-pt-0.1
31919,10,Sphere,1000,8,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.001,8,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.01,8,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.1,8,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,1,8,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,10,8,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,100,8,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,1000,8,cma-es-ppmf-dp-2-pt-0.1
4567,2,Ellips10,0.001,8,cma-es-ppmf-dp-2-pt-0.1
4287,2,Ellips10,0.01,8,cma-es-ppmf-dp-2-pt-0.1
3999,2,Ellips10,0.1,8,cma-es-ppmf-dp-2-pt-0.1
3711,2,Ellips10,1,8,cma-es-ppmf-dp-2-pt-0.1
3295,2,Ellips10,10,8,cma-es-ppmf-dp-2-pt-0.1
3047,2,Ellips10,100,8,cma-es-ppmf-dp-2-pt-0.1
2783,2,Ellips10,1000,8,cma-es-ppmf-dp-2-pt-0.1
16099,5,Ellips10,0.001,8,cma-es-ppmf-dp-2-pt-0.1
14739,5,Ellips10,0.01,8,cma-es-ppmf-dp-2-pt-0.1
13899,5,Ellips10,0.1,8,cma-es-ppmf-dp-2-pt-0.1
12639,5,Ellips10,1,8,cma-es-ppmf-dp-2-pt-0.1
11639,5,Ellips10,10,8,cma-es-ppmf-dp-2-pt-0.1
10699,5,Ellips10,100,8,cma-es-ppmf-dp-2-pt-0.1
9579,5,Ellips10,1000,8,cma-es-ppmf-dp-2-pt-0.1
54159,10,Ellips10,0.001,8,cma-es-ppmf-dp-2-pt-0.1
50719,10,Ellips10,0.01,8,cma-es-ppmf-dp-2-pt-0.1
46839,10,Ellips10,0.1,8,cma-es-ppmf-dp-2-pt-0.1
42799,10,Ellips10,1,8,cma-es-ppmf-dp-2-pt-0.1
39519,10,Ellips10,10,8,cma-es-ppmf-dp-2-pt-0.1
36159,10,Ellips10,100,8,cma-es-ppmf-dp-2-pt-0.1
32999,10,Ellips10,1000,8,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.001,8,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.01,8,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.1,8,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,1,8,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,10,8,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,100,8,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,1000,8,cma-es-ppmf-dp-2-pt-0.1
4727,2,Ellips100,0.001,8,cma-es-ppmf-dp-2-pt-0.1
4447,2,Ellips100,0.01,8,cma-es-ppmf-dp-2-pt-0.1
4119,2,Ellips100,0.1,8,cma-es-ppmf-dp-2-pt-0.1
3807,2,Ellips100,1,8,cma-es-ppmf-dp-2-pt-0.1
3527,2,Ellips100,10,8,cma-es-ppmf-dp-2-pt-0.1
3287,2,Ellips100,100,8,cma-es-ppmf-dp-2-pt-0.1
2919,2,Ellips100,1000,8,cma-es-ppmf-dp-2-pt-0.1
16519,5,Ellips100,0.001,8,cma-es-ppmf-dp-2-pt-0.1
15299,5,Ellips100,0.01,8,cma-es-ppmf-dp-2-pt-0.1
14399,5,Ellips100,0.1,8,cma-es-ppmf-dp-2-pt-0.1
13079,5,Ellips100,1,8,cma-es-ppmf-dp-2-pt-0.1
11999,5,Ellips100,10,8,cma-es-ppmf-dp-2-pt-0.1
10859,5,Ellips100,100,8,cma-es-ppmf-dp-2-pt-0.1
10119,5,Ellips100,1000,8,cma-es-ppmf-dp-2-pt-0.1
55119,10,Ellips100,0.001,8,cma-es-ppmf-dp-2-pt-0.1
51879,10,Ellips100,0.01,8,cma-es-ppmf-dp-2-pt-0.1
48399,10,Ellips100,0.1,8,cma-es-ppmf-dp-2-pt-0.1
44439,10,Ellips100,1,8,cma-es-ppmf-dp-2-pt-0.1
40959,10,Ellips100,10,8,cma-es-ppmf-dp-2-pt-0.1
37239,10,Ellips100,100,8,cma-es-ppmf-dp-2-pt-0.1
33879,10,Ellips100,1000,8,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.001,8,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.01,8,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,0.1,8,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,1,8,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,10,8,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,100,8,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips100,1000,8,cma-es-ppmf-dp-2-pt-0.1
4407,2,Sphere,0.001,9,cma-es-ppmf-dp-2-pt-0.1
4079,2,Sphere,0.01,9,cma-es-ppmf-dp-2-pt-0.1
3831,2,Sphere,0.1,9,cma-es-ppmf-dp-2-pt-0.1
3487,2,Sphere,1,9,cma-es-ppmf-dp-2-pt-0.1
3191,2,Sphere,10,9,cma-es-ppmf-dp-2-pt-0.1
2879,2,Sphere,100,9,cma-es-ppmf-dp-2-pt-0.1
2695,2,Sphere,1000,9,cma-es-ppmf-dp-2-pt-0.1
15599,5,Sphere,0.001,9,cma-es-ppmf-dp-2-pt-0.1
14939,5,Sphere,0.01,9,cma-es-ppmf-dp-2-pt-0.1
13599,5,Sphere,0.1,9,cma-es-ppmf-dp-2-pt-0.1
12539,5,Sphere,1,9,cma-es-ppmf-dp-2-pt-0.1
11359,5,Sphere,10,9,cma-es-ppmf-dp-2-pt-0.1
10279,5,Sphere,100,9,cma-es-ppmf-dp-2-pt-0.1
9299,5,Sphere,1000,9,cma-es-ppmf-dp-2-pt-0.1
53079,10,Sphere,0.001,9,cma-es-ppmf-dp-2-pt-0.1
49599,10,Sphere,0.01,9,cma-es-ppmf-dp-2-pt-0.1
46319,10,Sphere,0.1,9,cma-es-ppmf-dp-2-pt-0.1
42199,10,Sphere,1,9,cma-es-ppmf-dp-2-pt-0.1
39159,10,Sphere,10,9,cma-es-ppmf-dp-2-pt-0.1
34439,10,Sphere,100,9,cma-es-ppmf-dp-2-pt-0.1
31439,10,Sphere,1000,9,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.001,9,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.01,9,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,0.1,9,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,1,9,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,10,9,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,100,9,cma-es-ppmf-dp-2-pt-0.1
300119,30,Sphere,1000,9,cma-es-ppmf-dp-2-pt-0.1
4599,2,Ellips10,0.001,9,cma-es-ppmf-dp-2-pt-0.1
4167,2,Ellips10,0.01,9,cma-es-ppmf-dp-2-pt-0.1
3903,2,Ellips10,0.1,9,cma-es-ppmf-dp-2-pt-0.1
3591,2,Ellips10,1,9,cma-es-ppmf-dp-2-pt-0.1
3455,2,Ellips10,10,9,cma-es-ppmf-dp-2-pt-0.1
3071,2,Ellips10,100,9,cma-es-ppmf-dp-2-pt-0.1
2607,2,Ellips10,1000,9,cma-es-ppmf-dp-2-pt-0.1
16079,5,Ellips10,0.001,9,cma-es-ppmf-dp-2-pt-0.1
14979,5,Ellips10,0.01,9,cma-es-ppmf-dp-2-pt-0.1
13819,5,Ellips10,0.1,9,cma-es-ppmf-dp-2-pt-0.1
12679,5,Ellips10,1,9,cma-es-ppmf-dp-2-pt-0.1
11519,5,Ellips10,10,9,cma-es-ppmf-dp-2-pt-0.1
10519,5,Ellips10,100,9,cma-es-ppmf-dp-2-pt-0.1
9659,5,Ellips10,1000,9,cma-es-ppmf-dp-2-pt-0.1
54359,10,Ellips10,0.001,9,cma-es-ppmf-dp-2-pt-0.1
50319,10,Ellips10,0.01,9,cma-es-ppmf-dp-2-pt-0.1
47079,10,Ellips10,0.1,9,cma-es-ppmf-dp-2-pt-0.1
42599,10,Ellips10,1,9,cma-es-ppmf-dp-2-pt-0.1
39839,10,Ellips10,10,9,cma-es-ppmf-dp-2-pt-0.1
36479,10,Ellips10,100,9,cma-es-ppmf-dp-2-pt-0.1
32759,10,Ellips10,1000,9,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.001,9,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.01,9,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,0.1,9,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,1,9,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,10,9,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,100,9,cma-es-ppmf-dp-2-pt-0.1
300119,30,Ellips10,1000,9,cma-es-ppmf-dp-2-pt-0.1
4951,2,Ellips100,0.001,9,cma-es-ppmf-dp-2-pt-0.1
4375,2,Ellips100,0.01,9,cma-es-ppmf-dp-2-pt-0.1
3935,2,Ellips100,0.1,9,cma-es-ppmf-dp-2-pt-0.1
3647,2,Ellips100,1,9,cma-es-ppmf-dp-2-pt-0.1
3359,2,Ellips100,10,9,cma-es-ppmf-dp-2-pt-0.1
3095,2,Ellips100,100,9,cma-es-ppmf-dp-2-pt-0.1
2655,2,Ellips100,1000,9,cma-es-ppmf-dp-2-pt-0.1
16139,5,Ellips100,0.001,9,cma-es-ppmf-dp-2-pt-0.1
15439,5,Ellips100,0.01,9,cma-es-ppmf-dp-2-pt-0.1
14239,5,Ellips100,0.1,9,cma-es-ppmf-dp-2-pt-0.1
12939,5,Ellips100,1,9,cma-es-ppmf-dp-2-pt-0.1
12239,5,Ellips100,10,9,cma-es-ppmf-dp-2-pt-0.1
