FE,N,Eval,lambda,Iteration,Alg
27938,30,Ellips10,200,11,cma-es-ppmf-dp-2-pt-0.1
36119,30,Ellips10,300,11,cma-es-ppmf-dp-2-pt-0.1
44109,30,Ellips10,400,11,cma-es-ppmf-dp-2-pt-0.1
51101,30,Ellips10,500,11,cma-es-ppmf-dp-2-pt-0.1
89088,30,Ellips10,1000,11,cma-es-ppmf-dp-2-pt-0.1
70509,50,Ellips10,10,11,cma-es-ppmf-dp-2-pt-0.1
22847,50,Ellips10,50,11,cma-es-ppmf-dp-2-pt-0.1
34844,50,Ellips10,100,11,cma-es-ppmf-dp-2-pt-0.1
54269,50,Ellips10,200,11,cma-es-ppmf-dp-2-pt-0.1
70734,50,Ellips10,300,11,cma-es-ppmf-dp-2-pt-0.1
87818,50,Ellips10,400,11,cma-es-ppmf-dp-2-pt-0.1
93686,50,Ellips10,500,11,cma-es-ppmf-dp-2-pt-0.1
142141,50,Ellips10,1000,11,cma-es-ppmf-dp-2-pt-0.1
506318,100,Ellips10,10,11,cma-es-ppmf-dp-2-pt-0.1
53447,100,Ellips10,50,11,cma-es-ppmf-dp-2-pt-0.1
77870,100,Ellips10,100,11,cma-es-ppmf-dp-2-pt-0.1
128036,100,Ellips10,200,11,cma-es-ppmf-dp-2-pt-0.1
171870,100,Ellips10,300,11,cma-es-ppmf-dp-2-pt-0.1
206113,100,Ellips10,400,11,cma-es-ppmf-dp-2-pt-0.1
236471,100,Ellips10,500,11,cma-es-ppmf-dp-2-pt-0.1
366365,100,Ellips10,1000,11,cma-es-ppmf-dp-2-pt-0.1
3673,2,Ellips100,10,11,cma-es-ppmf-dp-2-pt-0.1
2753,2,Ellips100,50,11,cma-es-ppmf-dp-2-pt-0.1
4241,2,Ellips100,100,11,cma-es-ppmf-dp-2-pt-0.1
6230,2,Ellips100,200,11,cma-es-ppmf-dp-2-pt-0.1
8728,2,Ellips100,300,11,cma-es-ppmf-dp-2-pt-0.1
10024,2,Ellips100,400,11,cma-es-ppmf-dp-2-pt-0.1
12023,2,Ellips100,500,11,cma-es-ppmf-dp-2-pt-0.1
20019,2,Ellips100,1000,11,cma-es-ppmf-dp-2-pt-0.1
9888,5,Ellips100,10,11,cma-es-ppmf-dp-2-pt-0.1
3875,5,Ellips100,50,11,cma-es-ppmf-dp-2-pt-0.1
5756,5,Ellips100,100,11,cma-es-ppmf-dp-2-pt-0.1
10250,5,Ellips100,200,11,cma-es-ppmf-dp-2-pt-0.1
12942,5,Ellips100,300,11,cma-es-ppmf-dp-2-pt-0.1
16440,5,Ellips100,400,11,cma-es-ppmf-dp-2-pt-0.1
20039,5,Ellips100,500,11,cma-es-ppmf-dp-2-pt-0.1
36035,5,Ellips100,1000,11,cma-es-ppmf-dp-2-pt-0.1
7017,10,Ellips100,10,11,cma-es-ppmf-dp-2-pt-0.1
5609,10,Ellips100,50,11,cma-es-ppmf-dp-2-pt-0.1
9089,10,Ellips100,100,11,cma-es-ppmf-dp-2-pt-0.1
14471,10,Ellips100,200,11,cma-es-ppmf-dp-2-pt-0.1
21069,10,Ellips100,300,11,cma-es-ppmf-dp-2-pt-0.1
24460,10,Ellips100,400,11,cma-es-ppmf-dp-2-pt-0.1
29558,10,Ellips100,500,11,cma-es-ppmf-dp-2-pt-0.1
51050,10,Ellips100,1000,11,cma-es-ppmf-dp-2-pt-0.1
13177,30,Ellips100,10,11,cma-es-ppmf-dp-2-pt-0.1
22286,30,Ellips100,50,11,cma-es-ppmf-dp-2-pt-0.1
29491,30,Ellips100,100,11,cma-es-ppmf-dp-2-pt-0.1
41606,30,Ellips100,200,11,cma-es-ppmf-dp-2-pt-0.1
48159,30,Ellips100,300,11,cma-es-ppmf-dp-2-pt-0.1
56941,30,Ellips100,400,11,cma-es-ppmf-dp-2-pt-0.1
67133,30,Ellips100,500,11,cma-es-ppmf-dp-2-pt-0.1
101100,30,Ellips100,1000,11,cma-es-ppmf-dp-2-pt-0.1
25926,50,Ellips100,10,11,cma-es-ppmf-dp-2-pt-0.1
54467,50,Ellips100,50,11,cma-es-ppmf-dp-2-pt-0.1
68578,50,Ellips100,100,11,cma-es-ppmf-dp-2-pt-0.1
99494,50,Ellips100,200,11,cma-es-ppmf-dp-2-pt-0.1
114078,50,Ellips100,300,11,cma-es-ppmf-dp-2-pt-0.1
132329,50,Ellips100,400,11,cma-es-ppmf-dp-2-pt-0.1
146792,50,Ellips100,500,11,cma-es-ppmf-dp-2-pt-0.1
188187,50,Ellips100,1000,11,cma-es-ppmf-dp-2-pt-0.1
606561,100,Ellips100,10,11,cma-es-ppmf-dp-2-pt-0.1
156110,100,Ellips100,50,11,cma-es-ppmf-dp-2-pt-0.1
212301,100,Ellips100,100,11,cma-es-ppmf-dp-2-pt-0.1
284615,100,Ellips100,200,11,cma-es-ppmf-dp-2-pt-0.1
359995,100,Ellips100,300,11,cma-es-ppmf-dp-2-pt-0.1
405009,100,Ellips100,400,11,cma-es-ppmf-dp-2-pt-0.1
475448,100,Ellips100,500,11,cma-es-ppmf-dp-2-pt-0.1
659658,100,Ellips100,1000,11,cma-es-ppmf-dp-2-pt-0.1
3354,2,Sphere,10,12,cma-es-ppmf-dp-2-pt-0.1
2702,2,Sphere,50,12,cma-es-ppmf-dp-2-pt-0.1
3635,2,Sphere,100,12,cma-es-ppmf-dp-2-pt-0.1
5426,2,Sphere,200,12,cma-es-ppmf-dp-2-pt-0.1
7825,2,Sphere,300,12,cma-es-ppmf-dp-2-pt-0.1
10024,2,Sphere,400,12,cma-es-ppmf-dp-2-pt-0.1
11522,2,Sphere,500,12,cma-es-ppmf-dp-2-pt-0.1
20019,2,Sphere,1000,12,cma-es-ppmf-dp-2-pt-0.1
5092,5,Sphere,10,12,cma-es-ppmf-dp-2-pt-0.1
3620,5,Sphere,50,12,cma-es-ppmf-dp-2-pt-0.1
5352,5,Sphere,100,12,cma-es-ppmf-dp-2-pt-0.1
9044,5,Sphere,200,12,cma-es-ppmf-dp-2-pt-0.1
12039,5,Sphere,300,12,cma-es-ppmf-dp-2-pt-0.1
15638,5,Sphere,400,12,cma-es-ppmf-dp-2-pt-0.1
18536,5,Sphere,500,12,cma-es-ppmf-dp-2-pt-0.1
34033,5,Sphere,1000,12,cma-es-ppmf-dp-2-pt-0.1
4729,10,Sphere,10,12,cma-es-ppmf-dp-2-pt-0.1
4487,10,Sphere,50,12,cma-es-ppmf-dp-2-pt-0.1
7978,10,Sphere,100,12,cma-es-ppmf-dp-2-pt-0.1
13265,10,Sphere,200,12,cma-es-ppmf-dp-2-pt-0.1
18059,10,Sphere,300,12,cma-es-ppmf-dp-2-pt-0.1
23257,10,Sphere,400,12,cma-es-ppmf-dp-2-pt-0.1
27053,10,Sphere,500,12,cma-es-ppmf-dp-2-pt-0.1
48047,10,Sphere,1000,12,cma-es-ppmf-dp-2-pt-0.1
7017,30,Sphere,10,12,cma-es-ppmf-dp-2-pt-0.1
8006,30,Sphere,50,12,cma-es-ppmf-dp-2-pt-0.1
13230,30,Sphere,100,12,cma-es-ppmf-dp-2-pt-0.1
21305,30,Sphere,200,12,cma-es-ppmf-dp-2-pt-0.1
31002,30,Sphere,300,12,cma-es-ppmf-dp-2-pt-0.1
39297,30,Sphere,400,12,cma-es-ppmf-dp-2-pt-0.1
46592,30,Sphere,500,12,cma-es-ppmf-dp-2-pt-0.1
85084,30,Sphere,1000,12,cma-es-ppmf-dp-2-pt-0.1
70872,50,Sphere,10,12,cma-es-ppmf-dp-2-pt-0.1
13004,50,Sphere,50,12,cma-es-ppmf-dp-2-pt-0.1
19795,50,Sphere,100,12,cma-es-ppmf-dp-2-pt-0.1
34571,50,Sphere,200,12,cma-es-ppmf-dp-2-pt-0.1
46955,50,Sphere,300,12,cma-es-ppmf-dp-2-pt-0.1
59748,50,Sphere,400,12,cma-es-ppmf-dp-2-pt-0.1
69137,50,Sphere,500,12,cma-es-ppmf-dp-2-pt-0.1
106105,50,Sphere,1000,12,cma-es-ppmf-dp-2-pt-0.1
542167,100,Sphere,10,12,cma-es-ppmf-dp-2-pt-0.1
25193,100,Sphere,50,12,cma-es-ppmf-dp-2-pt-0.1
38379,100,Sphere,100,12,cma-es-ppmf-dp-2-pt-0.1
65927,100,Sphere,200,12,cma-es-ppmf-dp-2-pt-0.1
94814,100,Sphere,300,12,cma-es-ppmf-dp-2-pt-0.1
121101,100,Sphere,400,12,cma-es-ppmf-dp-2-pt-0.1
140780,100,Sphere,500,12,cma-es-ppmf-dp-2-pt-0.1
240239,100,Sphere,1000,12,cma-es-ppmf-dp-2-pt-0.1
3398,2,Ellips10,10,12,cma-es-ppmf-dp-2-pt-0.1
2498,2,Ellips10,50,12,cma-es-ppmf-dp-2-pt-0.1
3635,2,Ellips10,100,12,cma-es-ppmf-dp-2-pt-0.1
6431,2,Ellips10,200,12,cma-es-ppmf-dp-2-pt-0.1
8728,2,Ellips10,300,12,cma-es-ppmf-dp-2-pt-0.1
10024,2,Ellips10,400,12,cma-es-ppmf-dp-2-pt-0.1
12524,2,Ellips10,500,12,cma-es-ppmf-dp-2-pt-0.1
20019,2,Ellips10,1000,12,cma-es-ppmf-dp-2-pt-0.1
5917,5,Ellips10,10,12,cma-es-ppmf-dp-2-pt-0.1
3824,5,Ellips10,50,12,cma-es-ppmf-dp-2-pt-0.1
5756,5,Ellips10,100,12,cma-es-ppmf-dp-2-pt-0.1
9245,5,Ellips10,200,12,cma-es-ppmf-dp-2-pt-0.1
12942,5,Ellips10,300,12,cma-es-ppmf-dp-2-pt-0.1
16039,5,Ellips10,400,12,cma-es-ppmf-dp-2-pt-0.1
19037,5,Ellips10,500,12,cma-es-ppmf-dp-2-pt-0.1
34033,5,Ellips10,1000,12,cma-es-ppmf-dp-2-pt-0.1
5642,10,Ellips10,10,12,cma-es-ppmf-dp-2-pt-0.1
4793,10,Ellips10,50,12,cma-es-ppmf-dp-2-pt-0.1
8079,10,Ellips10,100,12,cma-es-ppmf-dp-2-pt-0.1
13868,10,Ellips10,200,12,cma-es-ppmf-dp-2-pt-0.1
18962,10,Ellips10,300,12,cma-es-ppmf-dp-2-pt-0.1
23257,10,Ellips10,400,12,cma-es-ppmf-dp-2-pt-0.1
28055,10,Ellips10,500,12,cma-es-ppmf-dp-2-pt-0.1
50049,10,Ellips10,1000,12,cma-es-ppmf-dp-2-pt-0.1
21669,30,Ellips10,10,12,cma-es-ppmf-dp-2-pt-0.1
11831,30,Ellips10,50,12,cma-es-ppmf-dp-2-pt-0.1
18078,30,Ellips10,100,12,cma-es-ppmf-dp-2-pt-0.1
27335,30,Ellips10,200,12,cma-es-ppmf-dp-2-pt-0.1
36721,30,Ellips10,300,12,cma-es-ppmf-dp-2-pt-0.1
42505,30,Ellips10,400,12,cma-es-ppmf-dp-2-pt-0.1
53105,30,Ellips10,500,12,cma-es-ppmf-dp-2-pt-0.1
90089,30,Ellips10,1000,12,cma-es-ppmf-dp-2-pt-0.1
68298,50,Ellips10,10,12,cma-es-ppmf-dp-2-pt-0.1
24122,50,Ellips10,50,12,cma-es-ppmf-dp-2-pt-0.1
34440,50,Ellips10,100,12,cma-es-ppmf-dp-2-pt-0.1
53867,50,Ellips10,200,12,cma-es-ppmf-dp-2-pt-0.1
70734,50,Ellips10,300,12,cma-es-ppmf-dp-2-pt-0.1
81803,50,Ellips10,400,12,cma-es-ppmf-dp-2-pt-0.1
91682,50,Ellips10,500,12,cma-es-ppmf-dp-2-pt-0.1
144143,50,Ellips10,1000,12,cma-es-ppmf-dp-2-pt-0.1
535017,100,Ellips10,10,12,cma-es-ppmf-dp-2-pt-0.1
53345,100,Ellips10,50,12,cma-es-ppmf-dp-2-pt-0.1
82011,100,Ellips10,100,12,cma-es-ppmf-dp-2-pt-0.1
125021,100,Ellips10,200,12,cma-es-ppmf-dp-2-pt-0.1
167355,100,Ellips10,300,12,cma-es-ppmf-dp-2-pt-0.1
210123,100,Ellips10,400,12,cma-es-ppmf-dp-2-pt-0.1
243485,100,Ellips10,500,12,cma-es-ppmf-dp-2-pt-0.1
396395,100,Ellips10,1000,12,cma-es-ppmf-dp-2-pt-0.1
3618,2,Ellips100,10,12,cma-es-ppmf-dp-2-pt-0.1
2804,2,Ellips100,50,12,cma-es-ppmf-dp-2-pt-0.1
4039,2,Ellips100,100,12,cma-es-ppmf-dp-2-pt-0.1
6431,2,Ellips100,200,12,cma-es-ppmf-dp-2-pt-0.1
8728,2,Ellips100,300,12,cma-es-ppmf-dp-2-pt-0.1
10826,2,Ellips100,400,12,cma-es-ppmf-dp-2-pt-0.1
13025,2,Ellips100,500,12,cma-es-ppmf-dp-2-pt-0.1
20019,2,Ellips100,1000,12,cma-es-ppmf-dp-2-pt-0.1
5895,5,Ellips100,10,12,cma-es-ppmf-dp-2-pt-0.1
3773,5,Ellips100,50,12,cma-es-ppmf-dp-2-pt-0.1
5857,5,Ellips100,100,12,cma-es-ppmf-dp-2-pt-0.1
9647,5,Ellips100,200,12,cma-es-ppmf-dp-2-pt-0.1
13544,5,Ellips100,300,12,cma-es-ppmf-dp-2-pt-0.1
16841,5,Ellips100,400,12,cma-es-ppmf-dp-2-pt-0.1
20039,5,Ellips100,500,12,cma-es-ppmf-dp-2-pt-0.1
37036,5,Ellips100,1000,12,cma-es-ppmf-dp-2-pt-0.1
6522,10,Ellips100,10,12,cma-es-ppmf-dp-2-pt-0.1
5660,10,Ellips100,50,12,cma-es-ppmf-dp-2-pt-0.1
9089,10,Ellips100,100,12,cma-es-ppmf-dp-2-pt-0.1
14873,10,Ellips100,200,12,cma-es-ppmf-dp-2-pt-0.1
19865,10,Ellips100,300,12,cma-es-ppmf-dp-2-pt-0.1
25663,10,Ellips100,400,12,cma-es-ppmf-dp-2-pt-0.1
29057,10,Ellips100,500,12,cma-es-ppmf-dp-2-pt-0.1
51050,10,Ellips100,1000,12,cma-es-ppmf-dp-2-pt-0.1
13738,30,Ellips100,10,12,cma-es-ppmf-dp-2-pt-0.1
22745,30,Ellips100,50,12,cma-es-ppmf-dp-2-pt-0.1
29895,30,Ellips100,100,12,cma-es-ppmf-dp-2-pt-0.1
44822,30,Ellips100,200,12,cma-es-ppmf-dp-2-pt-0.1
53577,30,Ellips100,300,12,cma-es-ppmf-dp-2-pt-0.1
60951,30,Ellips100,400,12,cma-es-ppmf-dp-2-pt-0.1
68636,30,Ellips100,500,12,cma-es-ppmf-dp-2-pt-0.1
104103,30,Ellips100,1000,12,cma-es-ppmf-dp-2-pt-0.1
67341,50,Ellips100,10,12,cma-es-ppmf-dp-2-pt-0.1
55895,50,Ellips100,50,12,cma-es-ppmf-dp-2-pt-0.1
70093,50,Ellips100,100,12,cma-es-ppmf-dp-2-pt-0.1
98891,50,Ellips100,200,12,cma-es-ppmf-dp-2-pt-0.1
120700,50,Ellips100,300,12,cma-es-ppmf-dp-2-pt-0.1
133532,50,Ellips100,400,12,cma-es-ppmf-dp-2-pt-0.1
147293,50,Ellips100,500,12,cma-es-ppmf-dp-2-pt-0.1
194193,50,Ellips100,1000,12,cma-es-ppmf-dp-2-pt-0.1
500906,100,Ellips100,10,12,cma-es-ppmf-dp-2-pt-0.1
158150,100,Ellips100,50,12,cma-es-ppmf-dp-2-pt-0.1
208564,100,Ellips100,100,12,cma-es-ppmf-dp-2-pt-0.1
287027,100,Ellips100,200,12,cma-es-ppmf-dp-2-pt-0.1
363005,100,Ellips100,300,12,cma-es-ppmf-dp-2-pt-0.1
416638,100,Ellips100,400,12,cma-es-ppmf-dp-2-pt-0.1
462422,100,Ellips100,500,12,cma-es-ppmf-dp-2-pt-0.1
662661,100,Ellips100,1000,12,cma-es-ppmf-dp-2-pt-0.1
3376,2,Sphere,10,13,cma-es-ppmf-dp-2-pt-0.1
2294,2,Sphere,50,13,cma-es-ppmf-dp-2-pt-0.1
3938,2,Sphere,100,13,cma-es-ppmf-dp-2-pt-0.1
5828,2,Sphere,200,13,cma-es-ppmf-dp-2-pt-0.1
7524,2,Sphere,300,13,cma-es-ppmf-dp-2-pt-0.1
9623,2,Sphere,400,13,cma-es-ppmf-dp-2-pt-0.1
11522,2,Sphere,500,13,cma-es-ppmf-dp-2-pt-0.1
20019,2,Sphere,1000,13,cma-es-ppmf-dp-2-pt-0.1
8271,5,Sphere,10,13,cma-es-ppmf-dp-2-pt-0.1
3467,5,Sphere,50,13,cma-es-ppmf-dp-2-pt-0.1
5352,5,Sphere,100,13,cma-es-ppmf-dp-2-pt-0.1
9044,5,Sphere,200,13,cma-es-ppmf-dp-2-pt-0.1
12039,5,Sphere,300,13,cma-es-ppmf-dp-2-pt-0.1
15638,5,Sphere,400,13,cma-es-ppmf-dp-2-pt-0.1
18035,5,Sphere,500,13,cma-es-ppmf-dp-2-pt-0.1
33032,5,Sphere,1000,13,cma-es-ppmf-dp-2-pt-0.1
5543,10,Sphere,10,13,cma-es-ppmf-dp-2-pt-0.1
4691,10,Sphere,50,13,cma-es-ppmf-dp-2-pt-0.1
7776,10,Sphere,100,13,cma-es-ppmf-dp-2-pt-0.1
13265,10,Sphere,200,13,cma-es-ppmf-dp-2-pt-0.1
18059,10,Sphere,300,13,cma-es-ppmf-dp-2-pt-0.1
22856,10,Sphere,400,13,cma-es-ppmf-dp-2-pt-0.1
27554,10,Sphere,500,13,cma-es-ppmf-dp-2-pt-0.1
48047,10,Sphere,1000,13,cma-es-ppmf-dp-2-pt-0.1
6335,30,Sphere,10,13,cma-es-ppmf-dp-2-pt-0.1
7700,30,Sphere,50,13,cma-es-ppmf-dp-2-pt-0.1
13836,30,Sphere,100,13,cma-es-ppmf-dp-2-pt-0.1
21707,30,Sphere,200,13,cma-es-ppmf-dp-2-pt-0.1
30701,30,Sphere,300,13,cma-es-ppmf-dp-2-pt-0.1
39297,30,Sphere,400,13,cma-es-ppmf-dp-2-pt-0.1
47093,30,Sphere,500,13,cma-es-ppmf-dp-2-pt-0.1
85084,30,Sphere,1000,13,cma-es-ppmf-dp-2-pt-0.1
62204,50,Sphere,10,13,cma-es-ppmf-dp-2-pt-0.1
12596,50,Sphere,50,13,cma-es-ppmf-dp-2-pt-0.1
20199,50,Sphere,100,13,cma-es-ppmf-dp-2-pt-0.1
35777,50,Sphere,200,13,cma-es-ppmf-dp-2-pt-0.1
48460,50,Sphere,300,13,cma-es-ppmf-dp-2-pt-0.1
58545,50,Sphere,400,13,cma-es-ppmf-dp-2-pt-0.1
68636,50,Sphere,500,13,cma-es-ppmf-dp-2-pt-0.1
112111,50,Sphere,1000,13,cma-es-ppmf-dp-2-pt-0.1
568479,100,Sphere,10,13,cma-es-ppmf-dp-2-pt-0.1
25754,100,Sphere,50,13,cma-es-ppmf-dp-2-pt-0.1
38783,100,Sphere,100,13,cma-es-ppmf-dp-2-pt-0.1
66932,100,Sphere,200,13,cma-es-ppmf-dp-2-pt-0.1
92105,100,Sphere,300,13,cma-es-ppmf-dp-2-pt-0.1
118695,100,Sphere,400,13,cma-es-ppmf-dp-2-pt-0.1
144287,100,Sphere,500,13,cma-es-ppmf-dp-2-pt-0.1
243242,100,Sphere,1000,13,cma-es-ppmf-dp-2-pt-0.1
3453,2,Ellips10,10,13,cma-es-ppmf-dp-2-pt-0.1
2804,2,Ellips10,50,13,cma-es-ppmf-dp-2-pt-0.1
3837,2,Ellips10,100,13,cma-es-ppmf-dp-2-pt-0.1
6029,2,Ellips10,200,13,cma-es-ppmf-dp-2-pt-0.1
8427,2,Ellips10,300,13,cma-es-ppmf-dp-2-pt-0.1
10826,2,Ellips10,400,13,cma-es-ppmf-dp-2-pt-0.1
12023,2,Ellips10,500,13,cma-es-ppmf-dp-2-pt-0.1
20019,2,Ellips10,1000,13,cma-es-ppmf-dp-2-pt-0.1
4707,5,Ellips10,10,13,cma-es-ppmf-dp-2-pt-0.1
3518,5,Ellips10,50,13,cma-es-ppmf-dp-2-pt-0.1
5655,5,Ellips10,100,13,cma-es-ppmf-dp-2-pt-0.1
9245,5,Ellips10,200,13,cma-es-ppmf-dp-2-pt-0.1
12942,5,Ellips10,300,13,cma-es-ppmf-dp-2-pt-0.1
16039,5,Ellips10,400,13,cma-es-ppmf-dp-2-pt-0.1
19037,5,Ellips10,500,13,cma-es-ppmf-dp-2-pt-0.1
35034,5,Ellips10,1000,13,cma-es-ppmf-dp-2-pt-0.1
5015,10,Ellips10,10,13,cma-es-ppmf-dp-2-pt-0.1
4946,10,Ellips10,50,13,cma-es-ppmf-dp-2-pt-0.1
7978,10,Ellips10,100,13,cma-es-ppmf-dp-2-pt-0.1
13868,10,Ellips10,200,13,cma-es-ppmf-dp-2-pt-0.1
18962,10,Ellips10,300,13,cma-es-ppmf-dp-2-pt-0.1
23257,10,Ellips10,400,13,cma-es-ppmf-dp-2-pt-0.1
27554,10,Ellips10,500,13,cma-es-ppmf-dp-2-pt-0.1
50049,10,Ellips10,1000,13,cma-es-ppmf-dp-2-pt-0.1
8392,30,Ellips10,10,13,cma-es-ppmf-dp-2-pt-0.1
12035,30,Ellips10,50,13,cma-es-ppmf-dp-2-pt-0.1
17775,30,Ellips10,100,13,cma-es-ppmf-dp-2-pt-0.1
29948,30,Ellips10,200,13,cma-es-ppmf-dp-2-pt-0.1
34614,30,Ellips10,300,13,cma-es-ppmf-dp-2-pt-0.1
45713,30,Ellips10,400,13,cma-es-ppmf-dp-2-pt-0.1
51101,30,Ellips10,500,13,cma-es-ppmf-dp-2-pt-0.1
87086,30,Ellips10,1000,13,cma-es-ppmf-dp-2-pt-0.1
63403,50,Ellips10,10,13,cma-es-ppmf-dp-2-pt-0.1
23408,50,Ellips10,50,13,cma-es-ppmf-dp-2-pt-0.1
34137,50,Ellips10,100,13,cma-es-ppmf-dp-2-pt-0.1
57284,50,Ellips10,200,13,cma-es-ppmf-dp-2-pt-0.1
70433,50,Ellips10,300,13,cma-es-ppmf-dp-2-pt-0.1
87818,50,Ellips10,400,13,cma-es-ppmf-dp-2-pt-0.1
96692,50,Ellips10,500,13,cma-es-ppmf-dp-2-pt-0.1
141140,50,Ellips10,1000,13,cma-es-ppmf-dp-2-pt-0.1
570206,100,Ellips10,10,13,cma-es-ppmf-dp-2-pt-0.1
52580,100,Ellips10,50,13,cma-es-ppmf-dp-2-pt-0.1
81708,100,Ellips10,100,13,cma-es-ppmf-dp-2-pt-0.1
127031,100,Ellips10,200,13,cma-es-ppmf-dp-2-pt-0.1
171268,100,Ellips10,300,13,cma-es-ppmf-dp-2-pt-0.1
205712,100,Ellips10,400,13,cma-es-ppmf-dp-2-pt-0.1
243986,100,Ellips10,500,13,cma-es-ppmf-dp-2-pt-0.1
373372,100,Ellips10,1000,13,cma-es-ppmf-dp-2-pt-0.1
3783,2,Ellips100,10,13,cma-es-ppmf-dp-2-pt-0.1
2855,2,Ellips100,50,13,cma-es-ppmf-dp-2-pt-0.1
4039,2,Ellips100,100,13,cma-es-ppmf-dp-2-pt-0.1
6431,2,Ellips100,200,13,cma-es-ppmf-dp-2-pt-0.1
8126,2,Ellips100,300,13,cma-es-ppmf-dp-2-pt-0.1
10425,2,Ellips100,400,13,cma-es-ppmf-dp-2-pt-0.1
12524,2,Ellips100,500,13,cma-es-ppmf-dp-2-pt-0.1
20019,2,Ellips100,1000,13,cma-es-ppmf-dp-2-pt-0.1
10240,5,Ellips100,10,13,cma-es-ppmf-dp-2-pt-0.1
3977,5,Ellips100,50,13,cma-es-ppmf-dp-2-pt-0.1
6059,5,Ellips100,100,13,cma-es-ppmf-dp-2-pt-0.1
9848,5,Ellips100,200,13,cma-es-ppmf-dp-2-pt-0.1
13544,5,Ellips100,300,13,cma-es-ppmf-dp-2-pt-0.1
16841,5,Ellips100,400,13,cma-es-ppmf-dp-2-pt-0.1
20039,5,Ellips100,500,13,cma-es-ppmf-dp-2-pt-0.1
37036,5,Ellips100,1000,13,cma-es-ppmf-dp-2-pt-0.1
5422,10,Ellips100,10,13,cma-es-ppmf-dp-2-pt-0.1
5354,10,Ellips100,50,13,cma-es-ppmf-dp-2-pt-0.1
8988,10,Ellips100,100,13,cma-es-ppmf-dp-2-pt-0.1
14270,10,Ellips100,200,13,cma-es-ppmf-dp-2-pt-0.1
20166,10,Ellips100,300,13,cma-es-ppmf-dp-2-pt-0.1
24460,10,Ellips100,400,13,cma-es-ppmf-dp-2-pt-0.1
29057,10,Ellips100,500,13,cma-es-ppmf-dp-2-pt-0.1
51050,10,Ellips100,1000,13,cma-es-ppmf-dp-2-pt-0.1
13892,30,Ellips100,10,13,cma-es-ppmf-dp-2-pt-0.1
24989,30,Ellips100,50,13,cma-es-ppmf-dp-2-pt-0.1
30703,30,Ellips100,100,13,cma-es-ppmf-dp-2-pt-0.1
43013,30,Ellips100,200,13,cma-es-ppmf-dp-2-pt-0.1
49062,30,Ellips100,300,13,cma-es-ppmf-dp-2-pt-0.1
60550,30,Ellips100,400,13,cma-es-ppmf-dp-2-pt-0.1
63626,30,Ellips100,500,13,cma-es-ppmf-dp-2-pt-0.1
101100,30,Ellips100,1000,13,cma-es-ppmf-dp-2-pt-0.1
24232,50,Ellips100,10,13,cma-es-ppmf-dp-2-pt-0.1
54824,50,Ellips100,50,13,cma-es-ppmf-dp-2-pt-0.1
72416,50,Ellips100,100,13,cma-es-ppmf-dp-2-pt-0.1
101102,50,Ellips100,200,13,cma-es-ppmf-dp-2-pt-0.1
116486,50,Ellips100,300,13,cma-es-ppmf-dp-2-pt-0.1
130324,50,Ellips100,400,13,cma-es-ppmf-dp-2-pt-0.1
142283,50,Ellips100,500,13,cma-es-ppmf-dp-2-pt-0.1
200199,50,Ellips100,1000,13,cma-es-ppmf-dp-2-pt-0.1
519551,100,Ellips100,10,13,cma-es-ppmf-dp-2-pt-0.1
161720,100,Ellips100,50,13,cma-es-ppmf-dp-2-pt-0.1
203413,100,Ellips100,100,13,cma-es-ppmf-dp-2-pt-0.1
285419,100,Ellips100,200,13,cma-es-ppmf-dp-2-pt-0.1
354878,100,Ellips100,300,13,cma-es-ppmf-dp-2-pt-0.1
413029,100,Ellips100,400,13,cma-es-ppmf-dp-2-pt-0.1
463424,100,Ellips100,500,13,cma-es-ppmf-dp-2-pt-0.1
658657,100,Ellips100,1000,13,cma-es-ppmf-dp-2-pt-0.1
3200,2,Sphere,10,14,cma-es-ppmf-dp-2-pt-0.1
2702,2,Sphere,50,14,cma-es-ppmf-dp-2-pt-0.1
3534,2,Sphere,100,14,cma-es-ppmf-dp-2-pt-0.1
5828,2,Sphere,200,14,cma-es-ppmf-dp-2-pt-0.1
7223,2,Sphere,300,14,cma-es-ppmf-dp-2-pt-0.1
8420,2,Sphere,400,14,cma-es-ppmf-dp-2-pt-0.1
12524,2,Sphere,500,14,cma-es-ppmf-dp-2-pt-0.1
20019,2,Sphere,1000,14,cma-es-ppmf-dp-2-pt-0.1
6324,5,Sphere,10,14,cma-es-ppmf-dp-2-pt-0.1
3671,5,Sphere,50,14,cma-es-ppmf-dp-2-pt-0.1
5554,5,Sphere,100,14,cma-es-ppmf-dp-2-pt-0.1
8642,5,Sphere,200,14,cma-es-ppmf-dp-2-pt-0.1
12340,5,Sphere,300,14,cma-es-ppmf-dp-2-pt-0.1
15638,5,Sphere,400,14,cma-es-ppmf-dp-2-pt-0.1
18536,5,Sphere,500,14,cma-es-ppmf-dp-2-pt-0.1
34033,5,Sphere,1000,14,cma-es-ppmf-dp-2-pt-0.1
4124,10,Sphere,10,14,cma-es-ppmf-dp-2-pt-0.1
4487,10,Sphere,50,14,cma-es-ppmf-dp-2-pt-0.1
7877,10,Sphere,100,14,cma-es-ppmf-dp-2-pt-0.1
13064,10,Sphere,200,14,cma-es-ppmf-dp-2-pt-0.1
18360,10,Sphere,300,14,cma-es-ppmf-dp-2-pt-0.1
22856,10,Sphere,400,14,cma-es-ppmf-dp-2-pt-0.1
