FE,N,Eval,sigma,Iteration,Alg
500199,50,Rastrigin,0.01,3,cma-es-ppmf-dp-2-pt-0.1
500199,50,Rastrigin,0.1,3,cma-es-ppmf-dp-2-pt-0.1
500199,50,Rastrigin,1,3,cma-es-ppmf-dp-2-pt-0.1
500199,50,Rastrigin,10,3,cma-es-ppmf-dp-2-pt-0.1
500199,50,Rastrigin,100,3,cma-es-ppmf-dp-2-pt-0.1
500199,50,Rastrigin,1000,3,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Rastrigin,0.001,3,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Rastrigin,0.01,3,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Rastrigin,0.1,3,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Rastrigin,1,3,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Rastrigin,10,3,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Rastrigin,100,3,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Rastrigin,1000,3,cma-es-ppmf-dp-2-pt-0.1
4783,2,Schaffer,0.001,3,cma-es-ppmf-dp-2-pt-0.1
4295,2,Schaffer,0.01,3,cma-es-ppmf-dp-2-pt-0.1
3991,2,Schaffer,0.1,3,cma-es-ppmf-dp-2-pt-0.1
3671,2,Schaffer,1,3,cma-es-ppmf-dp-2-pt-0.1
3543,2,Schaffer,10,3,cma-es-ppmf-dp-2-pt-0.1
3159,2,Schaffer,100,3,cma-es-ppmf-dp-2-pt-0.1
2799,2,Schaffer,1000,3,cma-es-ppmf-dp-2-pt-0.1
17739,5,Schaffer,0.001,3,cma-es-ppmf-dp-2-pt-0.1
16899,5,Schaffer,0.01,3,cma-es-ppmf-dp-2-pt-0.1
15039,5,Schaffer,0.1,3,cma-es-ppmf-dp-2-pt-0.1
13899,5,Schaffer,1,3,cma-es-ppmf-dp-2-pt-0.1
12479,5,Schaffer,10,3,cma-es-ppmf-dp-2-pt-0.1
12259,5,Schaffer,100,3,cma-es-ppmf-dp-2-pt-0.1
12219,5,Schaffer,1000,3,cma-es-ppmf-dp-2-pt-0.1
80519,10,Schaffer,0.001,3,cma-es-ppmf-dp-2-pt-0.1
94119,10,Schaffer,0.01,3,cma-es-ppmf-dp-2-pt-0.1
100039,10,Schaffer,0.1,3,cma-es-ppmf-dp-2-pt-0.1
75159,10,Schaffer,1,3,cma-es-ppmf-dp-2-pt-0.1
100039,10,Schaffer,10,3,cma-es-ppmf-dp-2-pt-0.1
72079,10,Schaffer,100,3,cma-es-ppmf-dp-2-pt-0.1
78439,10,Schaffer,1000,3,cma-es-ppmf-dp-2-pt-0.1
300119,30,Schaffer,0.001,3,cma-es-ppmf-dp-2-pt-0.1
300119,30,Schaffer,0.01,3,cma-es-ppmf-dp-2-pt-0.1
300119,30,Schaffer,0.1,3,cma-es-ppmf-dp-2-pt-0.1
300119,30,Schaffer,1,3,cma-es-ppmf-dp-2-pt-0.1
300119,30,Schaffer,10,3,cma-es-ppmf-dp-2-pt-0.1
300119,30,Schaffer,100,3,cma-es-ppmf-dp-2-pt-0.1
300119,30,Schaffer,1000,3,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schaffer,0.001,3,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schaffer,0.01,3,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schaffer,0.1,3,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schaffer,1,3,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schaffer,10,3,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schaffer,100,3,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schaffer,1000,3,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schaffer,0.001,3,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schaffer,0.01,3,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schaffer,0.1,3,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schaffer,1,3,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schaffer,10,3,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schaffer,100,3,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schaffer,1000,3,cma-es-ppmf-dp-2-pt-0.1
4447,2,Schwefel,0.001,3,cma-es-ppmf-dp-2-pt-0.1
4183,2,Schwefel,0.01,3,cma-es-ppmf-dp-2-pt-0.1
3871,2,Schwefel,0.1,3,cma-es-ppmf-dp-2-pt-0.1
3559,2,Schwefel,1,3,cma-es-ppmf-dp-2-pt-0.1
3255,2,Schwefel,10,3,cma-es-ppmf-dp-2-pt-0.1
2887,2,Schwefel,100,3,cma-es-ppmf-dp-2-pt-0.1
2719,2,Schwefel,1000,3,cma-es-ppmf-dp-2-pt-0.1
5119,5,Schwefel,0.001,3,cma-es-ppmf-dp-2-pt-0.1
4499,5,Schwefel,0.01,3,cma-es-ppmf-dp-2-pt-0.1
5979,5,Schwefel,0.1,3,cma-es-ppmf-dp-2-pt-0.1
4599,5,Schwefel,1,3,cma-es-ppmf-dp-2-pt-0.1
4939,5,Schwefel,10,3,cma-es-ppmf-dp-2-pt-0.1
5079,5,Schwefel,100,3,cma-es-ppmf-dp-2-pt-0.1
5039,5,Schwefel,1000,3,cma-es-ppmf-dp-2-pt-0.1
7519,10,Schwefel,0.001,3,cma-es-ppmf-dp-2-pt-0.1
7359,10,Schwefel,0.01,3,cma-es-ppmf-dp-2-pt-0.1
7039,10,Schwefel,0.1,3,cma-es-ppmf-dp-2-pt-0.1
6919,10,Schwefel,1,3,cma-es-ppmf-dp-2-pt-0.1
6679,10,Schwefel,10,3,cma-es-ppmf-dp-2-pt-0.1
6519,10,Schwefel,100,3,cma-es-ppmf-dp-2-pt-0.1
7079,10,Schwefel,1000,3,cma-es-ppmf-dp-2-pt-0.1
195719,30,Schwefel,0.001,3,cma-es-ppmf-dp-2-pt-0.1
239159,30,Schwefel,0.01,3,cma-es-ppmf-dp-2-pt-0.1
155999,30,Schwefel,0.1,3,cma-es-ppmf-dp-2-pt-0.1
146519,30,Schwefel,1,3,cma-es-ppmf-dp-2-pt-0.1
163799,30,Schwefel,10,3,cma-es-ppmf-dp-2-pt-0.1
146519,30,Schwefel,100,3,cma-es-ppmf-dp-2-pt-0.1
234119,30,Schwefel,1000,3,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schwefel,0.001,3,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schwefel,0.01,3,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schwefel,0.1,3,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schwefel,1,3,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schwefel,10,3,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schwefel,100,3,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schwefel,1000,3,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schwefel,0.001,3,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schwefel,0.01,3,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schwefel,0.1,3,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schwefel,1,3,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schwefel,10,3,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schwefel,100,3,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schwefel,1000,3,cma-es-ppmf-dp-2-pt-0.1
4511,2,Griewank,0.001,3,cma-es-ppmf-dp-2-pt-0.1
4287,2,Griewank,0.01,3,cma-es-ppmf-dp-2-pt-0.1
4103,2,Griewank,0.1,3,cma-es-ppmf-dp-2-pt-0.1
3655,2,Griewank,1,3,cma-es-ppmf-dp-2-pt-0.1
3463,2,Griewank,10,3,cma-es-ppmf-dp-2-pt-0.1
3135,2,Griewank,100,3,cma-es-ppmf-dp-2-pt-0.1
2719,2,Griewank,1000,3,cma-es-ppmf-dp-2-pt-0.1
18159,5,Griewank,0.001,3,cma-es-ppmf-dp-2-pt-0.1
20879,5,Griewank,0.01,3,cma-es-ppmf-dp-2-pt-0.1
15539,5,Griewank,0.1,3,cma-es-ppmf-dp-2-pt-0.1
14399,5,Griewank,1,3,cma-es-ppmf-dp-2-pt-0.1
14219,5,Griewank,10,3,cma-es-ppmf-dp-2-pt-0.1
11959,5,Griewank,100,3,cma-es-ppmf-dp-2-pt-0.1
10899,5,Griewank,1000,3,cma-es-ppmf-dp-2-pt-0.1
13639,10,Griewank,0.001,3,cma-es-ppmf-dp-2-pt-0.1
5199,10,Griewank,0.01,3,cma-es-ppmf-dp-2-pt-0.1
4519,10,Griewank,0.1,3,cma-es-ppmf-dp-2-pt-0.1
6359,10,Griewank,1,3,cma-es-ppmf-dp-2-pt-0.1
7319,10,Griewank,10,3,cma-es-ppmf-dp-2-pt-0.1
7199,10,Griewank,100,3,cma-es-ppmf-dp-2-pt-0.1
6559,10,Griewank,1000,3,cma-es-ppmf-dp-2-pt-0.1
22679,30,Griewank,0.001,3,cma-es-ppmf-dp-2-pt-0.1
21479,30,Griewank,0.01,3,cma-es-ppmf-dp-2-pt-0.1
21479,30,Griewank,0.1,3,cma-es-ppmf-dp-2-pt-0.1
19679,30,Griewank,1,3,cma-es-ppmf-dp-2-pt-0.1
16919,30,Griewank,10,3,cma-es-ppmf-dp-2-pt-0.1
16799,30,Griewank,100,3,cma-es-ppmf-dp-2-pt-0.1
18959,30,Griewank,1000,3,cma-es-ppmf-dp-2-pt-0.1
57399,50,Griewank,0.001,3,cma-es-ppmf-dp-2-pt-0.1
60599,50,Griewank,0.01,3,cma-es-ppmf-dp-2-pt-0.1
52399,50,Griewank,0.1,3,cma-es-ppmf-dp-2-pt-0.1
49799,50,Griewank,1,3,cma-es-ppmf-dp-2-pt-0.1
42999,50,Griewank,10,3,cma-es-ppmf-dp-2-pt-0.1
41199,50,Griewank,100,3,cma-es-ppmf-dp-2-pt-0.1
43399,50,Griewank,1000,3,cma-es-ppmf-dp-2-pt-0.1
210799,100,Griewank,0.001,3,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Griewank,0.01,3,cma-es-ppmf-dp-2-pt-0.1
205199,100,Griewank,0.1,3,cma-es-ppmf-dp-2-pt-0.1
186799,100,Griewank,1,3,cma-es-ppmf-dp-2-pt-0.1
159599,100,Griewank,10,3,cma-es-ppmf-dp-2-pt-0.1
156399,100,Griewank,100,3,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Griewank,1000,3,cma-es-ppmf-dp-2-pt-0.1
4495,2,Rastrigin,0.001,4,cma-es-ppmf-dp-2-pt-0.1
4151,2,Rastrigin,0.01,4,cma-es-ppmf-dp-2-pt-0.1
3839,2,Rastrigin,0.1,4,cma-es-ppmf-dp-2-pt-0.1
3439,2,Rastrigin,1,4,cma-es-ppmf-dp-2-pt-0.1
3247,2,Rastrigin,10,4,cma-es-ppmf-dp-2-pt-0.1
2959,2,Rastrigin,100,4,cma-es-ppmf-dp-2-pt-0.1
2711,2,Rastrigin,1000,4,cma-es-ppmf-dp-2-pt-0.1
17639,5,Rastrigin,0.001,4,cma-es-ppmf-dp-2-pt-0.1
16419,5,Rastrigin,0.01,4,cma-es-ppmf-dp-2-pt-0.1
15239,5,Rastrigin,0.1,4,cma-es-ppmf-dp-2-pt-0.1
14099,5,Rastrigin,1,4,cma-es-ppmf-dp-2-pt-0.1
13299,5,Rastrigin,10,4,cma-es-ppmf-dp-2-pt-0.1
11859,5,Rastrigin,100,4,cma-es-ppmf-dp-2-pt-0.1
10519,5,Rastrigin,1000,4,cma-es-ppmf-dp-2-pt-0.1
100039,10,Rastrigin,0.001,4,cma-es-ppmf-dp-2-pt-0.1
100039,10,Rastrigin,0.01,4,cma-es-ppmf-dp-2-pt-0.1
100039,10,Rastrigin,0.1,4,cma-es-ppmf-dp-2-pt-0.1
96759,10,Rastrigin,1,4,cma-es-ppmf-dp-2-pt-0.1
100039,10,Rastrigin,10,4,cma-es-ppmf-dp-2-pt-0.1
49119,10,Rastrigin,100,4,cma-es-ppmf-dp-2-pt-0.1
60279,10,Rastrigin,1000,4,cma-es-ppmf-dp-2-pt-0.1
300119,30,Rastrigin,0.001,4,cma-es-ppmf-dp-2-pt-0.1
300119,30,Rastrigin,0.01,4,cma-es-ppmf-dp-2-pt-0.1
300119,30,Rastrigin,0.1,4,cma-es-ppmf-dp-2-pt-0.1
300119,30,Rastrigin,1,4,cma-es-ppmf-dp-2-pt-0.1
300119,30,Rastrigin,10,4,cma-es-ppmf-dp-2-pt-0.1
300119,30,Rastrigin,100,4,cma-es-ppmf-dp-2-pt-0.1
300119,30,Rastrigin,1000,4,cma-es-ppmf-dp-2-pt-0.1
500199,50,Rastrigin,0.001,4,cma-es-ppmf-dp-2-pt-0.1
500199,50,Rastrigin,0.01,4,cma-es-ppmf-dp-2-pt-0.1
500199,50,Rastrigin,0.1,4,cma-es-ppmf-dp-2-pt-0.1
500199,50,Rastrigin,1,4,cma-es-ppmf-dp-2-pt-0.1
500199,50,Rastrigin,10,4,cma-es-ppmf-dp-2-pt-0.1
500199,50,Rastrigin,100,4,cma-es-ppmf-dp-2-pt-0.1
500199,50,Rastrigin,1000,4,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Rastrigin,0.001,4,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Rastrigin,0.01,4,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Rastrigin,0.1,4,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Rastrigin,1,4,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Rastrigin,10,4,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Rastrigin,100,4,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Rastrigin,1000,4,cma-es-ppmf-dp-2-pt-0.1
4727,2,Schaffer,0.001,4,cma-es-ppmf-dp-2-pt-0.1
4495,2,Schaffer,0.01,4,cma-es-ppmf-dp-2-pt-0.1
4175,2,Schaffer,0.1,4,cma-es-ppmf-dp-2-pt-0.1
3751,2,Schaffer,1,4,cma-es-ppmf-dp-2-pt-0.1
3487,2,Schaffer,10,4,cma-es-ppmf-dp-2-pt-0.1
3135,2,Schaffer,100,4,cma-es-ppmf-dp-2-pt-0.1
2767,2,Schaffer,1000,4,cma-es-ppmf-dp-2-pt-0.1
18059,5,Schaffer,0.001,4,cma-es-ppmf-dp-2-pt-0.1
16939,5,Schaffer,0.01,4,cma-es-ppmf-dp-2-pt-0.1
15279,5,Schaffer,0.1,4,cma-es-ppmf-dp-2-pt-0.1
13499,5,Schaffer,1,4,cma-es-ppmf-dp-2-pt-0.1
12879,5,Schaffer,10,4,cma-es-ppmf-dp-2-pt-0.1
11579,5,Schaffer,100,4,cma-es-ppmf-dp-2-pt-0.1
10459,5,Schaffer,1000,4,cma-es-ppmf-dp-2-pt-0.1
84679,10,Schaffer,0.001,4,cma-es-ppmf-dp-2-pt-0.1
100039,10,Schaffer,0.01,4,cma-es-ppmf-dp-2-pt-0.1
100039,10,Schaffer,0.1,4,cma-es-ppmf-dp-2-pt-0.1
100039,10,Schaffer,1,4,cma-es-ppmf-dp-2-pt-0.1
42079,10,Schaffer,10,4,cma-es-ppmf-dp-2-pt-0.1
100039,10,Schaffer,100,4,cma-es-ppmf-dp-2-pt-0.1
36119,10,Schaffer,1000,4,cma-es-ppmf-dp-2-pt-0.1
300119,30,Schaffer,0.001,4,cma-es-ppmf-dp-2-pt-0.1
300119,30,Schaffer,0.01,4,cma-es-ppmf-dp-2-pt-0.1
300119,30,Schaffer,0.1,4,cma-es-ppmf-dp-2-pt-0.1
300119,30,Schaffer,1,4,cma-es-ppmf-dp-2-pt-0.1
300119,30,Schaffer,10,4,cma-es-ppmf-dp-2-pt-0.1
300119,30,Schaffer,100,4,cma-es-ppmf-dp-2-pt-0.1
300119,30,Schaffer,1000,4,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schaffer,0.001,4,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schaffer,0.01,4,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schaffer,0.1,4,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schaffer,1,4,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schaffer,10,4,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schaffer,100,4,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schaffer,1000,4,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schaffer,0.001,4,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schaffer,0.01,4,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schaffer,0.1,4,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schaffer,1,4,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schaffer,10,4,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schaffer,100,4,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schaffer,1000,4,cma-es-ppmf-dp-2-pt-0.1
4551,2,Schwefel,0.001,4,cma-es-ppmf-dp-2-pt-0.1
4239,2,Schwefel,0.01,4,cma-es-ppmf-dp-2-pt-0.1
3823,2,Schwefel,0.1,4,cma-es-ppmf-dp-2-pt-0.1
3679,2,Schwefel,1,4,cma-es-ppmf-dp-2-pt-0.1
3255,2,Schwefel,10,4,cma-es-ppmf-dp-2-pt-0.1
2887,2,Schwefel,100,4,cma-es-ppmf-dp-2-pt-0.1
2567,2,Schwefel,1000,4,cma-es-ppmf-dp-2-pt-0.1
4599,5,Schwefel,0.001,4,cma-es-ppmf-dp-2-pt-0.1
4899,5,Schwefel,0.01,4,cma-es-ppmf-dp-2-pt-0.1
5439,5,Schwefel,0.1,4,cma-es-ppmf-dp-2-pt-0.1
5119,5,Schwefel,1,4,cma-es-ppmf-dp-2-pt-0.1
5099,5,Schwefel,10,4,cma-es-ppmf-dp-2-pt-0.1
4779,5,Schwefel,100,4,cma-es-ppmf-dp-2-pt-0.1
4939,5,Schwefel,1000,4,cma-es-ppmf-dp-2-pt-0.1
7199,10,Schwefel,0.001,4,cma-es-ppmf-dp-2-pt-0.1
7319,10,Schwefel,0.01,4,cma-es-ppmf-dp-2-pt-0.1
6919,10,Schwefel,0.1,4,cma-es-ppmf-dp-2-pt-0.1
6919,10,Schwefel,1,4,cma-es-ppmf-dp-2-pt-0.1
6519,10,Schwefel,10,4,cma-es-ppmf-dp-2-pt-0.1
6839,10,Schwefel,100,4,cma-es-ppmf-dp-2-pt-0.1
7279,10,Schwefel,1000,4,cma-es-ppmf-dp-2-pt-0.1
158519,30,Schwefel,0.001,4,cma-es-ppmf-dp-2-pt-0.1
231719,30,Schwefel,0.01,4,cma-es-ppmf-dp-2-pt-0.1
231719,30,Schwefel,0.1,4,cma-es-ppmf-dp-2-pt-0.1
216119,30,Schwefel,1,4,cma-es-ppmf-dp-2-pt-0.1
197039,30,Schwefel,10,4,cma-es-ppmf-dp-2-pt-0.1
151079,30,Schwefel,100,4,cma-es-ppmf-dp-2-pt-0.1
202559,30,Schwefel,1000,4,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schwefel,0.001,4,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schwefel,0.01,4,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schwefel,0.1,4,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schwefel,1,4,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schwefel,10,4,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schwefel,100,4,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schwefel,1000,4,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schwefel,0.001,4,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schwefel,0.01,4,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schwefel,0.1,4,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schwefel,1,4,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schwefel,10,4,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schwefel,100,4,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Schwefel,1000,4,cma-es-ppmf-dp-2-pt-0.1
4423,2,Griewank,0.001,4,cma-es-ppmf-dp-2-pt-0.1
4255,2,Griewank,0.01,4,cma-es-ppmf-dp-2-pt-0.1
3991,2,Griewank,0.1,4,cma-es-ppmf-dp-2-pt-0.1
3615,2,Griewank,1,4,cma-es-ppmf-dp-2-pt-0.1
3431,2,Griewank,10,4,cma-es-ppmf-dp-2-pt-0.1
2959,2,Griewank,100,4,cma-es-ppmf-dp-2-pt-0.1
2831,2,Griewank,1000,4,cma-es-ppmf-dp-2-pt-0.1
19339,5,Griewank,0.001,4,cma-es-ppmf-dp-2-pt-0.1
17059,5,Griewank,0.01,4,cma-es-ppmf-dp-2-pt-0.1
15479,5,Griewank,0.1,4,cma-es-ppmf-dp-2-pt-0.1
14659,5,Griewank,1,4,cma-es-ppmf-dp-2-pt-0.1
14239,5,Griewank,10,4,cma-es-ppmf-dp-2-pt-0.1
11839,5,Griewank,100,4,cma-es-ppmf-dp-2-pt-0.1
11659,5,Griewank,1000,4,cma-es-ppmf-dp-2-pt-0.1
4559,10,Griewank,0.001,4,cma-es-ppmf-dp-2-pt-0.1
6879,10,Griewank,0.01,4,cma-es-ppmf-dp-2-pt-0.1
24879,10,Griewank,0.1,4,cma-es-ppmf-dp-2-pt-0.1
7839,10,Griewank,1,4,cma-es-ppmf-dp-2-pt-0.1
4319,10,Griewank,10,4,cma-es-ppmf-dp-2-pt-0.1
4719,10,Griewank,100,4,cma-es-ppmf-dp-2-pt-0.1
4159,10,Griewank,1000,4,cma-es-ppmf-dp-2-pt-0.1
21839,30,Griewank,0.001,4,cma-es-ppmf-dp-2-pt-0.1
22199,30,Griewank,0.01,4,cma-es-ppmf-dp-2-pt-0.1
21359,30,Griewank,0.1,4,cma-es-ppmf-dp-2-pt-0.1
19679,30,Griewank,1,4,cma-es-ppmf-dp-2-pt-0.1
17039,30,Griewank,10,4,cma-es-ppmf-dp-2-pt-0.1
17999,30,Griewank,100,4,cma-es-ppmf-dp-2-pt-0.1
18599,30,Griewank,1000,4,cma-es-ppmf-dp-2-pt-0.1
56399,50,Griewank,0.001,4,cma-es-ppmf-dp-2-pt-0.1
58199,50,Griewank,0.01,4,cma-es-ppmf-dp-2-pt-0.1
53799,50,Griewank,0.1,4,cma-es-ppmf-dp-2-pt-0.1
49399,50,Griewank,1,4,cma-es-ppmf-dp-2-pt-0.1
42599,50,Griewank,10,4,cma-es-ppmf-dp-2-pt-0.1
39599,50,Griewank,100,4,cma-es-ppmf-dp-2-pt-0.1
42799,50,Griewank,1000,4,cma-es-ppmf-dp-2-pt-0.1
208399,100,Griewank,0.001,4,cma-es-ppmf-dp-2-pt-0.1
213999,100,Griewank,0.01,4,cma-es-ppmf-dp-2-pt-0.1
193599,100,Griewank,0.1,4,cma-es-ppmf-dp-2-pt-0.1
179999,100,Griewank,1,4,cma-es-ppmf-dp-2-pt-0.1
159999,100,Griewank,10,4,cma-es-ppmf-dp-2-pt-0.1
155599,100,Griewank,100,4,cma-es-ppmf-dp-2-pt-0.1
165199,100,Griewank,1000,4,cma-es-ppmf-dp-2-pt-0.1
4631,2,Rastrigin,0.001,5,cma-es-ppmf-dp-2-pt-0.1
4247,2,Rastrigin,0.01,5,cma-es-ppmf-dp-2-pt-0.1
3943,2,Rastrigin,0.1,5,cma-es-ppmf-dp-2-pt-0.1
3623,2,Rastrigin,1,5,cma-es-ppmf-dp-2-pt-0.1
3159,2,Rastrigin,10,5,cma-es-ppmf-dp-2-pt-0.1
2807,2,Rastrigin,100,5,cma-es-ppmf-dp-2-pt-0.1
2703,2,Rastrigin,1000,5,cma-es-ppmf-dp-2-pt-0.1
17999,5,Rastrigin,0.001,5,cma-es-ppmf-dp-2-pt-0.1
16679,5,Rastrigin,0.01,5,cma-es-ppmf-dp-2-pt-0.1
15679,5,Rastrigin,0.1,5,cma-es-ppmf-dp-2-pt-0.1
13959,5,Rastrigin,1,5,cma-es-ppmf-dp-2-pt-0.1
13439,5,Rastrigin,10,5,cma-es-ppmf-dp-2-pt-0.1
12359,5,Rastrigin,100,5,cma-es-ppmf-dp-2-pt-0.1
12119,5,Rastrigin,1000,5,cma-es-ppmf-dp-2-pt-0.1
100039,10,Rastrigin,0.001,5,cma-es-ppmf-dp-2-pt-0.1
73239,10,Rastrigin,0.01,5,cma-es-ppmf-dp-2-pt-0.1
84959,10,Rastrigin,0.1,5,cma-es-ppmf-dp-2-pt-0.1
83519,10,Rastrigin,1,5,cma-es-ppmf-dp-2-pt-0.1
75879,10,Rastrigin,10,5,cma-es-ppmf-dp-2-pt-0.1
53639,10,Rastrigin,100,5,cma-es-ppmf-dp-2-pt-0.1
46599,10,Rastrigin,1000,5,cma-es-ppmf-dp-2-pt-0.1
300119,30,Rastrigin,0.001,5,cma-es-ppmf-dp-2-pt-0.1
300119,30,Rastrigin,0.01,5,cma-es-ppmf-dp-2-pt-0.1
300119,30,Rastrigin,0.1,5,cma-es-ppmf-dp-2-pt-0.1
300119,30,Rastrigin,1,5,cma-es-ppmf-dp-2-pt-0.1
300119,30,Rastrigin,10,5,cma-es-ppmf-dp-2-pt-0.1
300119,30,Rastrigin,100,5,cma-es-ppmf-dp-2-pt-0.1
300119,30,Rastrigin,1000,5,cma-es-ppmf-dp-2-pt-0.1
500199,50,Rastrigin,0.001,5,cma-es-ppmf-dp-2-pt-0.1
500199,50,Rastrigin,0.01,5,cma-es-ppmf-dp-2-pt-0.1
500199,50,Rastrigin,0.1,5,cma-es-ppmf-dp-2-pt-0.1
500199,50,Rastrigin,1,5,cma-es-ppmf-dp-2-pt-0.1
500199,50,Rastrigin,10,5,cma-es-ppmf-dp-2-pt-0.1
500199,50,Rastrigin,100,5,cma-es-ppmf-dp-2-pt-0.1
500199,50,Rastrigin,1000,5,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Rastrigin,0.001,5,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Rastrigin,0.01,5,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Rastrigin,0.1,5,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Rastrigin,1,5,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Rastrigin,10,5,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Rastrigin,100,5,cma-es-ppmf-dp-2-pt-0.1
1000399,100,Rastrigin,1000,5,cma-es-ppmf-dp-2-pt-0.1
4975,2,Schaffer,0.001,5,cma-es-ppmf-dp-2-pt-0.1
4343,2,Schaffer,0.01,5,cma-es-ppmf-dp-2-pt-0.1
4343,2,Schaffer,0.1,5,cma-es-ppmf-dp-2-pt-0.1
3647,2,Schaffer,1,5,cma-es-ppmf-dp-2-pt-0.1
3391,2,Schaffer,10,5,cma-es-ppmf-dp-2-pt-0.1
3127,2,Schaffer,100,5,cma-es-ppmf-dp-2-pt-0.1
2895,2,Schaffer,1000,5,cma-es-ppmf-dp-2-pt-0.1
17239,5,Schaffer,0.001,5,cma-es-ppmf-dp-2-pt-0.1
17239,5,Schaffer,0.01,5,cma-es-ppmf-dp-2-pt-0.1
15359,5,Schaffer,0.1,5,cma-es-ppmf-dp-2-pt-0.1
14579,5,Schaffer,1,5,cma-es-ppmf-dp-2-pt-0.1
13319,5,Schaffer,10,5,cma-es-ppmf-dp-2-pt-0.1
11479,5,Schaffer,100,5,cma-es-ppmf-dp-2-pt-0.1
10419,5,Schaffer,1000,5,cma-es-ppmf-dp-2-pt-0.1
100039,10,Schaffer,0.001,5,cma-es-ppmf-dp-2-pt-0.1
95359,10,Schaffer,0.01,5,cma-es-ppmf-dp-2-pt-0.1
93679,10,Schaffer,0.1,5,cma-es-ppmf-dp-2-pt-0.1
