FE,N,Eval,lambda,Iteration,Alg
83165,50,Griewank,500,2,cma-es-ppmf-dp-2-pt-0.1
130129,50,Griewank,1000,2,cma-es-ppmf-dp-2-pt-0.1
583769,100,Griewank,10,2,cma-es-ppmf-dp-2-pt-0.1
50489,100,Griewank,50,2,cma-es-ppmf-dp-2-pt-0.1
74739,100,Griewank,100,2,cma-es-ppmf-dp-2-pt-0.1
113564,100,Griewank,200,2,cma-es-ppmf-dp-2-pt-0.1
150198,100,Griewank,300,2,cma-es-ppmf-dp-2-pt-0.1
185662,100,Griewank,400,2,cma-es-ppmf-dp-2-pt-0.1
209417,100,Griewank,500,2,cma-es-ppmf-dp-2-pt-0.1
322321,100,Griewank,1000,2,cma-es-ppmf-dp-2-pt-0.1
3343,2,Rastrigin,10,3,cma-es-ppmf-dp-2-pt-0.1
5966,2,Rastrigin,50,3,cma-es-ppmf-dp-2-pt-0.1
8887,2,Rastrigin,100,3,cma-es-ppmf-dp-2-pt-0.1
7838,2,Rastrigin,200,3,cma-es-ppmf-dp-2-pt-0.1
13845,2,Rastrigin,300,3,cma-es-ppmf-dp-2-pt-0.1
15237,2,Rastrigin,400,3,cma-es-ppmf-dp-2-pt-0.1
17534,2,Rastrigin,500,3,cma-es-ppmf-dp-2-pt-0.1
20019,2,Rastrigin,1000,3,cma-es-ppmf-dp-2-pt-0.1
13782,5,Rastrigin,10,3,cma-es-ppmf-dp-2-pt-0.1
18308,5,Rastrigin,50,3,cma-es-ppmf-dp-2-pt-0.1
39591,5,Rastrigin,100,3,cma-es-ppmf-dp-2-pt-0.1
20099,5,Rastrigin,200,3,cma-es-ppmf-dp-2-pt-0.1
24079,5,Rastrigin,300,3,cma-es-ppmf-dp-2-pt-0.1
25262,5,Rastrigin,400,3,cma-es-ppmf-dp-2-pt-0.1
24047,5,Rastrigin,500,3,cma-es-ppmf-dp-2-pt-0.1
42041,5,Rastrigin,1000,3,cma-es-ppmf-dp-2-pt-0.1
52392,10,Rastrigin,10,3,cma-es-ppmf-dp-2-pt-0.1
61862,10,Rastrigin,50,3,cma-es-ppmf-dp-2-pt-0.1
100090,10,Rastrigin,100,3,cma-es-ppmf-dp-2-pt-0.1
16682,10,Rastrigin,200,3,cma-es-ppmf-dp-2-pt-0.1
100232,10,Rastrigin,300,3,cma-es-ppmf-dp-2-pt-0.1
28470,10,Rastrigin,400,3,cma-es-ppmf-dp-2-pt-0.1
36071,10,Rastrigin,500,3,cma-es-ppmf-dp-2-pt-0.1
58057,10,Rastrigin,1000,3,cma-es-ppmf-dp-2-pt-0.1
300002,30,Rastrigin,10,3,cma-es-ppmf-dp-2-pt-0.1
300032,30,Rastrigin,50,3,cma-es-ppmf-dp-2-pt-0.1
300070,30,Rastrigin,100,3,cma-es-ppmf-dp-2-pt-0.1
300092,30,Rastrigin,200,3,cma-es-ppmf-dp-2-pt-0.1
300096,30,Rastrigin,300,3,cma-es-ppmf-dp-2-pt-0.1
300348,30,Rastrigin,400,3,cma-es-ppmf-dp-2-pt-0.1
300098,30,Rastrigin,500,3,cma-es-ppmf-dp-2-pt-0.1
300299,30,Rastrigin,1000,3,cma-es-ppmf-dp-2-pt-0.1
68122,50,Rastrigin,10,3,cma-es-ppmf-dp-2-pt-0.1
500003,50,Rastrigin,50,3,cma-es-ppmf-dp-2-pt-0.1
500050,50,Rastrigin,100,3,cma-es-ppmf-dp-2-pt-0.1
500087,50,Rastrigin,200,3,cma-es-ppmf-dp-2-pt-0.1
500261,50,Rastrigin,300,3,cma-es-ppmf-dp-2-pt-0.1
500046,50,Rastrigin,400,3,cma-es-ppmf-dp-2-pt-0.1
500498,50,Rastrigin,500,3,cma-es-ppmf-dp-2-pt-0.1
500499,50,Rastrigin,1000,3,cma-es-ppmf-dp-2-pt-0.1
477190,100,Rastrigin,10,3,cma-es-ppmf-dp-2-pt-0.1
1000007,100,Rastrigin,50,3,cma-es-ppmf-dp-2-pt-0.1
1000000,100,Rastrigin,100,3,cma-es-ppmf-dp-2-pt-0.1
1000175,100,Rastrigin,200,3,cma-es-ppmf-dp-2-pt-0.1
1000222,100,Rastrigin,300,3,cma-es-ppmf-dp-2-pt-0.1
1000093,100,Rastrigin,400,3,cma-es-ppmf-dp-2-pt-0.1
1000496,100,Rastrigin,500,3,cma-es-ppmf-dp-2-pt-0.1
1000999,100,Rastrigin,1000,3,cma-es-ppmf-dp-2-pt-0.1
3618,2,Schaffer,10,3,cma-es-ppmf-dp-2-pt-0.1
5507,2,Schaffer,50,3,cma-es-ppmf-dp-2-pt-0.1
3130,2,Schaffer,100,3,cma-es-ppmf-dp-2-pt-0.1
15878,2,Schaffer,200,3,cma-es-ppmf-dp-2-pt-0.1
20166,2,Schaffer,300,3,cma-es-ppmf-dp-2-pt-0.1
20049,2,Schaffer,400,3,cma-es-ppmf-dp-2-pt-0.1
20039,2,Schaffer,500,3,cma-es-ppmf-dp-2-pt-0.1
20019,2,Schaffer,1000,3,cma-es-ppmf-dp-2-pt-0.1
14706,5,Schaffer,10,3,cma-es-ppmf-dp-2-pt-0.1
14993,5,Schaffer,50,3,cma-es-ppmf-dp-2-pt-0.1
25148,5,Schaffer,100,3,cma-es-ppmf-dp-2-pt-0.1
28139,5,Schaffer,200,3,cma-es-ppmf-dp-2-pt-0.1
34915,5,Schaffer,300,3,cma-es-ppmf-dp-2-pt-0.1
50124,5,Schaffer,400,3,cma-es-ppmf-dp-2-pt-0.1
50099,5,Schaffer,500,3,cma-es-ppmf-dp-2-pt-0.1
50049,5,Schaffer,1000,3,cma-es-ppmf-dp-2-pt-0.1
58794,10,Schaffer,10,3,cma-es-ppmf-dp-2-pt-0.1
100010,10,Schaffer,50,3,cma-es-ppmf-dp-2-pt-0.1
100090,10,Schaffer,100,3,cma-es-ppmf-dp-2-pt-0.1
100097,10,Schaffer,200,3,cma-es-ppmf-dp-2-pt-0.1
100232,10,Schaffer,300,3,cma-es-ppmf-dp-2-pt-0.1
100249,10,Schaffer,400,3,cma-es-ppmf-dp-2-pt-0.1
100199,10,Schaffer,500,3,cma-es-ppmf-dp-2-pt-0.1
100099,10,Schaffer,1000,3,cma-es-ppmf-dp-2-pt-0.1
300002,30,Schaffer,10,3,cma-es-ppmf-dp-2-pt-0.1
300032,30,Schaffer,50,3,cma-es-ppmf-dp-2-pt-0.1
300070,30,Schaffer,100,3,cma-es-ppmf-dp-2-pt-0.1
300092,30,Schaffer,200,3,cma-es-ppmf-dp-2-pt-0.1
300096,30,Schaffer,300,3,cma-es-ppmf-dp-2-pt-0.1
300348,30,Schaffer,400,3,cma-es-ppmf-dp-2-pt-0.1
300098,30,Schaffer,500,3,cma-es-ppmf-dp-2-pt-0.1
300299,30,Schaffer,1000,3,cma-es-ppmf-dp-2-pt-0.1
66395,50,Schaffer,10,3,cma-es-ppmf-dp-2-pt-0.1
500003,50,Schaffer,50,3,cma-es-ppmf-dp-2-pt-0.1
500050,50,Schaffer,100,3,cma-es-ppmf-dp-2-pt-0.1
500087,50,Schaffer,200,3,cma-es-ppmf-dp-2-pt-0.1
500261,50,Schaffer,300,3,cma-es-ppmf-dp-2-pt-0.1
500046,50,Schaffer,400,3,cma-es-ppmf-dp-2-pt-0.1
500498,50,Schaffer,500,3,cma-es-ppmf-dp-2-pt-0.1
500499,50,Schaffer,1000,3,cma-es-ppmf-dp-2-pt-0.1
514029,100,Schaffer,10,3,cma-es-ppmf-dp-2-pt-0.1
1000007,100,Schaffer,50,3,cma-es-ppmf-dp-2-pt-0.1
1000000,100,Schaffer,100,3,cma-es-ppmf-dp-2-pt-0.1
1000175,100,Schaffer,200,3,cma-es-ppmf-dp-2-pt-0.1
1000222,100,Schaffer,300,3,cma-es-ppmf-dp-2-pt-0.1
1000093,100,Schaffer,400,3,cma-es-ppmf-dp-2-pt-0.1
1000496,100,Schaffer,500,3,cma-es-ppmf-dp-2-pt-0.1
1000999,100,Schaffer,1000,3,cma-es-ppmf-dp-2-pt-0.1
3387,2,Schwefel,10,3,cma-es-ppmf-dp-2-pt-0.1
4589,2,Schwefel,50,3,cma-es-ppmf-dp-2-pt-0.1
6160,2,Schwefel,100,3,cma-es-ppmf-dp-2-pt-0.1
9647,2,Schwefel,200,3,cma-es-ppmf-dp-2-pt-0.1
12942,2,Schwefel,300,3,cma-es-ppmf-dp-2-pt-0.1
16039,2,Schwefel,400,3,cma-es-ppmf-dp-2-pt-0.1
20039,2,Schwefel,500,3,cma-es-ppmf-dp-2-pt-0.1
20019,2,Schwefel,1000,3,cma-es-ppmf-dp-2-pt-0.1
14046,5,Schwefel,10,3,cma-es-ppmf-dp-2-pt-0.1
6323,5,Schwefel,50,3,cma-es-ppmf-dp-2-pt-0.1
9493,5,Schwefel,100,3,cma-es-ppmf-dp-2-pt-0.1
15476,5,Schwefel,200,3,cma-es-ppmf-dp-2-pt-0.1
21370,5,Schwefel,300,3,cma-es-ppmf-dp-2-pt-0.1
25663,5,Schwefel,400,3,cma-es-ppmf-dp-2-pt-0.1
31061,5,Schwefel,500,3,cma-es-ppmf-dp-2-pt-0.1
50049,5,Schwefel,1000,3,cma-es-ppmf-dp-2-pt-0.1
8040,10,Schwefel,10,3,cma-es-ppmf-dp-2-pt-0.1
8057,10,Schwefel,50,3,cma-es-ppmf-dp-2-pt-0.1
13331,10,Schwefel,100,3,cma-es-ppmf-dp-2-pt-0.1
22310,10,Schwefel,200,3,cma-es-ppmf-dp-2-pt-0.1
30400,10,Schwefel,300,3,cma-es-ppmf-dp-2-pt-0.1
38896,10,Schwefel,400,3,cma-es-ppmf-dp-2-pt-0.1
46091,10,Schwefel,500,3,cma-es-ppmf-dp-2-pt-0.1
82081,10,Schwefel,1000,3,cma-es-ppmf-dp-2-pt-0.1
24364,30,Schwefel,10,3,cma-es-ppmf-dp-2-pt-0.1
172226,30,Schwefel,50,3,cma-es-ppmf-dp-2-pt-0.1
173719,30,Schwefel,100,3,cma-es-ppmf-dp-2-pt-0.1
150146,30,Schwefel,200,3,cma-es-ppmf-dp-2-pt-0.1
180900,30,Schwefel,300,3,cma-es-ppmf-dp-2-pt-0.1
65362,30,Schwefel,400,3,cma-es-ppmf-dp-2-pt-0.1
79157,30,Schwefel,500,3,cma-es-ppmf-dp-2-pt-0.1
142141,30,Schwefel,1000,3,cma-es-ppmf-dp-2-pt-0.1
64151,50,Schwefel,10,3,cma-es-ppmf-dp-2-pt-0.1
500003,50,Schwefel,50,3,cma-es-ppmf-dp-2-pt-0.1
500050,50,Schwefel,100,3,cma-es-ppmf-dp-2-pt-0.1
500087,50,Schwefel,200,3,cma-es-ppmf-dp-2-pt-0.1
500261,50,Schwefel,300,3,cma-es-ppmf-dp-2-pt-0.1
500046,50,Schwefel,400,3,cma-es-ppmf-dp-2-pt-0.1
500498,50,Schwefel,500,3,cma-es-ppmf-dp-2-pt-0.1
500499,50,Schwefel,1000,3,cma-es-ppmf-dp-2-pt-0.1
521663,100,Schwefel,10,3,cma-es-ppmf-dp-2-pt-0.1
1000007,100,Schwefel,50,3,cma-es-ppmf-dp-2-pt-0.1
1000000,100,Schwefel,100,3,cma-es-ppmf-dp-2-pt-0.1
1000175,100,Schwefel,200,3,cma-es-ppmf-dp-2-pt-0.1
1000222,100,Schwefel,300,3,cma-es-ppmf-dp-2-pt-0.1
1000093,100,Schwefel,400,3,cma-es-ppmf-dp-2-pt-0.1
1000496,100,Schwefel,500,3,cma-es-ppmf-dp-2-pt-0.1
1000999,100,Schwefel,1000,3,cma-es-ppmf-dp-2-pt-0.1
3574,2,Griewank,10,3,cma-es-ppmf-dp-2-pt-0.1
6323,2,Griewank,50,3,cma-es-ppmf-dp-2-pt-0.1
8887,2,Griewank,100,3,cma-es-ppmf-dp-2-pt-0.1
18089,2,Griewank,200,3,cma-es-ppmf-dp-2-pt-0.1
20166,2,Griewank,300,3,cma-es-ppmf-dp-2-pt-0.1
20049,2,Griewank,400,3,cma-es-ppmf-dp-2-pt-0.1
20039,2,Griewank,500,3,cma-es-ppmf-dp-2-pt-0.1
20019,2,Griewank,1000,3,cma-es-ppmf-dp-2-pt-0.1
13848,5,Griewank,10,3,cma-es-ppmf-dp-2-pt-0.1
19022,5,Griewank,50,3,cma-es-ppmf-dp-2-pt-0.1
22219,5,Griewank,100,3,cma-es-ppmf-dp-2-pt-0.1
33365,5,Griewank,200,3,cma-es-ppmf-dp-2-pt-0.1
50266,5,Griewank,300,3,cma-es-ppmf-dp-2-pt-0.1
22455,5,Griewank,400,3,cma-es-ppmf-dp-2-pt-0.1
47093,5,Griewank,500,3,cma-es-ppmf-dp-2-pt-0.1
38037,5,Griewank,1000,3,cma-es-ppmf-dp-2-pt-0.1
56022,10,Griewank,10,3,cma-es-ppmf-dp-2-pt-0.1
6935,10,Griewank,50,3,cma-es-ppmf-dp-2-pt-0.1
7675,10,Griewank,100,3,cma-es-ppmf-dp-2-pt-0.1
13064,10,Griewank,200,3,cma-es-ppmf-dp-2-pt-0.1
22273,10,Griewank,300,3,cma-es-ppmf-dp-2-pt-0.1
22455,10,Griewank,400,3,cma-es-ppmf-dp-2-pt-0.1
26051,10,Griewank,500,3,cma-es-ppmf-dp-2-pt-0.1
52051,10,Griewank,1000,3,cma-es-ppmf-dp-2-pt-0.1
300002,30,Griewank,10,3,cma-es-ppmf-dp-2-pt-0.1
11933,30,Griewank,50,3,cma-es-ppmf-dp-2-pt-0.1
16765,30,Griewank,100,3,cma-es-ppmf-dp-2-pt-0.1
25928,30,Griewank,200,3,cma-es-ppmf-dp-2-pt-0.1
34313,30,Griewank,300,3,cma-es-ppmf-dp-2-pt-0.1
43307,30,Griewank,400,3,cma-es-ppmf-dp-2-pt-0.1
47594,30,Griewank,500,3,cma-es-ppmf-dp-2-pt-0.1
80079,30,Griewank,1000,3,cma-es-ppmf-dp-2-pt-0.1
71499,50,Griewank,10,3,cma-es-ppmf-dp-2-pt-0.1
20501,50,Griewank,50,3,cma-es-ppmf-dp-2-pt-0.1
32824,50,Griewank,100,3,cma-es-ppmf-dp-2-pt-0.1
48641,50,Griewank,200,3,cma-es-ppmf-dp-2-pt-0.1
65015,50,Griewank,300,3,cma-es-ppmf-dp-2-pt-0.1
78194,50,Griewank,400,3,cma-es-ppmf-dp-2-pt-0.1
88175,50,Griewank,500,3,cma-es-ppmf-dp-2-pt-0.1
129128,50,Griewank,1000,3,cma-es-ppmf-dp-2-pt-0.1
541210,100,Griewank,10,3,cma-es-ppmf-dp-2-pt-0.1
51560,100,Griewank,50,3,cma-es-ppmf-dp-2-pt-0.1
75345,100,Griewank,100,3,cma-es-ppmf-dp-2-pt-0.1
118187,100,Griewank,200,3,cma-es-ppmf-dp-2-pt-0.1
149897,100,Griewank,300,3,cma-es-ppmf-dp-2-pt-0.1
184860,100,Griewank,400,3,cma-es-ppmf-dp-2-pt-0.1
209417,100,Griewank,500,3,cma-es-ppmf-dp-2-pt-0.1
323322,100,Griewank,1000,3,cma-es-ppmf-dp-2-pt-0.1
3387,2,Rastrigin,10,4,cma-es-ppmf-dp-2-pt-0.1
5813,2,Rastrigin,50,4,cma-es-ppmf-dp-2-pt-0.1
9998,2,Rastrigin,100,4,cma-es-ppmf-dp-2-pt-0.1
11054,2,Rastrigin,200,4,cma-es-ppmf-dp-2-pt-0.1
9932,2,Rastrigin,300,4,cma-es-ppmf-dp-2-pt-0.1
15237,2,Rastrigin,400,4,cma-es-ppmf-dp-2-pt-0.1
20039,2,Rastrigin,500,4,cma-es-ppmf-dp-2-pt-0.1
20019,2,Rastrigin,1000,4,cma-es-ppmf-dp-2-pt-0.1
13474,5,Rastrigin,10,4,cma-es-ppmf-dp-2-pt-0.1
16829,5,Rastrigin,50,4,cma-es-ppmf-dp-2-pt-0.1
33329,5,Rastrigin,100,4,cma-es-ppmf-dp-2-pt-0.1
28139,5,Rastrigin,200,4,cma-es-ppmf-dp-2-pt-0.1
16253,5,Rastrigin,300,4,cma-es-ppmf-dp-2-pt-0.1
22455,5,Rastrigin,400,4,cma-es-ppmf-dp-2-pt-0.1
23546,5,Rastrigin,500,4,cma-es-ppmf-dp-2-pt-0.1
43042,5,Rastrigin,1000,4,cma-es-ppmf-dp-2-pt-0.1
65581,10,Rastrigin,10,4,cma-es-ppmf-dp-2-pt-0.1
100010,10,Rastrigin,50,4,cma-es-ppmf-dp-2-pt-0.1
100090,10,Rastrigin,100,4,cma-es-ppmf-dp-2-pt-0.1
22913,10,Rastrigin,200,4,cma-es-ppmf-dp-2-pt-0.1
23176,10,Rastrigin,300,4,cma-es-ppmf-dp-2-pt-0.1
28069,10,Rastrigin,400,4,cma-es-ppmf-dp-2-pt-0.1
40580,10,Rastrigin,500,4,cma-es-ppmf-dp-2-pt-0.1
63062,10,Rastrigin,1000,4,cma-es-ppmf-dp-2-pt-0.1
300002,30,Rastrigin,10,4,cma-es-ppmf-dp-2-pt-0.1
300032,30,Rastrigin,50,4,cma-es-ppmf-dp-2-pt-0.1
300070,30,Rastrigin,100,4,cma-es-ppmf-dp-2-pt-0.1
300092,30,Rastrigin,200,4,cma-es-ppmf-dp-2-pt-0.1
300096,30,Rastrigin,300,4,cma-es-ppmf-dp-2-pt-0.1
300348,30,Rastrigin,400,4,cma-es-ppmf-dp-2-pt-0.1
300098,30,Rastrigin,500,4,cma-es-ppmf-dp-2-pt-0.1
300299,30,Rastrigin,1000,4,cma-es-ppmf-dp-2-pt-0.1
67495,50,Rastrigin,10,4,cma-es-ppmf-dp-2-pt-0.1
500003,50,Rastrigin,50,4,cma-es-ppmf-dp-2-pt-0.1
500050,50,Rastrigin,100,4,cma-es-ppmf-dp-2-pt-0.1
500087,50,Rastrigin,200,4,cma-es-ppmf-dp-2-pt-0.1
500261,50,Rastrigin,300,4,cma-es-ppmf-dp-2-pt-0.1
500046,50,Rastrigin,400,4,cma-es-ppmf-dp-2-pt-0.1
500498,50,Rastrigin,500,4,cma-es-ppmf-dp-2-pt-0.1
500499,50,Rastrigin,1000,4,cma-es-ppmf-dp-2-pt-0.1
518880,100,Rastrigin,10,4,cma-es-ppmf-dp-2-pt-0.1
1000007,100,Rastrigin,50,4,cma-es-ppmf-dp-2-pt-0.1
1000000,100,Rastrigin,100,4,cma-es-ppmf-dp-2-pt-0.1
1000175,100,Rastrigin,200,4,cma-es-ppmf-dp-2-pt-0.1
1000222,100,Rastrigin,300,4,cma-es-ppmf-dp-2-pt-0.1
1000093,100,Rastrigin,400,4,cma-es-ppmf-dp-2-pt-0.1
1000496,100,Rastrigin,500,4,cma-es-ppmf-dp-2-pt-0.1
1000999,100,Rastrigin,1000,4,cma-es-ppmf-dp-2-pt-0.1
3618,2,Schaffer,10,4,cma-es-ppmf-dp-2-pt-0.1
5303,2,Schaffer,50,4,cma-es-ppmf-dp-2-pt-0.1
8887,2,Schaffer,100,4,cma-es-ppmf-dp-2-pt-0.1
13466,2,Schaffer,200,4,cma-es-ppmf-dp-2-pt-0.1
18360,2,Schaffer,300,4,cma-es-ppmf-dp-2-pt-0.1
15237,2,Schaffer,400,4,cma-es-ppmf-dp-2-pt-0.1
20039,2,Schaffer,500,4,cma-es-ppmf-dp-2-pt-0.1
20019,2,Schaffer,1000,4,cma-es-ppmf-dp-2-pt-0.1
14970,5,Schaffer,10,4,cma-es-ppmf-dp-2-pt-0.1
16523,5,Schaffer,50,4,cma-es-ppmf-dp-2-pt-0.1
22926,5,Schaffer,100,4,cma-es-ppmf-dp-2-pt-0.1
26129,5,Schaffer,200,4,cma-es-ppmf-dp-2-pt-0.1
45149,5,Schaffer,300,4,cma-es-ppmf-dp-2-pt-0.1
43307,5,Schaffer,400,4,cma-es-ppmf-dp-2-pt-0.1
50099,5,Schaffer,500,4,cma-es-ppmf-dp-2-pt-0.1
50049,5,Schaffer,1000,4,cma-es-ppmf-dp-2-pt-0.1
92608,10,Schaffer,10,4,cma-es-ppmf-dp-2-pt-0.1
46970,10,Schaffer,50,4,cma-es-ppmf-dp-2-pt-0.1
100090,10,Schaffer,100,4,cma-es-ppmf-dp-2-pt-0.1
100097,10,Schaffer,200,4,cma-es-ppmf-dp-2-pt-0.1
100232,10,Schaffer,300,4,cma-es-ppmf-dp-2-pt-0.1
100249,10,Schaffer,400,4,cma-es-ppmf-dp-2-pt-0.1
100199,10,Schaffer,500,4,cma-es-ppmf-dp-2-pt-0.1
100099,10,Schaffer,1000,4,cma-es-ppmf-dp-2-pt-0.1
128666,30,Schaffer,10,4,cma-es-ppmf-dp-2-pt-0.1
300032,30,Schaffer,50,4,cma-es-ppmf-dp-2-pt-0.1
300070,30,Schaffer,100,4,cma-es-ppmf-dp-2-pt-0.1
300092,30,Schaffer,200,4,cma-es-ppmf-dp-2-pt-0.1
300096,30,Schaffer,300,4,cma-es-ppmf-dp-2-pt-0.1
300348,30,Schaffer,400,4,cma-es-ppmf-dp-2-pt-0.1
300098,30,Schaffer,500,4,cma-es-ppmf-dp-2-pt-0.1
300299,30,Schaffer,1000,4,cma-es-ppmf-dp-2-pt-0.1
62039,50,Schaffer,10,4,cma-es-ppmf-dp-2-pt-0.1
500003,50,Schaffer,50,4,cma-es-ppmf-dp-2-pt-0.1
500050,50,Schaffer,100,4,cma-es-ppmf-dp-2-pt-0.1
500087,50,Schaffer,200,4,cma-es-ppmf-dp-2-pt-0.1
500261,50,Schaffer,300,4,cma-es-ppmf-dp-2-pt-0.1
500046,50,Schaffer,400,4,cma-es-ppmf-dp-2-pt-0.1
500498,50,Schaffer,500,4,cma-es-ppmf-dp-2-pt-0.1
500499,50,Schaffer,1000,4,cma-es-ppmf-dp-2-pt-0.1
534159,100,Schaffer,10,4,cma-es-ppmf-dp-2-pt-0.1
1000007,100,Schaffer,50,4,cma-es-ppmf-dp-2-pt-0.1
1000000,100,Schaffer,100,4,cma-es-ppmf-dp-2-pt-0.1
1000175,100,Schaffer,200,4,cma-es-ppmf-dp-2-pt-0.1
1000222,100,Schaffer,300,4,cma-es-ppmf-dp-2-pt-0.1
1000093,100,Schaffer,400,4,cma-es-ppmf-dp-2-pt-0.1
1000496,100,Schaffer,500,4,cma-es-ppmf-dp-2-pt-0.1
1000999,100,Schaffer,1000,4,cma-es-ppmf-dp-2-pt-0.1
3321,2,Schwefel,10,4,cma-es-ppmf-dp-2-pt-0.1
4640,2,Schwefel,50,4,cma-es-ppmf-dp-2-pt-0.1
6463,2,Schwefel,100,4,cma-es-ppmf-dp-2-pt-0.1
9647,2,Schwefel,200,4,cma-es-ppmf-dp-2-pt-0.1
12942,2,Schwefel,300,4,cma-es-ppmf-dp-2-pt-0.1
15638,2,Schwefel,400,4,cma-es-ppmf-dp-2-pt-0.1
20039,2,Schwefel,500,4,cma-es-ppmf-dp-2-pt-0.1
20019,2,Schwefel,1000,4,cma-es-ppmf-dp-2-pt-0.1
13430,5,Schwefel,10,4,cma-es-ppmf-dp-2-pt-0.1
6323,5,Schwefel,50,4,cma-es-ppmf-dp-2-pt-0.1
9493,5,Schwefel,100,4,cma-es-ppmf-dp-2-pt-0.1
15476,5,Schwefel,200,4,cma-es-ppmf-dp-2-pt-0.1
20768,5,Schwefel,300,4,cma-es-ppmf-dp-2-pt-0.1
25663,5,Schwefel,400,4,cma-es-ppmf-dp-2-pt-0.1
31562,5,Schwefel,500,4,cma-es-ppmf-dp-2-pt-0.1
50049,5,Schwefel,1000,4,cma-es-ppmf-dp-2-pt-0.1
11230,10,Schwefel,10,4,cma-es-ppmf-dp-2-pt-0.1
7853,10,Schwefel,50,4,cma-es-ppmf-dp-2-pt-0.1
13331,10,Schwefel,100,4,cma-es-ppmf-dp-2-pt-0.1
22310,10,Schwefel,200,4,cma-es-ppmf-dp-2-pt-0.1
30701,10,Schwefel,300,4,cma-es-ppmf-dp-2-pt-0.1
38896,10,Schwefel,400,4,cma-es-ppmf-dp-2-pt-0.1
46091,10,Schwefel,500,4,cma-es-ppmf-dp-2-pt-0.1
82081,10,Schwefel,1000,4,cma-es-ppmf-dp-2-pt-0.1
39412,30,Schwefel,10,4,cma-es-ppmf-dp-2-pt-0.1
231335,30,Schwefel,50,4,cma-es-ppmf-dp-2-pt-0.1
161195,30,Schwefel,100,4,cma-es-ppmf-dp-2-pt-0.1
131855,30,Schwefel,200,4,cma-es-ppmf-dp-2-pt-0.1
51470,30,Schwefel,300,4,cma-es-ppmf-dp-2-pt-0.1
64560,30,Schwefel,400,4,cma-es-ppmf-dp-2-pt-0.1
79658,30,Schwefel,500,4,cma-es-ppmf-dp-2-pt-0.1
142141,30,Schwefel,1000,4,cma-es-ppmf-dp-2-pt-0.1
71488,50,Schwefel,10,4,cma-es-ppmf-dp-2-pt-0.1
500003,50,Schwefel,50,4,cma-es-ppmf-dp-2-pt-0.1
500050,50,Schwefel,100,4,cma-es-ppmf-dp-2-pt-0.1
500087,50,Schwefel,200,4,cma-es-ppmf-dp-2-pt-0.1
500261,50,Schwefel,300,4,cma-es-ppmf-dp-2-pt-0.1
500046,50,Schwefel,400,4,cma-es-ppmf-dp-2-pt-0.1
500498,50,Schwefel,500,4,cma-es-ppmf-dp-2-pt-0.1
500499,50,Schwefel,1000,4,cma-es-ppmf-dp-2-pt-0.1
576487,100,Schwefel,10,4,cma-es-ppmf-dp-2-pt-0.1
1000007,100,Schwefel,50,4,cma-es-ppmf-dp-2-pt-0.1
1000000,100,Schwefel,100,4,cma-es-ppmf-dp-2-pt-0.1
1000175,100,Schwefel,200,4,cma-es-ppmf-dp-2-pt-0.1
1000222,100,Schwefel,300,4,cma-es-ppmf-dp-2-pt-0.1
1000093,100,Schwefel,400,4,cma-es-ppmf-dp-2-pt-0.1
1000496,100,Schwefel,500,4,cma-es-ppmf-dp-2-pt-0.1
1000999,100,Schwefel,1000,4,cma-es-ppmf-dp-2-pt-0.1
3552,2,Griewank,10,4,cma-es-ppmf-dp-2-pt-0.1
5762,2,Griewank,50,4,cma-es-ppmf-dp-2-pt-0.1
8786,2,Griewank,100,4,cma-es-ppmf-dp-2-pt-0.1
15476,2,Griewank,200,4,cma-es-ppmf-dp-2-pt-0.1
20166,2,Griewank,300,4,cma-es-ppmf-dp-2-pt-0.1
20049,2,Griewank,400,4,cma-es-ppmf-dp-2-pt-0.1
20039,2,Griewank,500,4,cma-es-ppmf-dp-2-pt-0.1
20019,2,Griewank,1000,4,cma-es-ppmf-dp-2-pt-0.1
13936,5,Griewank,10,4,cma-es-ppmf-dp-2-pt-0.1
17900,5,Griewank,50,4,cma-es-ppmf-dp-2-pt-0.1
23835,5,Griewank,100,4,cma-es-ppmf-dp-2-pt-0.1
38189,5,Griewank,200,4,cma-es-ppmf-dp-2-pt-0.1
14447,5,Griewank,300,4,cma-es-ppmf-dp-2-pt-0.1
22455,5,Griewank,400,4,cma-es-ppmf-dp-2-pt-0.1
28556,5,Griewank,500,4,cma-es-ppmf-dp-2-pt-0.1
42041,5,Griewank,1000,4,cma-es-ppmf-dp-2-pt-0.1
64195,10,Griewank,10,4,cma-es-ppmf-dp-2-pt-0.1
7547,10,Griewank,50,4,cma-es-ppmf-dp-2-pt-0.1
9796,10,Griewank,100,4,cma-es-ppmf-dp-2-pt-0.1
16079,10,Griewank,200,4,cma-es-ppmf-dp-2-pt-0.1
17758,10,Griewank,300,4,cma-es-ppmf-dp-2-pt-0.1
23658,10,Griewank,400,4,cma-es-ppmf-dp-2-pt-0.1
26552,10,Griewank,500,4,cma-es-ppmf-dp-2-pt-0.1
51050,10,Griewank,1000,4,cma-es-ppmf-dp-2-pt-0.1
23649,30,Griewank,10,4,cma-es-ppmf-dp-2-pt-0.1
10658,30,Griewank,50,4,cma-es-ppmf-dp-2-pt-0.1
18684,30,Griewank,100,4,cma-es-ppmf-dp-2-pt-0.1
26531,30,Griewank,200,4,cma-es-ppmf-dp-2-pt-0.1
34915,30,Griewank,300,4,cma-es-ppmf-dp-2-pt-0.1
