FE,N,Eval,lambda,Iteration,Alg
25727,30,Griewank,200,5,cma-es-ppmf-dp-2-pt-0.1
32507,30,Griewank,300,5,cma-es-ppmf-dp-2-pt-0.1
42104,30,Griewank,400,5,cma-es-ppmf-dp-2-pt-0.1
47594,30,Griewank,500,5,cma-es-ppmf-dp-2-pt-0.1
81080,30,Griewank,1000,5,cma-es-ppmf-dp-2-pt-0.1
68430,50,Griewank,10,5,cma-es-ppmf-dp-2-pt-0.1
21062,50,Griewank,50,5,cma-es-ppmf-dp-2-pt-0.1
30400,50,Griewank,100,5,cma-es-ppmf-dp-2-pt-0.1
46028,50,Griewank,200,5,cma-es-ppmf-dp-2-pt-0.1
65617,50,Griewank,300,5,cma-es-ppmf-dp-2-pt-0.1
71778,50,Griewank,400,5,cma-es-ppmf-dp-2-pt-0.1
85169,50,Griewank,500,5,cma-es-ppmf-dp-2-pt-0.1
128127,50,Griewank,1000,5,cma-es-ppmf-dp-2-pt-0.1
512885,100,Griewank,10,5,cma-es-ppmf-dp-2-pt-0.1
51662,100,Griewank,50,5,cma-es-ppmf-dp-2-pt-0.1
77062,100,Griewank,100,5,cma-es-ppmf-dp-2-pt-0.1
120800,100,Griewank,200,5,cma-es-ppmf-dp-2-pt-0.1
152907,100,Griewank,300,5,cma-es-ppmf-dp-2-pt-0.1
186865,100,Griewank,400,5,cma-es-ppmf-dp-2-pt-0.1
218435,100,Griewank,500,5,cma-es-ppmf-dp-2-pt-0.1
322321,100,Griewank,1000,5,cma-es-ppmf-dp-2-pt-0.1
3420,2,Rastrigin,10,6,cma-es-ppmf-dp-2-pt-0.1
5711,2,Rastrigin,50,6,cma-es-ppmf-dp-2-pt-0.1
9392,2,Rastrigin,100,6,cma-es-ppmf-dp-2-pt-0.1
10049,2,Rastrigin,200,6,cma-es-ppmf-dp-2-pt-0.1
20166,2,Rastrigin,300,6,cma-es-ppmf-dp-2-pt-0.1
16440,2,Rastrigin,400,6,cma-es-ppmf-dp-2-pt-0.1
15530,2,Rastrigin,500,6,cma-es-ppmf-dp-2-pt-0.1
20019,2,Rastrigin,1000,6,cma-es-ppmf-dp-2-pt-0.1
13639,5,Rastrigin,10,6,cma-es-ppmf-dp-2-pt-0.1
18716,5,Rastrigin,50,6,cma-es-ppmf-dp-2-pt-0.1
22825,5,Rastrigin,100,6,cma-es-ppmf-dp-2-pt-0.1
21707,5,Rastrigin,200,6,cma-es-ppmf-dp-2-pt-0.1
16253,5,Rastrigin,300,6,cma-es-ppmf-dp-2-pt-0.1
22455,5,Rastrigin,400,6,cma-es-ppmf-dp-2-pt-0.1
25550,5,Rastrigin,500,6,cma-es-ppmf-dp-2-pt-0.1
41040,5,Rastrigin,1000,6,cma-es-ppmf-dp-2-pt-0.1
52040,10,Rastrigin,10,6,cma-es-ppmf-dp-2-pt-0.1
96542,10,Rastrigin,50,6,cma-es-ppmf-dp-2-pt-0.1
65851,10,Rastrigin,100,6,cma-es-ppmf-dp-2-pt-0.1
17486,10,Rastrigin,200,6,cma-es-ppmf-dp-2-pt-0.1
23176,10,Rastrigin,300,6,cma-es-ppmf-dp-2-pt-0.1
31277,10,Rastrigin,400,6,cma-es-ppmf-dp-2-pt-0.1
33065,10,Rastrigin,500,6,cma-es-ppmf-dp-2-pt-0.1
58057,10,Rastrigin,1000,6,cma-es-ppmf-dp-2-pt-0.1
300002,30,Rastrigin,10,6,cma-es-ppmf-dp-2-pt-0.1
300032,30,Rastrigin,50,6,cma-es-ppmf-dp-2-pt-0.1
300070,30,Rastrigin,100,6,cma-es-ppmf-dp-2-pt-0.1
300092,30,Rastrigin,200,6,cma-es-ppmf-dp-2-pt-0.1
300096,30,Rastrigin,300,6,cma-es-ppmf-dp-2-pt-0.1
300348,30,Rastrigin,400,6,cma-es-ppmf-dp-2-pt-0.1
300098,30,Rastrigin,500,6,cma-es-ppmf-dp-2-pt-0.1
300299,30,Rastrigin,1000,6,cma-es-ppmf-dp-2-pt-0.1
66406,50,Rastrigin,10,6,cma-es-ppmf-dp-2-pt-0.1
500003,50,Rastrigin,50,6,cma-es-ppmf-dp-2-pt-0.1
500050,50,Rastrigin,100,6,cma-es-ppmf-dp-2-pt-0.1
500087,50,Rastrigin,200,6,cma-es-ppmf-dp-2-pt-0.1
500261,50,Rastrigin,300,6,cma-es-ppmf-dp-2-pt-0.1
500046,50,Rastrigin,400,6,cma-es-ppmf-dp-2-pt-0.1
500498,50,Rastrigin,500,6,cma-es-ppmf-dp-2-pt-0.1
500499,50,Rastrigin,1000,6,cma-es-ppmf-dp-2-pt-0.1
568259,100,Rastrigin,10,6,cma-es-ppmf-dp-2-pt-0.1
1000007,100,Rastrigin,50,6,cma-es-ppmf-dp-2-pt-0.1
1000000,100,Rastrigin,100,6,cma-es-ppmf-dp-2-pt-0.1
1000175,100,Rastrigin,200,6,cma-es-ppmf-dp-2-pt-0.1
1000222,100,Rastrigin,300,6,cma-es-ppmf-dp-2-pt-0.1
1000093,100,Rastrigin,400,6,cma-es-ppmf-dp-2-pt-0.1
1000496,100,Rastrigin,500,6,cma-es-ppmf-dp-2-pt-0.1
1000999,100,Rastrigin,1000,6,cma-es-ppmf-dp-2-pt-0.1
3981,2,Schaffer,10,6,cma-es-ppmf-dp-2-pt-0.1
5507,2,Schaffer,50,6,cma-es-ppmf-dp-2-pt-0.1
7877,2,Schaffer,100,6,cma-es-ppmf-dp-2-pt-0.1
13466,2,Schaffer,200,6,cma-es-ppmf-dp-2-pt-0.1
20166,2,Schaffer,300,6,cma-es-ppmf-dp-2-pt-0.1
18846,2,Schaffer,400,6,cma-es-ppmf-dp-2-pt-0.1
20039,2,Schaffer,500,6,cma-es-ppmf-dp-2-pt-0.1
20019,2,Schaffer,1000,6,cma-es-ppmf-dp-2-pt-0.1
14849,5,Schaffer,10,6,cma-es-ppmf-dp-2-pt-0.1
16064,5,Schaffer,50,6,cma-es-ppmf-dp-2-pt-0.1
24340,5,Schaffer,100,6,cma-es-ppmf-dp-2-pt-0.1
32762,5,Schaffer,200,6,cma-es-ppmf-dp-2-pt-0.1
50266,5,Schaffer,300,6,cma-es-ppmf-dp-2-pt-0.1
50124,5,Schaffer,400,6,cma-es-ppmf-dp-2-pt-0.1
50099,5,Schaffer,500,6,cma-es-ppmf-dp-2-pt-0.1
50049,5,Schaffer,1000,6,cma-es-ppmf-dp-2-pt-0.1
81872,10,Schaffer,10,6,cma-es-ppmf-dp-2-pt-0.1
69308,10,Schaffer,50,6,cma-es-ppmf-dp-2-pt-0.1
100090,10,Schaffer,100,6,cma-es-ppmf-dp-2-pt-0.1
100097,10,Schaffer,200,6,cma-es-ppmf-dp-2-pt-0.1
100232,10,Schaffer,300,6,cma-es-ppmf-dp-2-pt-0.1
100249,10,Schaffer,400,6,cma-es-ppmf-dp-2-pt-0.1
100199,10,Schaffer,500,6,cma-es-ppmf-dp-2-pt-0.1
100099,10,Schaffer,1000,6,cma-es-ppmf-dp-2-pt-0.1
245695,30,Schaffer,10,6,cma-es-ppmf-dp-2-pt-0.1
300032,30,Schaffer,50,6,cma-es-ppmf-dp-2-pt-0.1
300070,30,Schaffer,100,6,cma-es-ppmf-dp-2-pt-0.1
300092,30,Schaffer,200,6,cma-es-ppmf-dp-2-pt-0.1
300096,30,Schaffer,300,6,cma-es-ppmf-dp-2-pt-0.1
300348,30,Schaffer,400,6,cma-es-ppmf-dp-2-pt-0.1
300098,30,Schaffer,500,6,cma-es-ppmf-dp-2-pt-0.1
300299,30,Schaffer,1000,6,cma-es-ppmf-dp-2-pt-0.1
61907,50,Schaffer,10,6,cma-es-ppmf-dp-2-pt-0.1
500003,50,Schaffer,50,6,cma-es-ppmf-dp-2-pt-0.1
500050,50,Schaffer,100,6,cma-es-ppmf-dp-2-pt-0.1
500087,50,Schaffer,200,6,cma-es-ppmf-dp-2-pt-0.1
500261,50,Schaffer,300,6,cma-es-ppmf-dp-2-pt-0.1
500046,50,Schaffer,400,6,cma-es-ppmf-dp-2-pt-0.1
500498,50,Schaffer,500,6,cma-es-ppmf-dp-2-pt-0.1
500499,50,Schaffer,1000,6,cma-es-ppmf-dp-2-pt-0.1
557765,100,Schaffer,10,6,cma-es-ppmf-dp-2-pt-0.1
1000007,100,Schaffer,50,6,cma-es-ppmf-dp-2-pt-0.1
1000000,100,Schaffer,100,6,cma-es-ppmf-dp-2-pt-0.1
1000175,100,Schaffer,200,6,cma-es-ppmf-dp-2-pt-0.1
1000222,100,Schaffer,300,6,cma-es-ppmf-dp-2-pt-0.1
1000093,100,Schaffer,400,6,cma-es-ppmf-dp-2-pt-0.1
1000496,100,Schaffer,500,6,cma-es-ppmf-dp-2-pt-0.1
1000999,100,Schaffer,1000,6,cma-es-ppmf-dp-2-pt-0.1
3321,2,Schwefel,10,6,cma-es-ppmf-dp-2-pt-0.1
4538,2,Schwefel,50,6,cma-es-ppmf-dp-2-pt-0.1
6160,2,Schwefel,100,6,cma-es-ppmf-dp-2-pt-0.1
9647,2,Schwefel,200,6,cma-es-ppmf-dp-2-pt-0.1
12942,2,Schwefel,300,6,cma-es-ppmf-dp-2-pt-0.1
16440,2,Schwefel,400,6,cma-es-ppmf-dp-2-pt-0.1
20039,2,Schwefel,500,6,cma-es-ppmf-dp-2-pt-0.1
20019,2,Schwefel,1000,6,cma-es-ppmf-dp-2-pt-0.1
13628,5,Schwefel,10,6,cma-es-ppmf-dp-2-pt-0.1
6170,5,Schwefel,50,6,cma-es-ppmf-dp-2-pt-0.1
9392,5,Schwefel,100,6,cma-es-ppmf-dp-2-pt-0.1
15476,5,Schwefel,200,6,cma-es-ppmf-dp-2-pt-0.1
20467,5,Schwefel,300,6,cma-es-ppmf-dp-2-pt-0.1
25663,5,Schwefel,400,6,cma-es-ppmf-dp-2-pt-0.1
31562,5,Schwefel,500,6,cma-es-ppmf-dp-2-pt-0.1
50049,5,Schwefel,1000,6,cma-es-ppmf-dp-2-pt-0.1
13463,10,Schwefel,10,6,cma-es-ppmf-dp-2-pt-0.1
8210,10,Schwefel,50,6,cma-es-ppmf-dp-2-pt-0.1
13028,10,Schwefel,100,6,cma-es-ppmf-dp-2-pt-0.1
22511,10,Schwefel,200,6,cma-es-ppmf-dp-2-pt-0.1
31002,10,Schwefel,300,6,cma-es-ppmf-dp-2-pt-0.1
38896,10,Schwefel,400,6,cma-es-ppmf-dp-2-pt-0.1
46091,10,Schwefel,500,6,cma-es-ppmf-dp-2-pt-0.1
82081,10,Schwefel,1000,6,cma-es-ppmf-dp-2-pt-0.1
28632,30,Schwefel,10,6,cma-es-ppmf-dp-2-pt-0.1
187118,30,Schwefel,50,6,cma-es-ppmf-dp-2-pt-0.1
202403,30,Schwefel,100,6,cma-es-ppmf-dp-2-pt-0.1
215069,30,Schwefel,200,6,cma-es-ppmf-dp-2-pt-0.1
49965,30,Schwefel,300,6,cma-es-ppmf-dp-2-pt-0.1
231376,30,Schwefel,400,6,cma-es-ppmf-dp-2-pt-0.1
78155,30,Schwefel,500,6,cma-es-ppmf-dp-2-pt-0.1
142141,30,Schwefel,1000,6,cma-es-ppmf-dp-2-pt-0.1
74392,50,Schwefel,10,6,cma-es-ppmf-dp-2-pt-0.1
500003,50,Schwefel,50,6,cma-es-ppmf-dp-2-pt-0.1
500050,50,Schwefel,100,6,cma-es-ppmf-dp-2-pt-0.1
500087,50,Schwefel,200,6,cma-es-ppmf-dp-2-pt-0.1
500261,50,Schwefel,300,6,cma-es-ppmf-dp-2-pt-0.1
500046,50,Schwefel,400,6,cma-es-ppmf-dp-2-pt-0.1
500498,50,Schwefel,500,6,cma-es-ppmf-dp-2-pt-0.1
500499,50,Schwefel,1000,6,cma-es-ppmf-dp-2-pt-0.1
628693,100,Schwefel,10,6,cma-es-ppmf-dp-2-pt-0.1
1000007,100,Schwefel,50,6,cma-es-ppmf-dp-2-pt-0.1
1000000,100,Schwefel,100,6,cma-es-ppmf-dp-2-pt-0.1
1000175,100,Schwefel,200,6,cma-es-ppmf-dp-2-pt-0.1
1000222,100,Schwefel,300,6,cma-es-ppmf-dp-2-pt-0.1
1000093,100,Schwefel,400,6,cma-es-ppmf-dp-2-pt-0.1
1000496,100,Schwefel,500,6,cma-es-ppmf-dp-2-pt-0.1
1000999,100,Schwefel,1000,6,cma-es-ppmf-dp-2-pt-0.1
3706,2,Griewank,10,6,cma-es-ppmf-dp-2-pt-0.1
6221,2,Griewank,50,6,cma-es-ppmf-dp-2-pt-0.1
9190,2,Griewank,100,6,cma-es-ppmf-dp-2-pt-0.1
19295,2,Griewank,200,6,cma-es-ppmf-dp-2-pt-0.1
20166,2,Griewank,300,6,cma-es-ppmf-dp-2-pt-0.1
20049,2,Griewank,400,6,cma-es-ppmf-dp-2-pt-0.1
20039,2,Griewank,500,6,cma-es-ppmf-dp-2-pt-0.1
20019,2,Griewank,1000,6,cma-es-ppmf-dp-2-pt-0.1
13397,5,Griewank,10,6,cma-es-ppmf-dp-2-pt-0.1
19226,5,Griewank,50,6,cma-es-ppmf-dp-2-pt-0.1
24138,5,Griewank,100,6,cma-es-ppmf-dp-2-pt-0.1
13265,5,Griewank,200,6,cma-es-ppmf-dp-2-pt-0.1
33109,5,Griewank,300,6,cma-es-ppmf-dp-2-pt-0.1
30876,5,Griewank,400,6,cma-es-ppmf-dp-2-pt-0.1
24047,5,Griewank,500,6,cma-es-ppmf-dp-2-pt-0.1
42041,5,Griewank,1000,6,cma-es-ppmf-dp-2-pt-0.1
55274,10,Griewank,10,6,cma-es-ppmf-dp-2-pt-0.1
4793,10,Griewank,50,6,cma-es-ppmf-dp-2-pt-0.1
7675,10,Griewank,100,6,cma-es-ppmf-dp-2-pt-0.1
13064,10,Griewank,200,6,cma-es-ppmf-dp-2-pt-0.1
17758,10,Griewank,300,6,cma-es-ppmf-dp-2-pt-0.1
26866,10,Griewank,400,6,cma-es-ppmf-dp-2-pt-0.1
27554,10,Griewank,500,6,cma-es-ppmf-dp-2-pt-0.1
48047,10,Griewank,1000,6,cma-es-ppmf-dp-2-pt-0.1
300002,30,Griewank,10,6,cma-es-ppmf-dp-2-pt-0.1
12188,30,Griewank,50,6,cma-es-ppmf-dp-2-pt-0.1
16058,30,Griewank,100,6,cma-es-ppmf-dp-2-pt-0.1
25727,30,Griewank,200,6,cma-es-ppmf-dp-2-pt-0.1
35216,30,Griewank,300,6,cma-es-ppmf-dp-2-pt-0.1
39297,30,Griewank,400,6,cma-es-ppmf-dp-2-pt-0.1
51101,30,Griewank,500,6,cma-es-ppmf-dp-2-pt-0.1
81080,30,Griewank,1000,6,cma-es-ppmf-dp-2-pt-0.1
66945,50,Griewank,10,6,cma-es-ppmf-dp-2-pt-0.1
21419,50,Griewank,50,6,cma-es-ppmf-dp-2-pt-0.1
32218,50,Griewank,100,6,cma-es-ppmf-dp-2-pt-0.1
50852,50,Griewank,200,6,cma-es-ppmf-dp-2-pt-0.1
62005,50,Griewank,300,6,cma-es-ppmf-dp-2-pt-0.1
75387,50,Griewank,400,6,cma-es-ppmf-dp-2-pt-0.1
82664,50,Griewank,500,6,cma-es-ppmf-dp-2-pt-0.1
125124,50,Griewank,1000,6,cma-es-ppmf-dp-2-pt-0.1
569887,100,Griewank,10,6,cma-es-ppmf-dp-2-pt-0.1
1000007,100,Griewank,50,6,cma-es-ppmf-dp-2-pt-0.1
77062,100,Griewank,100,6,cma-es-ppmf-dp-2-pt-0.1
117785,100,Griewank,200,6,cma-es-ppmf-dp-2-pt-0.1
152606,100,Griewank,300,6,cma-es-ppmf-dp-2-pt-0.1
1000093,100,Griewank,400,6,cma-es-ppmf-dp-2-pt-0.1
212924,100,Griewank,500,6,cma-es-ppmf-dp-2-pt-0.1
328327,100,Griewank,1000,6,cma-es-ppmf-dp-2-pt-0.1
3365,2,Rastrigin,10,7,cma-es-ppmf-dp-2-pt-0.1
5915,2,Rastrigin,50,7,cma-es-ppmf-dp-2-pt-0.1
9291,2,Rastrigin,100,7,cma-es-ppmf-dp-2-pt-0.1
8240,2,Rastrigin,200,7,cma-es-ppmf-dp-2-pt-0.1
13845,2,Rastrigin,300,7,cma-es-ppmf-dp-2-pt-0.1
20049,2,Rastrigin,400,7,cma-es-ppmf-dp-2-pt-0.1
17033,2,Rastrigin,500,7,cma-es-ppmf-dp-2-pt-0.1
20019,2,Rastrigin,1000,7,cma-es-ppmf-dp-2-pt-0.1
15410,5,Rastrigin,10,7,cma-es-ppmf-dp-2-pt-0.1
16523,5,Rastrigin,50,7,cma-es-ppmf-dp-2-pt-0.1
22724,5,Rastrigin,100,7,cma-es-ppmf-dp-2-pt-0.1
18692,5,Rastrigin,200,7,cma-es-ppmf-dp-2-pt-0.1
18059,5,Rastrigin,300,7,cma-es-ppmf-dp-2-pt-0.1
22856,5,Rastrigin,400,7,cma-es-ppmf-dp-2-pt-0.1
23045,5,Rastrigin,500,7,cma-es-ppmf-dp-2-pt-0.1
45044,5,Rastrigin,1000,7,cma-es-ppmf-dp-2-pt-0.1
59894,10,Rastrigin,10,7,cma-es-ppmf-dp-2-pt-0.1
64004,10,Rastrigin,50,7,cma-es-ppmf-dp-2-pt-0.1
78173,10,Rastrigin,100,7,cma-es-ppmf-dp-2-pt-0.1
23315,10,Rastrigin,200,7,cma-es-ppmf-dp-2-pt-0.1
22875,10,Rastrigin,300,7,cma-es-ppmf-dp-2-pt-0.1
33683,10,Rastrigin,400,7,cma-es-ppmf-dp-2-pt-0.1
37574,10,Rastrigin,500,7,cma-es-ppmf-dp-2-pt-0.1
58057,10,Rastrigin,1000,7,cma-es-ppmf-dp-2-pt-0.1
22285,30,Rastrigin,10,7,cma-es-ppmf-dp-2-pt-0.1
300032,30,Rastrigin,50,7,cma-es-ppmf-dp-2-pt-0.1
300070,30,Rastrigin,100,7,cma-es-ppmf-dp-2-pt-0.1
300092,30,Rastrigin,200,7,cma-es-ppmf-dp-2-pt-0.1
300096,30,Rastrigin,300,7,cma-es-ppmf-dp-2-pt-0.1
300348,30,Rastrigin,400,7,cma-es-ppmf-dp-2-pt-0.1
300098,30,Rastrigin,500,7,cma-es-ppmf-dp-2-pt-0.1
300299,30,Rastrigin,1000,7,cma-es-ppmf-dp-2-pt-0.1
67858,50,Rastrigin,10,7,cma-es-ppmf-dp-2-pt-0.1
500003,50,Rastrigin,50,7,cma-es-ppmf-dp-2-pt-0.1
500050,50,Rastrigin,100,7,cma-es-ppmf-dp-2-pt-0.1
500087,50,Rastrigin,200,7,cma-es-ppmf-dp-2-pt-0.1
500261,50,Rastrigin,300,7,cma-es-ppmf-dp-2-pt-0.1
500046,50,Rastrigin,400,7,cma-es-ppmf-dp-2-pt-0.1
500498,50,Rastrigin,500,7,cma-es-ppmf-dp-2-pt-0.1
500499,50,Rastrigin,1000,7,cma-es-ppmf-dp-2-pt-0.1
531365,100,Rastrigin,10,7,cma-es-ppmf-dp-2-pt-0.1
1000007,100,Rastrigin,50,7,cma-es-ppmf-dp-2-pt-0.1
1000000,100,Rastrigin,100,7,cma-es-ppmf-dp-2-pt-0.1
1000175,100,Rastrigin,200,7,cma-es-ppmf-dp-2-pt-0.1
1000222,100,Rastrigin,300,7,cma-es-ppmf-dp-2-pt-0.1
1000093,100,Rastrigin,400,7,cma-es-ppmf-dp-2-pt-0.1
1000496,100,Rastrigin,500,7,cma-es-ppmf-dp-2-pt-0.1
1000999,100,Rastrigin,1000,7,cma-es-ppmf-dp-2-pt-0.1
3574,2,Schaffer,10,7,cma-es-ppmf-dp-2-pt-0.1
5456,2,Schaffer,50,7,cma-es-ppmf-dp-2-pt-0.1
7978,2,Schaffer,100,7,cma-es-ppmf-dp-2-pt-0.1
13667,2,Schaffer,200,7,cma-es-ppmf-dp-2-pt-0.1
19263,2,Schaffer,300,7,cma-es-ppmf-dp-2-pt-0.1
10425,2,Schaffer,400,7,cma-es-ppmf-dp-2-pt-0.1
20039,2,Schaffer,500,7,cma-es-ppmf-dp-2-pt-0.1
20019,2,Schaffer,1000,7,cma-es-ppmf-dp-2-pt-0.1
14838,5,Schaffer,10,7,cma-es-ppmf-dp-2-pt-0.1
16268,5,Schaffer,50,7,cma-es-ppmf-dp-2-pt-0.1
23633,5,Schaffer,100,7,cma-es-ppmf-dp-2-pt-0.1
28943,5,Schaffer,200,7,cma-es-ppmf-dp-2-pt-0.1
39129,5,Schaffer,300,7,cma-es-ppmf-dp-2-pt-0.1
50124,5,Schaffer,400,7,cma-es-ppmf-dp-2-pt-0.1
50099,5,Schaffer,500,7,cma-es-ppmf-dp-2-pt-0.1
50049,5,Schaffer,1000,7,cma-es-ppmf-dp-2-pt-0.1
58090,10,Schaffer,10,7,cma-es-ppmf-dp-2-pt-0.1
100010,10,Schaffer,50,7,cma-es-ppmf-dp-2-pt-0.1
100090,10,Schaffer,100,7,cma-es-ppmf-dp-2-pt-0.1
100097,10,Schaffer,200,7,cma-es-ppmf-dp-2-pt-0.1
100232,10,Schaffer,300,7,cma-es-ppmf-dp-2-pt-0.1
92229,10,Schaffer,400,7,cma-es-ppmf-dp-2-pt-0.1
100199,10,Schaffer,500,7,cma-es-ppmf-dp-2-pt-0.1
100099,10,Schaffer,1000,7,cma-es-ppmf-dp-2-pt-0.1
22175,30,Schaffer,10,7,cma-es-ppmf-dp-2-pt-0.1
300032,30,Schaffer,50,7,cma-es-ppmf-dp-2-pt-0.1
300070,30,Schaffer,100,7,cma-es-ppmf-dp-2-pt-0.1
300092,30,Schaffer,200,7,cma-es-ppmf-dp-2-pt-0.1
300096,30,Schaffer,300,7,cma-es-ppmf-dp-2-pt-0.1
300348,30,Schaffer,400,7,cma-es-ppmf-dp-2-pt-0.1
300098,30,Schaffer,500,7,cma-es-ppmf-dp-2-pt-0.1
300299,30,Schaffer,1000,7,cma-es-ppmf-dp-2-pt-0.1
357829,50,Schaffer,10,7,cma-es-ppmf-dp-2-pt-0.1
500003,50,Schaffer,50,7,cma-es-ppmf-dp-2-pt-0.1
500050,50,Schaffer,100,7,cma-es-ppmf-dp-2-pt-0.1
500087,50,Schaffer,200,7,cma-es-ppmf-dp-2-pt-0.1
500261,50,Schaffer,300,7,cma-es-ppmf-dp-2-pt-0.1
500046,50,Schaffer,400,7,cma-es-ppmf-dp-2-pt-0.1
500498,50,Schaffer,500,7,cma-es-ppmf-dp-2-pt-0.1
500499,50,Schaffer,1000,7,cma-es-ppmf-dp-2-pt-0.1
512005,100,Schaffer,10,7,cma-es-ppmf-dp-2-pt-0.1
1000007,100,Schaffer,50,7,cma-es-ppmf-dp-2-pt-0.1
1000000,100,Schaffer,100,7,cma-es-ppmf-dp-2-pt-0.1
1000175,100,Schaffer,200,7,cma-es-ppmf-dp-2-pt-0.1
1000222,100,Schaffer,300,7,cma-es-ppmf-dp-2-pt-0.1
1000093,100,Schaffer,400,7,cma-es-ppmf-dp-2-pt-0.1
1000496,100,Schaffer,500,7,cma-es-ppmf-dp-2-pt-0.1
1000999,100,Schaffer,1000,7,cma-es-ppmf-dp-2-pt-0.1
3541,2,Schwefel,10,7,cma-es-ppmf-dp-2-pt-0.1
4742,2,Schwefel,50,7,cma-es-ppmf-dp-2-pt-0.1
6059,2,Schwefel,100,7,cma-es-ppmf-dp-2-pt-0.1
9848,2,Schwefel,200,7,cma-es-ppmf-dp-2-pt-0.1
13243,2,Schwefel,300,7,cma-es-ppmf-dp-2-pt-0.1
16841,2,Schwefel,400,7,cma-es-ppmf-dp-2-pt-0.1
20039,2,Schwefel,500,7,cma-es-ppmf-dp-2-pt-0.1
20019,2,Schwefel,1000,7,cma-es-ppmf-dp-2-pt-0.1
13727,5,Schwefel,10,7,cma-es-ppmf-dp-2-pt-0.1
6068,5,Schwefel,50,7,cma-es-ppmf-dp-2-pt-0.1
9392,5,Schwefel,100,7,cma-es-ppmf-dp-2-pt-0.1
15074,5,Schwefel,200,7,cma-es-ppmf-dp-2-pt-0.1
20467,5,Schwefel,300,7,cma-es-ppmf-dp-2-pt-0.1
26064,5,Schwefel,400,7,cma-es-ppmf-dp-2-pt-0.1
31061,5,Schwefel,500,7,cma-es-ppmf-dp-2-pt-0.1
50049,5,Schwefel,1000,7,cma-es-ppmf-dp-2-pt-0.1
10790,10,Schwefel,10,7,cma-es-ppmf-dp-2-pt-0.1
7802,10,Schwefel,50,7,cma-es-ppmf-dp-2-pt-0.1
13129,10,Schwefel,100,7,cma-es-ppmf-dp-2-pt-0.1
22712,10,Schwefel,200,7,cma-es-ppmf-dp-2-pt-0.1
30701,10,Schwefel,300,7,cma-es-ppmf-dp-2-pt-0.1
39297,10,Schwefel,400,7,cma-es-ppmf-dp-2-pt-0.1
46091,10,Schwefel,500,7,cma-es-ppmf-dp-2-pt-0.1
82081,10,Schwefel,1000,7,cma-es-ppmf-dp-2-pt-0.1
34770,30,Schwefel,10,7,cma-es-ppmf-dp-2-pt-0.1
151877,30,Schwefel,50,7,cma-es-ppmf-dp-2-pt-0.1
189677,30,Schwefel,100,7,cma-es-ppmf-dp-2-pt-0.1
172658,30,Schwefel,200,7,cma-es-ppmf-dp-2-pt-0.1
131235,30,Schwefel,300,7,cma-es-ppmf-dp-2-pt-0.1
65362,30,Schwefel,400,7,cma-es-ppmf-dp-2-pt-0.1
78656,30,Schwefel,500,7,cma-es-ppmf-dp-2-pt-0.1
142141,30,Schwefel,1000,7,cma-es-ppmf-dp-2-pt-0.1
67979,50,Schwefel,10,7,cma-es-ppmf-dp-2-pt-0.1
500003,50,Schwefel,50,7,cma-es-ppmf-dp-2-pt-0.1
500050,50,Schwefel,100,7,cma-es-ppmf-dp-2-pt-0.1
500087,50,Schwefel,200,7,cma-es-ppmf-dp-2-pt-0.1
500261,50,Schwefel,300,7,cma-es-ppmf-dp-2-pt-0.1
500046,50,Schwefel,400,7,cma-es-ppmf-dp-2-pt-0.1
500498,50,Schwefel,500,7,cma-es-ppmf-dp-2-pt-0.1
500499,50,Schwefel,1000,7,cma-es-ppmf-dp-2-pt-0.1
604867,100,Schwefel,10,7,cma-es-ppmf-dp-2-pt-0.1
1000007,100,Schwefel,50,7,cma-es-ppmf-dp-2-pt-0.1
1000000,100,Schwefel,100,7,cma-es-ppmf-dp-2-pt-0.1
1000175,100,Schwefel,200,7,cma-es-ppmf-dp-2-pt-0.1
1000222,100,Schwefel,300,7,cma-es-ppmf-dp-2-pt-0.1
1000093,100,Schwefel,400,7,cma-es-ppmf-dp-2-pt-0.1
1000496,100,Schwefel,500,7,cma-es-ppmf-dp-2-pt-0.1
1000999,100,Schwefel,1000,7,cma-es-ppmf-dp-2-pt-0.1
3563,2,Griewank,10,7,cma-es-ppmf-dp-2-pt-0.1
6476,2,Griewank,50,7,cma-es-ppmf-dp-2-pt-0.1
9493,2,Griewank,100,7,cma-es-ppmf-dp-2-pt-0.1
17285,2,Griewank,200,7,cma-es-ppmf-dp-2-pt-0.1
20166,2,Griewank,300,7,cma-es-ppmf-dp-2-pt-0.1
20049,2,Griewank,400,7,cma-es-ppmf-dp-2-pt-0.1
20039,2,Griewank,500,7,cma-es-ppmf-dp-2-pt-0.1
20019,2,Griewank,1000,7,cma-es-ppmf-dp-2-pt-0.1
13639,5,Griewank,10,7,cma-es-ppmf-dp-2-pt-0.1
19838,5,Griewank,50,7,cma-es-ppmf-dp-2-pt-0.1
22623,5,Griewank,100,7,cma-es-ppmf-dp-2-pt-0.1
21104,5,Griewank,200,7,cma-es-ppmf-dp-2-pt-0.1
21370,5,Griewank,300,7,cma-es-ppmf-dp-2-pt-0.1
38495,5,Griewank,400,7,cma-es-ppmf-dp-2-pt-0.1
29057,5,Griewank,500,7,cma-es-ppmf-dp-2-pt-0.1
43042,5,Griewank,1000,7,cma-es-ppmf-dp-2-pt-0.1
71026,10,Griewank,10,7,cma-es-ppmf-dp-2-pt-0.1
5915,10,Griewank,50,7,cma-es-ppmf-dp-2-pt-0.1
