FE,N,Eval,p_target,d_param,Iteration,Alg
16439,5,Schaffer,0.2,2,5,cma-es-ppmf-dp-2-pt-0.2
21919,5,Schaffer,0.3,2,5,cma-es-ppmf-dp-2-pt-0.3
31659,5,Schaffer,0.4,2,5,cma-es-ppmf-dp-2-pt-0.4
16719,5,Schaffer,0.5,2,5,cma-es-ppmf-dp-2-pt-0.5
14379,5,Schaffer,0.1,10,5,cma-es-ppmf-dp-10-pt-0.1
15559,5,Schaffer,0.2,10,5,cma-es-ppmf-dp-10-pt-0.2
10579,5,Schaffer,0.3,10,5,cma-es-ppmf-dp-10-pt-0.3
17679,5,Schaffer,0.4,10,5,cma-es-ppmf-dp-10-pt-0.4
16579,5,Schaffer,0.5,10,5,cma-es-ppmf-dp-10-pt-0.5
12779,5,Schaffer,0.1,50,5,cma-es-ppmf-dp-50-pt-0.1
21499,5,Schaffer,0.2,50,5,cma-es-ppmf-dp-50-pt-0.2
28659,5,Schaffer,0.3,50,5,cma-es-ppmf-dp-50-pt-0.3
10579,5,Schaffer,0.4,50,5,cma-es-ppmf-dp-50-pt-0.4
17959,5,Schaffer,0.5,50,5,cma-es-ppmf-dp-50-pt-0.5
14719,5,Schaffer,0.1,100,5,cma-es-ppmf-dp-100-pt-0.1
21659,5,Schaffer,0.2,100,5,cma-es-ppmf-dp-100-pt-0.2
12399,5,Schaffer,0.3,100,5,cma-es-ppmf-dp-100-pt-0.3
26759,5,Schaffer,0.4,100,5,cma-es-ppmf-dp-100-pt-0.4
15819,5,Schaffer,0.5,100,5,cma-es-ppmf-dp-100-pt-0.5
100039,10,Schaffer,0.1,0.1,5,cma-es-ppmf-dp-0.1-pt-0.1
70039,10,Schaffer,0.2,0.1,5,cma-es-ppmf-dp-0.1-pt-0.2
100039,10,Schaffer,0.3,0.1,5,cma-es-ppmf-dp-0.1-pt-0.3
79879,10,Schaffer,0.4,0.1,5,cma-es-ppmf-dp-0.1-pt-0.4
49839,10,Schaffer,0.5,0.1,5,cma-es-ppmf-dp-0.1-pt-0.5
71239,10,Schaffer,0.1,0.3,5,cma-es-ppmf-dp-0.3-pt-0.1
86559,10,Schaffer,0.2,0.3,5,cma-es-ppmf-dp-0.3-pt-0.2
100039,10,Schaffer,0.3,0.3,5,cma-es-ppmf-dp-0.3-pt-0.3
100039,10,Schaffer,0.4,0.3,5,cma-es-ppmf-dp-0.3-pt-0.4
58079,10,Schaffer,0.5,0.3,5,cma-es-ppmf-dp-0.3-pt-0.5
50559,10,Schaffer,0.1,0.5,5,cma-es-ppmf-dp-0.5-pt-0.1
56999,10,Schaffer,0.2,0.5,5,cma-es-ppmf-dp-0.5-pt-0.2
67599,10,Schaffer,0.3,0.5,5,cma-es-ppmf-dp-0.5-pt-0.3
74439,10,Schaffer,0.4,0.5,5,cma-es-ppmf-dp-0.5-pt-0.4
50999,10,Schaffer,0.5,0.5,5,cma-es-ppmf-dp-0.5-pt-0.5
55319,10,Schaffer,0.1,1,5,cma-es-ppmf-dp-1-pt-0.1
59399,10,Schaffer,0.2,1,5,cma-es-ppmf-dp-1-pt-0.2
100039,10,Schaffer,0.3,1,5,cma-es-ppmf-dp-1-pt-0.3
86319,10,Schaffer,0.4,1,5,cma-es-ppmf-dp-1-pt-0.4
50759,10,Schaffer,0.5,1,5,cma-es-ppmf-dp-1-pt-0.5
59839,10,Schaffer,0.1,2,5,cma-es-ppmf-dp-2-pt-0.1
85279,10,Schaffer,0.2,2,5,cma-es-ppmf-dp-2-pt-0.2
100039,10,Schaffer,0.3,2,5,cma-es-ppmf-dp-2-pt-0.3
100039,10,Schaffer,0.4,2,5,cma-es-ppmf-dp-2-pt-0.4
47159,10,Schaffer,0.5,2,5,cma-es-ppmf-dp-2-pt-0.5
39759,10,Schaffer,0.1,10,5,cma-es-ppmf-dp-10-pt-0.1
43799,10,Schaffer,0.2,10,5,cma-es-ppmf-dp-10-pt-0.2
39879,10,Schaffer,0.3,10,5,cma-es-ppmf-dp-10-pt-0.3
41079,10,Schaffer,0.4,10,5,cma-es-ppmf-dp-10-pt-0.4
49679,10,Schaffer,0.5,10,5,cma-es-ppmf-dp-10-pt-0.5
42319,10,Schaffer,0.1,50,5,cma-es-ppmf-dp-50-pt-0.1
56799,10,Schaffer,0.2,50,5,cma-es-ppmf-dp-50-pt-0.2
50359,10,Schaffer,0.3,50,5,cma-es-ppmf-dp-50-pt-0.3
35119,10,Schaffer,0.4,50,5,cma-es-ppmf-dp-50-pt-0.4
35559,10,Schaffer,0.5,50,5,cma-es-ppmf-dp-50-pt-0.5
46439,10,Schaffer,0.1,100,5,cma-es-ppmf-dp-100-pt-0.1
44319,10,Schaffer,0.2,100,5,cma-es-ppmf-dp-100-pt-0.2
56399,10,Schaffer,0.3,100,5,cma-es-ppmf-dp-100-pt-0.3
45719,10,Schaffer,0.4,100,5,cma-es-ppmf-dp-100-pt-0.4
37239,10,Schaffer,0.5,100,5,cma-es-ppmf-dp-100-pt-0.5
300119,30,Schaffer,0.1,0.1,5,cma-es-ppmf-dp-0.1-pt-0.1
300119,30,Schaffer,0.2,0.1,5,cma-es-ppmf-dp-0.1-pt-0.2
300119,30,Schaffer,0.3,0.1,5,cma-es-ppmf-dp-0.1-pt-0.3
300119,30,Schaffer,0.4,0.1,5,cma-es-ppmf-dp-0.1-pt-0.4
300119,30,Schaffer,0.5,0.1,5,cma-es-ppmf-dp-0.1-pt-0.5
300119,30,Schaffer,0.1,0.3,5,cma-es-ppmf-dp-0.3-pt-0.1
300119,30,Schaffer,0.2,0.3,5,cma-es-ppmf-dp-0.3-pt-0.2
300119,30,Schaffer,0.3,0.3,5,cma-es-ppmf-dp-0.3-pt-0.3
300119,30,Schaffer,0.4,0.3,5,cma-es-ppmf-dp-0.3-pt-0.4
184439,30,Schaffer,0.5,0.3,5,cma-es-ppmf-dp-0.3-pt-0.5
300119,30,Schaffer,0.1,0.5,5,cma-es-ppmf-dp-0.5-pt-0.1
300119,30,Schaffer,0.2,0.5,5,cma-es-ppmf-dp-0.5-pt-0.2
300119,30,Schaffer,0.3,0.5,5,cma-es-ppmf-dp-0.5-pt-0.3
300119,30,Schaffer,0.4,0.5,5,cma-es-ppmf-dp-0.5-pt-0.4
116159,30,Schaffer,0.5,0.5,5,cma-es-ppmf-dp-0.5-pt-0.5
300119,30,Schaffer,0.1,1,5,cma-es-ppmf-dp-1-pt-0.1
300119,30,Schaffer,0.2,1,5,cma-es-ppmf-dp-1-pt-0.2
300119,30,Schaffer,0.3,1,5,cma-es-ppmf-dp-1-pt-0.3
300119,30,Schaffer,0.4,1,5,cma-es-ppmf-dp-1-pt-0.4
300119,30,Schaffer,0.5,1,5,cma-es-ppmf-dp-1-pt-0.5
300119,30,Schaffer,0.1,2,5,cma-es-ppmf-dp-2-pt-0.1
300119,30,Schaffer,0.2,2,5,cma-es-ppmf-dp-2-pt-0.2
300119,30,Schaffer,0.3,2,5,cma-es-ppmf-dp-2-pt-0.3
300119,30,Schaffer,0.4,2,5,cma-es-ppmf-dp-2-pt-0.4
300119,30,Schaffer,0.5,2,5,cma-es-ppmf-dp-2-pt-0.5
300119,30,Schaffer,0.1,10,5,cma-es-ppmf-dp-10-pt-0.1
300119,30,Schaffer,0.2,10,5,cma-es-ppmf-dp-10-pt-0.2
300119,30,Schaffer,0.3,10,5,cma-es-ppmf-dp-10-pt-0.3
300119,30,Schaffer,0.4,10,5,cma-es-ppmf-dp-10-pt-0.4
300119,30,Schaffer,0.5,10,5,cma-es-ppmf-dp-10-pt-0.5
300119,30,Schaffer,0.1,50,5,cma-es-ppmf-dp-50-pt-0.1
300119,30,Schaffer,0.2,50,5,cma-es-ppmf-dp-50-pt-0.2
300119,30,Schaffer,0.3,50,5,cma-es-ppmf-dp-50-pt-0.3
300119,30,Schaffer,0.4,50,5,cma-es-ppmf-dp-50-pt-0.4
300119,30,Schaffer,0.5,50,5,cma-es-ppmf-dp-50-pt-0.5
300119,30,Schaffer,0.1,100,5,cma-es-ppmf-dp-100-pt-0.1
300119,30,Schaffer,0.2,100,5,cma-es-ppmf-dp-100-pt-0.2
300119,30,Schaffer,0.3,100,5,cma-es-ppmf-dp-100-pt-0.3
300119,30,Schaffer,0.4,100,5,cma-es-ppmf-dp-100-pt-0.4
300119,30,Schaffer,0.5,100,5,cma-es-ppmf-dp-100-pt-0.5
500199,50,Schaffer,0.1,0.1,5,cma-es-ppmf-dp-0.1-pt-0.1
500199,50,Schaffer,0.2,0.1,5,cma-es-ppmf-dp-0.1-pt-0.2
500199,50,Schaffer,0.3,0.1,5,cma-es-ppmf-dp-0.1-pt-0.3
500199,50,Schaffer,0.4,0.1,5,cma-es-ppmf-dp-0.1-pt-0.4
500199,50,Schaffer,0.5,0.1,5,cma-es-ppmf-dp-0.1-pt-0.5
500199,50,Schaffer,0.1,0.3,5,cma-es-ppmf-dp-0.3-pt-0.1
500199,50,Schaffer,0.2,0.3,5,cma-es-ppmf-dp-0.3-pt-0.2
500199,50,Schaffer,0.3,0.3,5,cma-es-ppmf-dp-0.3-pt-0.3
500199,50,Schaffer,0.4,0.3,5,cma-es-ppmf-dp-0.3-pt-0.4
500199,50,Schaffer,0.5,0.3,5,cma-es-ppmf-dp-0.3-pt-0.5
500199,50,Schaffer,0.1,0.5,5,cma-es-ppmf-dp-0.5-pt-0.1
500199,50,Schaffer,0.2,0.5,5,cma-es-ppmf-dp-0.5-pt-0.2
500199,50,Schaffer,0.3,0.5,5,cma-es-ppmf-dp-0.5-pt-0.3
500199,50,Schaffer,0.4,0.5,5,cma-es-ppmf-dp-0.5-pt-0.4
500199,50,Schaffer,0.5,0.5,5,cma-es-ppmf-dp-0.5-pt-0.5
500199,50,Schaffer,0.1,1,5,cma-es-ppmf-dp-1-pt-0.1
500199,50,Schaffer,0.2,1,5,cma-es-ppmf-dp-1-pt-0.2
500199,50,Schaffer,0.3,1,5,cma-es-ppmf-dp-1-pt-0.3
500199,50,Schaffer,0.4,1,5,cma-es-ppmf-dp-1-pt-0.4
500199,50,Schaffer,0.5,1,5,cma-es-ppmf-dp-1-pt-0.5
500199,50,Schaffer,0.1,2,5,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schaffer,0.2,2,5,cma-es-ppmf-dp-2-pt-0.2
500199,50,Schaffer,0.3,2,5,cma-es-ppmf-dp-2-pt-0.3
500199,50,Schaffer,0.4,2,5,cma-es-ppmf-dp-2-pt-0.4
500199,50,Schaffer,0.5,2,5,cma-es-ppmf-dp-2-pt-0.5
500199,50,Schaffer,0.1,10,5,cma-es-ppmf-dp-10-pt-0.1
500199,50,Schaffer,0.2,10,5,cma-es-ppmf-dp-10-pt-0.2
500199,50,Schaffer,0.3,10,5,cma-es-ppmf-dp-10-pt-0.3
500199,50,Schaffer,0.4,10,5,cma-es-ppmf-dp-10-pt-0.4
500199,50,Schaffer,0.5,10,5,cma-es-ppmf-dp-10-pt-0.5
500199,50,Schaffer,0.1,50,5,cma-es-ppmf-dp-50-pt-0.1
500199,50,Schaffer,0.2,50,5,cma-es-ppmf-dp-50-pt-0.2
500199,50,Schaffer,0.3,50,5,cma-es-ppmf-dp-50-pt-0.3
500199,50,Schaffer,0.4,50,5,cma-es-ppmf-dp-50-pt-0.4
500199,50,Schaffer,0.5,50,5,cma-es-ppmf-dp-50-pt-0.5
500199,50,Schaffer,0.1,100,5,cma-es-ppmf-dp-100-pt-0.1
500199,50,Schaffer,0.2,100,5,cma-es-ppmf-dp-100-pt-0.2
500199,50,Schaffer,0.3,100,5,cma-es-ppmf-dp-100-pt-0.3
500199,50,Schaffer,0.4,100,5,cma-es-ppmf-dp-100-pt-0.4
500199,50,Schaffer,0.5,100,5,cma-es-ppmf-dp-100-pt-0.5
3703,2,Schwefel,0.1,0.1,5,cma-es-ppmf-dp-0.1-pt-0.1
3639,2,Schwefel,0.2,0.1,5,cma-es-ppmf-dp-0.1-pt-0.2
3199,2,Schwefel,0.3,0.1,5,cma-es-ppmf-dp-0.1-pt-0.3
2591,2,Schwefel,0.4,0.1,5,cma-es-ppmf-dp-0.1-pt-0.4
2223,2,Schwefel,0.5,0.1,5,cma-es-ppmf-dp-0.1-pt-0.5
3655,2,Schwefel,0.1,0.3,5,cma-es-ppmf-dp-0.3-pt-0.1
3631,2,Schwefel,0.2,0.3,5,cma-es-ppmf-dp-0.3-pt-0.2
2615,2,Schwefel,0.3,0.3,5,cma-es-ppmf-dp-0.3-pt-0.3
1879,2,Schwefel,0.4,0.3,5,cma-es-ppmf-dp-0.3-pt-0.4
1383,2,Schwefel,0.5,0.3,5,cma-es-ppmf-dp-0.3-pt-0.5
3463,2,Schwefel,0.1,0.5,5,cma-es-ppmf-dp-0.5-pt-0.1
3671,2,Schwefel,0.2,0.5,5,cma-es-ppmf-dp-0.5-pt-0.2
2183,2,Schwefel,0.3,0.5,5,cma-es-ppmf-dp-0.5-pt-0.3
1607,2,Schwefel,0.4,0.5,5,cma-es-ppmf-dp-0.5-pt-0.4
1167,2,Schwefel,0.5,0.5,5,cma-es-ppmf-dp-0.5-pt-0.5
3479,2,Schwefel,0.1,1,5,cma-es-ppmf-dp-1-pt-0.1
3455,2,Schwefel,0.2,1,5,cma-es-ppmf-dp-1-pt-0.2
2199,2,Schwefel,0.3,1,5,cma-es-ppmf-dp-1-pt-0.3
1463,2,Schwefel,0.4,1,5,cma-es-ppmf-dp-1-pt-0.4
1039,2,Schwefel,0.5,1,5,cma-es-ppmf-dp-1-pt-0.5
3487,2,Schwefel,0.1,2,5,cma-es-ppmf-dp-2-pt-0.1
3823,2,Schwefel,0.2,2,5,cma-es-ppmf-dp-2-pt-0.2
4199,2,Schwefel,0.3,2,5,cma-es-ppmf-dp-2-pt-0.3
3863,2,Schwefel,0.4,2,5,cma-es-ppmf-dp-2-pt-0.4
2031,2,Schwefel,0.5,2,5,cma-es-ppmf-dp-2-pt-0.5
6543,2,Schwefel,0.1,10,5,cma-es-ppmf-dp-10-pt-0.1
5447,2,Schwefel,0.2,10,5,cma-es-ppmf-dp-10-pt-0.2
10911,2,Schwefel,0.3,10,5,cma-es-ppmf-dp-10-pt-0.3
7151,2,Schwefel,0.4,10,5,cma-es-ppmf-dp-10-pt-0.4
14263,2,Schwefel,0.5,10,5,cma-es-ppmf-dp-10-pt-0.5
18983,2,Schwefel,0.1,50,5,cma-es-ppmf-dp-50-pt-0.1
11463,2,Schwefel,0.2,50,5,cma-es-ppmf-dp-50-pt-0.2
7047,2,Schwefel,0.3,50,5,cma-es-ppmf-dp-50-pt-0.3
5991,2,Schwefel,0.4,50,5,cma-es-ppmf-dp-50-pt-0.4
15895,2,Schwefel,0.5,50,5,cma-es-ppmf-dp-50-pt-0.5
4607,2,Schwefel,0.1,100,5,cma-es-ppmf-dp-100-pt-0.1
8887,2,Schwefel,0.2,100,5,cma-es-ppmf-dp-100-pt-0.2
8471,2,Schwefel,0.3,100,5,cma-es-ppmf-dp-100-pt-0.3
9255,2,Schwefel,0.4,100,5,cma-es-ppmf-dp-100-pt-0.4
6703,2,Schwefel,0.5,100,5,cma-es-ppmf-dp-100-pt-0.5
12199,5,Schwefel,0.1,0.1,5,cma-es-ppmf-dp-0.1-pt-0.1
10259,5,Schwefel,0.2,0.1,5,cma-es-ppmf-dp-0.1-pt-0.2
7939,5,Schwefel,0.3,0.1,5,cma-es-ppmf-dp-0.1-pt-0.3
6719,5,Schwefel,0.4,0.1,5,cma-es-ppmf-dp-0.1-pt-0.4
5459,5,Schwefel,0.5,0.1,5,cma-es-ppmf-dp-0.1-pt-0.5
9739,5,Schwefel,0.1,0.3,5,cma-es-ppmf-dp-0.3-pt-0.1
6619,5,Schwefel,0.2,0.3,5,cma-es-ppmf-dp-0.3-pt-0.2
4559,5,Schwefel,0.3,0.3,5,cma-es-ppmf-dp-0.3-pt-0.3
3699,5,Schwefel,0.4,0.3,5,cma-es-ppmf-dp-0.3-pt-0.4
2939,5,Schwefel,0.5,0.3,5,cma-es-ppmf-dp-0.3-pt-0.5
8479,5,Schwefel,0.1,0.5,5,cma-es-ppmf-dp-0.5-pt-0.1
5039,5,Schwefel,0.2,0.5,5,cma-es-ppmf-dp-0.5-pt-0.2
3659,5,Schwefel,0.3,0.5,5,cma-es-ppmf-dp-0.5-pt-0.3
2779,5,Schwefel,0.4,0.5,5,cma-es-ppmf-dp-0.5-pt-0.4
2319,5,Schwefel,0.5,0.5,5,cma-es-ppmf-dp-0.5-pt-0.5
6039,5,Schwefel,0.1,1,5,cma-es-ppmf-dp-1-pt-0.1
3759,5,Schwefel,0.2,1,5,cma-es-ppmf-dp-1-pt-0.2
2919,5,Schwefel,0.3,1,5,cma-es-ppmf-dp-1-pt-0.3
2359,5,Schwefel,0.4,1,5,cma-es-ppmf-dp-1-pt-0.4
2379,5,Schwefel,0.5,1,5,cma-es-ppmf-dp-1-pt-0.5
4879,5,Schwefel,0.1,2,5,cma-es-ppmf-dp-2-pt-0.1
3419,5,Schwefel,0.2,2,5,cma-es-ppmf-dp-2-pt-0.2
3059,5,Schwefel,0.3,2,5,cma-es-ppmf-dp-2-pt-0.3
3299,5,Schwefel,0.4,2,5,cma-es-ppmf-dp-2-pt-0.4
4279,5,Schwefel,0.5,2,5,cma-es-ppmf-dp-2-pt-0.5
12199,5,Schwefel,0.1,10,5,cma-es-ppmf-dp-10-pt-0.1
16999,5,Schwefel,0.2,10,5,cma-es-ppmf-dp-10-pt-0.2
16079,5,Schwefel,0.3,10,5,cma-es-ppmf-dp-10-pt-0.3
18319,5,Schwefel,0.4,10,5,cma-es-ppmf-dp-10-pt-0.4
19699,5,Schwefel,0.5,10,5,cma-es-ppmf-dp-10-pt-0.5
20239,5,Schwefel,0.1,50,5,cma-es-ppmf-dp-50-pt-0.1
24019,5,Schwefel,0.2,50,5,cma-es-ppmf-dp-50-pt-0.2
14619,5,Schwefel,0.3,50,5,cma-es-ppmf-dp-50-pt-0.3
17659,5,Schwefel,0.4,50,5,cma-es-ppmf-dp-50-pt-0.4
11599,5,Schwefel,0.5,50,5,cma-es-ppmf-dp-50-pt-0.5
15979,5,Schwefel,0.1,100,5,cma-es-ppmf-dp-100-pt-0.1
16359,5,Schwefel,0.2,100,5,cma-es-ppmf-dp-100-pt-0.2
23539,5,Schwefel,0.3,100,5,cma-es-ppmf-dp-100-pt-0.3
15599,5,Schwefel,0.4,100,5,cma-es-ppmf-dp-100-pt-0.4
15299,5,Schwefel,0.5,100,5,cma-es-ppmf-dp-100-pt-0.5
33679,10,Schwefel,0.1,0.1,5,cma-es-ppmf-dp-0.1-pt-0.1
25519,10,Schwefel,0.2,0.1,5,cma-es-ppmf-dp-0.1-pt-0.2
19639,10,Schwefel,0.3,0.1,5,cma-es-ppmf-dp-0.1-pt-0.3
15159,10,Schwefel,0.4,0.1,5,cma-es-ppmf-dp-0.1-pt-0.4
11919,10,Schwefel,0.5,0.1,5,cma-es-ppmf-dp-0.1-pt-0.5
22239,10,Schwefel,0.1,0.3,5,cma-es-ppmf-dp-0.3-pt-0.1
13759,10,Schwefel,0.2,0.3,5,cma-es-ppmf-dp-0.3-pt-0.2
9519,10,Schwefel,0.3,0.3,5,cma-es-ppmf-dp-0.3-pt-0.3
7119,10,Schwefel,0.4,0.3,5,cma-es-ppmf-dp-0.3-pt-0.4
80959,10,Schwefel,0.5,0.3,5,cma-es-ppmf-dp-0.3-pt-0.5
16679,10,Schwefel,0.1,0.5,5,cma-es-ppmf-dp-0.5-pt-0.1
9639,10,Schwefel,0.2,0.5,5,cma-es-ppmf-dp-0.5-pt-0.2
6799,10,Schwefel,0.3,0.5,5,cma-es-ppmf-dp-0.5-pt-0.3
6199,10,Schwefel,0.4,0.5,5,cma-es-ppmf-dp-0.5-pt-0.4
98639,10,Schwefel,0.5,0.5,5,cma-es-ppmf-dp-0.5-pt-0.5
10519,10,Schwefel,0.1,1,5,cma-es-ppmf-dp-1-pt-0.1
6079,10,Schwefel,0.2,1,5,cma-es-ppmf-dp-1-pt-0.2
9279,10,Schwefel,0.3,1,5,cma-es-ppmf-dp-1-pt-0.3
9079,10,Schwefel,0.4,1,5,cma-es-ppmf-dp-1-pt-0.4
36039,10,Schwefel,0.5,1,5,cma-es-ppmf-dp-1-pt-0.5
6839,10,Schwefel,0.1,2,5,cma-es-ppmf-dp-2-pt-0.1
5759,10,Schwefel,0.2,2,5,cma-es-ppmf-dp-2-pt-0.2
8759,10,Schwefel,0.3,2,5,cma-es-ppmf-dp-2-pt-0.3
8879,10,Schwefel,0.4,2,5,cma-es-ppmf-dp-2-pt-0.4
12159,10,Schwefel,0.5,2,5,cma-es-ppmf-dp-2-pt-0.5
43879,10,Schwefel,0.1,10,5,cma-es-ppmf-dp-10-pt-0.1
38479,10,Schwefel,0.2,10,5,cma-es-ppmf-dp-10-pt-0.2
41959,10,Schwefel,0.3,10,5,cma-es-ppmf-dp-10-pt-0.3
32759,10,Schwefel,0.4,10,5,cma-es-ppmf-dp-10-pt-0.4
42439,10,Schwefel,0.5,10,5,cma-es-ppmf-dp-10-pt-0.5
40239,10,Schwefel,0.1,50,5,cma-es-ppmf-dp-50-pt-0.1
40079,10,Schwefel,0.2,50,5,cma-es-ppmf-dp-50-pt-0.2
41879,10,Schwefel,0.3,50,5,cma-es-ppmf-dp-50-pt-0.3
51759,10,Schwefel,0.4,50,5,cma-es-ppmf-dp-50-pt-0.4
51359,10,Schwefel,0.5,50,5,cma-es-ppmf-dp-50-pt-0.5
50439,10,Schwefel,0.1,100,5,cma-es-ppmf-dp-100-pt-0.1
46319,10,Schwefel,0.2,100,5,cma-es-ppmf-dp-100-pt-0.2
48079,10,Schwefel,0.3,100,5,cma-es-ppmf-dp-100-pt-0.3
35799,10,Schwefel,0.4,100,5,cma-es-ppmf-dp-100-pt-0.4
45479,10,Schwefel,0.5,100,5,cma-es-ppmf-dp-100-pt-0.5
206159,30,Schwefel,0.1,0.1,5,cma-es-ppmf-dp-0.1-pt-0.1
124319,30,Schwefel,0.2,0.1,5,cma-es-ppmf-dp-0.1-pt-0.2
83159,30,Schwefel,0.3,0.1,5,cma-es-ppmf-dp-0.1-pt-0.3
59399,30,Schwefel,0.4,0.1,5,cma-es-ppmf-dp-0.1-pt-0.4
300119,30,Schwefel,0.5,0.1,5,cma-es-ppmf-dp-0.1-pt-0.5
101159,30,Schwefel,0.1,0.3,5,cma-es-ppmf-dp-0.3-pt-0.1
53639,30,Schwefel,0.2,0.3,5,cma-es-ppmf-dp-0.3-pt-0.2
34199,30,Schwefel,0.3,0.3,5,cma-es-ppmf-dp-0.3-pt-0.3
300119,30,Schwefel,0.4,0.3,5,cma-es-ppmf-dp-0.3-pt-0.4
300119,30,Schwefel,0.5,0.3,5,cma-es-ppmf-dp-0.3-pt-0.5
68519,30,Schwefel,0.1,0.5,5,cma-es-ppmf-dp-0.5-pt-0.1
35159,30,Schwefel,0.2,0.5,5,cma-es-ppmf-dp-0.5-pt-0.2
300119,30,Schwefel,0.3,0.5,5,cma-es-ppmf-dp-0.5-pt-0.3
300119,30,Schwefel,0.4,0.5,5,cma-es-ppmf-dp-0.5-pt-0.4
300119,30,Schwefel,0.5,0.5,5,cma-es-ppmf-dp-0.5-pt-0.5
38639,30,Schwefel,0.1,1,5,cma-es-ppmf-dp-1-pt-0.1
300119,30,Schwefel,0.2,1,5,cma-es-ppmf-dp-1-pt-0.2
300119,30,Schwefel,0.3,1,5,cma-es-ppmf-dp-1-pt-0.3
300119,30,Schwefel,0.4,1,5,cma-es-ppmf-dp-1-pt-0.4
300119,30,Schwefel,0.5,1,5,cma-es-ppmf-dp-1-pt-0.5
170879,30,Schwefel,0.1,2,5,cma-es-ppmf-dp-2-pt-0.1
300119,30,Schwefel,0.2,2,5,cma-es-ppmf-dp-2-pt-0.2
290759,30,Schwefel,0.3,2,5,cma-es-ppmf-dp-2-pt-0.3
186479,30,Schwefel,0.4,2,5,cma-es-ppmf-dp-2-pt-0.4
300119,30,Schwefel,0.5,2,5,cma-es-ppmf-dp-2-pt-0.5
300119,30,Schwefel,0.1,10,5,cma-es-ppmf-dp-10-pt-0.1
300119,30,Schwefel,0.2,10,5,cma-es-ppmf-dp-10-pt-0.2
300119,30,Schwefel,0.3,10,5,cma-es-ppmf-dp-10-pt-0.3
300119,30,Schwefel,0.4,10,5,cma-es-ppmf-dp-10-pt-0.4
300119,30,Schwefel,0.5,10,5,cma-es-ppmf-dp-10-pt-0.5
300119,30,Schwefel,0.1,50,5,cma-es-ppmf-dp-50-pt-0.1
300119,30,Schwefel,0.2,50,5,cma-es-ppmf-dp-50-pt-0.2
300119,30,Schwefel,0.3,50,5,cma-es-ppmf-dp-50-pt-0.3
300119,30,Schwefel,0.4,50,5,cma-es-ppmf-dp-50-pt-0.4
300119,30,Schwefel,0.5,50,5,cma-es-ppmf-dp-50-pt-0.5
300119,30,Schwefel,0.1,100,5,cma-es-ppmf-dp-100-pt-0.1
300119,30,Schwefel,0.2,100,5,cma-es-ppmf-dp-100-pt-0.2
300119,30,Schwefel,0.3,100,5,cma-es-ppmf-dp-100-pt-0.3
300119,30,Schwefel,0.4,100,5,cma-es-ppmf-dp-100-pt-0.4
300119,30,Schwefel,0.5,100,5,cma-es-ppmf-dp-100-pt-0.5
446999,50,Schwefel,0.1,0.1,5,cma-es-ppmf-dp-0.1-pt-0.1
242599,50,Schwefel,0.2,0.1,5,cma-es-ppmf-dp-0.1-pt-0.2
155599,50,Schwefel,0.3,0.1,5,cma-es-ppmf-dp-0.1-pt-0.3
107599,50,Schwefel,0.4,0.1,5,cma-es-ppmf-dp-0.1-pt-0.4
500199,50,Schwefel,0.5,0.1,5,cma-es-ppmf-dp-0.1-pt-0.5
193799,50,Schwefel,0.1,0.3,5,cma-es-ppmf-dp-0.3-pt-0.1
97999,50,Schwefel,0.2,0.3,5,cma-es-ppmf-dp-0.3-pt-0.2
63399,50,Schwefel,0.3,0.3,5,cma-es-ppmf-dp-0.3-pt-0.3
500199,50,Schwefel,0.4,0.3,5,cma-es-ppmf-dp-0.3-pt-0.4
500199,50,Schwefel,0.5,0.3,5,cma-es-ppmf-dp-0.3-pt-0.5
126799,50,Schwefel,0.1,0.5,5,cma-es-ppmf-dp-0.5-pt-0.1
64599,50,Schwefel,0.2,0.5,5,cma-es-ppmf-dp-0.5-pt-0.2
500199,50,Schwefel,0.3,0.5,5,cma-es-ppmf-dp-0.5-pt-0.3
500199,50,Schwefel,0.4,0.5,5,cma-es-ppmf-dp-0.5-pt-0.4
500199,50,Schwefel,0.5,0.5,5,cma-es-ppmf-dp-0.5-pt-0.5
71199,50,Schwefel,0.1,1,5,cma-es-ppmf-dp-1-pt-0.1
500199,50,Schwefel,0.2,1,5,cma-es-ppmf-dp-1-pt-0.2
500199,50,Schwefel,0.3,1,5,cma-es-ppmf-dp-1-pt-0.3
500199,50,Schwefel,0.4,1,5,cma-es-ppmf-dp-1-pt-0.4
500199,50,Schwefel,0.5,1,5,cma-es-ppmf-dp-1-pt-0.5
500199,50,Schwefel,0.1,2,5,cma-es-ppmf-dp-2-pt-0.1
500199,50,Schwefel,0.2,2,5,cma-es-ppmf-dp-2-pt-0.2
500199,50,Schwefel,0.3,2,5,cma-es-ppmf-dp-2-pt-0.3
500199,50,Schwefel,0.4,2,5,cma-es-ppmf-dp-2-pt-0.4
500199,50,Schwefel,0.5,2,5,cma-es-ppmf-dp-2-pt-0.5
500199,50,Schwefel,0.1,10,5,cma-es-ppmf-dp-10-pt-0.1
500199,50,Schwefel,0.2,10,5,cma-es-ppmf-dp-10-pt-0.2
500199,50,Schwefel,0.3,10,5,cma-es-ppmf-dp-10-pt-0.3
500199,50,Schwefel,0.4,10,5,cma-es-ppmf-dp-10-pt-0.4
500199,50,Schwefel,0.5,10,5,cma-es-ppmf-dp-10-pt-0.5
